J_kSalt_50K_v6_w,eps1,eps2
125,35.98732729,106.0148572
126,35.38006595,106.2056591
127,35.07567731,105.8207926
128,35.05638409,105.5712982
129,34.99507203,105.5153405
130,34.79030598,105.4833945
131,34.5149727,105.4016369
132,34.16916414,105.3647519
133,33.48182269,105.3952584
134,32.39871463,104.9926444
135,31.53443685,103.756191
136,31.49743429,102.1357159
137,32.28556808,100.8625221
138,33.52024378,100.3666639
139,34.57862637,100.8407081
140,34.83968134,101.930382
141,34.23422693,102.8562705
142,33.18608828,103.2036484
143,32.14238365,103.000412
144,31.35478486,102.4843868
145,30.79674441,101.9434157
146,30.31798559,101.4571411
147,29.81819416,100.9627049
148,29.30754626,100.3455709
149,28.96453379,99.52863306
150,28.98033518,98.69293745
151,29.1891326,98.18672849
152,29.30588887,97.9623568
153,29.36826703,97.79557743
154,29.33647743,97.83288937
155,28.97877359,98.00216952
156,28.36934354,97.93666095
157,27.77303457,97.60919039
158,27.23436761,97.20231669
159,26.69593604,96.70349443
160,26.29340658,96.01685912
161,26.14744325,95.32077549
162,26.13680784,94.831488
163,26.07122653,94.53812134
164,25.83556524,94.3112114
165,25.49035649,93.9644789
166,25.22010873,93.47099969
167,25.07446716,93.00342137
168,24.93979649,92.64848837
169,24.78039896,92.33365392
170,24.56510736,92.09424527
171,24.06887353,91.90789121
172,23.36034573,91.34290947
173,22.94126545,90.26039993
174,23.03924372,89.10391228
175,23.58230465,88.17472536
176,24.40089654,87.68894487
177,25.09915845,87.7966887
178,25.37330077,88.204295
179,25.24684925,88.55203446
180,24.90182455,88.6852693
181,24.52103825,88.59317392
182,24.22346791,88.35998704
183,24.04599972,88.103508
184,23.91553363,87.9391635
185,23.676124,87.86698077
186,23.24575385,87.70622226
187,22.8124616,87.22959062
188,22.7208481,86.51131072
189,22.99311689,85.96758842
190,23.32738766,85.78432392
191,23.55446535,85.78090292
192,23.69999167,85.83959019
193,23.83501955,85.9617862
194,23.9328621,86.24447046
195,23.86290577,86.71141156
196,23.56014634,87.25415781
197,23.00924287,87.83644514
198,21.99662039,88.45253374
199,20.26697254,88.67599772
200,18.34765692,87.69898142
201,17.49362252,85.58209546
202,18.18378241,83.64685064
203,19.38686913,83.06600704
204,19.92752174,83.43324418
205,19.87971552,83.5990372
206,19.80820218,83.45371534
207,19.88387446,83.31669597
208,20.06308249,83.35286445
209,20.07517529,83.70345686
210,19.68665272,84.12052877
211,19.04988076,84.24204724
212,18.4379022,84.06128547
213,17.9948059,83.73192227
214,17.7091897,83.42500567
215,17.43448304,83.22547661
216,17.0819604,83.0262927
217,16.72157856,82.71560673
218,16.44644727,82.31831952
219,16.27936722,81.89933667
220,16.26330098,81.48524115
221,16.44570117,81.19264769
222,16.655622,81.21740893
223,16.6330082,81.49300913
224,16.32949196,81.7469352
225,15.89945868,81.82029297
226,15.55144255,81.75037904
227,15.32016619,81.76411718
228,14.93871527,82.01250104
229,14.16943647,82.24972749
230,13.19569949,82.09270712
231,12.35629537,81.54213658
232,11.77637697,80.82240148
233,11.46235099,80.07223609
234,11.37366755,79.40782291
235,11.42454976,78.91094171
236,11.50725173,78.60313676
237,11.53868231,78.44357121
238,11.50516083,78.37179643
239,11.38974667,78.38472337
240,11.1278033,78.46135585
241,10.68913097,78.50078198
242,10.1326038,78.39570791
243,9.571361782,78.10887022
244,9.135812596,77.69406918
245,8.8203819,77.31275304
246,8.433614681,77.01741447
247,7.947380951,76.58996558
248,7.621403962,75.91194472
249,7.66536326,75.20807123
250,8.016826399,74.81821319
251,8.318799608,74.94844039
252,8.202540862,75.4438597
253,7.63993246,75.97064228
254,6.55053865,76.44657971
255,4.641329949,76.53144323
256,2.244257234,75.35535755
257,0.567648986,72.56254872
258,0.86543576,69.01749254
259,3.104096844,66.34494957
260,5.865249575,65.57904578
261,7.826958714,66.31955107
262,8.738999748,67.40559156
263,9.021266569,68.23848785
264,9.014615763,68.80410956
265,8.939360579,69.14938806
266,8.839708537,69.41370735
267,8.657443036,69.59757697
268,8.61052502,69.59679771
269,8.806710311,69.69711794
270,8.976580563,70.147722
271,8.925286671,70.8154198
272,8.592775417,71.58739445
273,7.843742941,72.36546642
274,6.73305696,72.8320815
275,5.727341517,72.86242134
276,4.958795534,72.94886606
277,3.809481572,73.39016292
278,1.874500662,73.57009801
279,-0.408326795,72.75536089
280,-2.276388274,70.91507668
281,-3.290983983,68.5374392
282,-3.505240626,66.11917714
283,-3.099634193,63.85114293
284,-2.020371655,61.8298277
285,-0.340480114,60.39308697
286,1.480694918,59.821043
287,2.986014726,59.97368832
288,4.005296946,60.48294291
289,4.603686854,61.05944296
290,4.909676951,61.58068874
291,5.023458344,62.01676917
292,5.012116227,62.36805269
293,4.906752602,62.64781549
294,4.728539942,62.85494536
295,4.517217679,62.99927717
296,4.22918945,63.13245091
297,3.703045326,63.16538918
298,3.158210592,62.7752027
299,3.098379749,62.06519598
300,3.465865218,61.59580665
301,3.893652605,61.51870163
302,4.297795211,61.67326703
303,4.614581942,62.0978294
304,4.649059607,62.77467973
305,4.428424034,63.50995334
306,4.033479936,64.38901165
307,3.058951415,65.63717031
308,0.684678148,66.78845996
309,-3.030801265,66.25018645
310,-5.874538962,63.03120689
311,-5.889602947,58.86216186
312,-3.91340895,56.01128442
313,-1.689720486,54.96553439
314,-0.111586787,54.99356177
315,0.807682497,55.28313262
316,1.356601413,55.50284053
317,1.741462229,55.64269171
318,2.036326181,55.75204661
319,2.264450326,55.85187462
320,2.432979003,55.95647326
321,2.494952585,56.06303919
322,2.471863956,56.082838
323,2.508918325,55.99577539
324,2.612552598,55.9527448
325,2.625543086,55.99204419
326,2.557012226,55.95455632
327,2.553388256,55.81910182
328,2.603034671,55.72166451
329,2.605037008,55.66721962
330,2.591254353,55.56061839
331,2.623174263,55.42027352
332,2.68175398,55.29818184
333,2.767263871,55.18203176
334,2.90867728,55.0933557
335,3.058772059,55.09454863
336,3.135611072,55.16535136
337,3.151118439,55.21866295
338,3.169353616,55.24181822
339,3.202330616,55.29034313
340,3.199007924,55.39409218
341,3.099578109,55.51300239
342,2.936435518,55.55857979
343,2.79899156,55.52266857
344,2.699775082,55.47640531
345,2.610841976,55.44248337
346,2.525302418,55.41622357
347,2.407725984,55.40166745
348,2.247738432,55.34521479
349,2.13258774,55.20420686
350,2.120157573,55.05536198
351,2.161638853,54.98633106
352,2.191163733,54.99886397
353,2.179595207,55.06123674
354,2.110570729,55.14692661
355,1.989098878,55.21666161
356,1.898746737,55.25715845
357,1.864717352,55.39106983
358,1.6833425,55.74229904
359,1.027944153,56.13576349
360,-0.075364773,56.02045205
361,-0.843424809,55.0753709
362,-0.693347602,53.94504576
363,-0.100158069,53.41877836
364,0.295661652,53.4348522
365,0.397855608,53.53308681
366,0.389556644,53.52732289
367,0.382694873,53.46032058
368,0.404322073,53.38250901
369,0.472176043,53.32820262
370,0.55078387,53.35075591
371,0.569078374,53.4496679
372,0.501167336,53.56442484
373,0.367820037,53.64562672
374,0.209502655,53.67661385
375,0.055533352,53.67203788
376,-0.083910006,53.65710107
377,-0.225209878,53.65669038
378,-0.415132813,53.66596562
379,-0.659912357,53.62589462
380,-0.901369189,53.49454379
381,-1.078632901,53.29539378
382,-1.175509981,53.08237995
383,-1.206337389,52.89360926
384,-1.189262057,52.74761881
385,-1.134516236,52.66258023
386,-1.083036176,52.66722798
387,-1.123989453,52.7439171
388,-1.269519493,52.78377651
389,-1.41070061,52.72033945
390,-1.469784566,52.61902398
391,-1.465044699,52.56605122
392,-1.4503398,52.59302752
393,-1.485484482,52.69178885
394,-1.624366728,52.8082093
395,-1.837439862,52.84646851
396,-2.005468063,52.77924981
397,-2.074756487,52.70094208
398,-2.105441246,52.68913728
399,-2.144957667,52.72809957
400,-2.189440862,52.79698104
401,-2.256907505,52.90842352
402,-2.39317783,53.03965056
403,-2.574774447,53.11500918
404,-2.686576837,53.12214635
405,-2.68779317,53.17846332
406,-2.681679965,53.37886065
407,-2.771394324,53.68491157
408,-2.977153194,54.00302096
409,-3.232896931,54.2747003
410,-3.469701581,54.53587756
411,-3.722213415,54.86545175
412,-4.077225326,55.25693492
413,-4.543291283,55.62945384
414,-5.058447305,55.94882763
415,-5.599225531,56.2519346
416,-6.189637029,56.56126927
417,-6.829375342,56.86877218
418,-7.516012546,57.19705201
419,-8.31017326,57.57563582
420,-9.294216576,57.9627478
421,-10.48082221,58.26156865
422,-11.82761212,58.40723017
423,-13.310355,58.37212412
424,-14.90471702,58.11817688
425,-16.57601822,57.60896564
426,-18.31058957,56.78243517
427,-19.99419908,55.53872612
428,-21.40437401,53.88434598
429,-22.38205669,51.98496269
430,-22.91596872,50.04408992
431,-23.08341702,48.20357514
432,-22.97788004,46.53884197
433,-22.68762319,45.08637161
434,-22.28983964,43.87390742
435,-21.89896406,42.91224801
436,-21.65387854,42.14648436
437,-21.66412766,41.43872169
438,-21.97663795,40.55514355
439,-22.45371176,39.18137443
440,-22.631616,37.15218432
441,-21.96127765,34.77771212
442,-20.33976293,32.68655479
443,-18.12593531,31.32018991
444,-15.77175577,30.76081015
445,-13.58739577,30.88179593
446,-11.72045901,31.51887226
447,-10.26596235,32.51678567
448,-9.263361842,33.68357373
449,-8.54587575,34.85245621
450,-7.799303607,36.16676542
451,-7.138662105,38.18303367
452,-7.708976565,41.24310336
453,-11.08800739,44.0359443
454,-16.0368088,43.65913039
455,-18.84886759,40.47809721
456,-19.43800286,37.3207015
457,-19.35417462,34.65718756
458,-18.44291285,32.16725004
459,-16.49565062,30.50219686
460,-14.48179851,30.06990327
461,-13.28799622,30.31703096
462,-12.66095969,30.48399539
463,-11.94902585,30.59845927
464,-11.50777395,31.00133319
465,-11.87024604,31.16172295
466,-12.09576943,30.44338659
467,-11.29787389,29.61153291
468,-10.19114818,29.53045836
469,-9.638196064,29.9946485
470,-9.71606274,30.27018154
471,-9.767056186,29.99466274
472,-9.316920859,29.58171375
473,-8.681776836,29.48272167
474,-8.199807627,29.63696356
475,-7.885036184,29.83341982
476,-7.671896285,29.98765639
477,-7.490869693,30.09161125
478,-7.31987588,30.17428947
479,-7.166013562,30.25057797
480,-7.032674789,30.31554276
481,-6.915300149,30.35816233
482,-6.786570112,30.37567892
483,-6.62705245,30.39521688
484,-6.458205019,30.44870966
485,-6.312020147,30.53519318
486,-6.193122816,30.63720538
487,-6.099550625,30.75366657
488,-6.051232464,30.89098815
489,-6.105433217,31.01339964
490,-6.248309024,31.00290334
491,-6.265953131,30.80942668
492,-6.008229926,30.6348646
493,-5.636509397,30.72697661
494,-5.457030659,31.0826692
495,-5.593024,31.44678416
496,-5.854642769,31.60825782
497,-6.07437497,31.62743416
498,-6.291348673,31.60536934
499,-6.529215358,31.50999243
500,-6.733466864,31.30884934
501,-6.856859443,31.02401992
502,-6.857576104,30.69677326
503,-6.70789589,30.40526341
504,-6.473649784,30.23821239
505,-6.264892279,30.20268332
506,-6.12921257,30.23492643
507,-6.063515456,30.27922125
508,-6.047439949,30.30514003
509,-6.053795053,30.30229982
510,-6.066355989,30.2768073
511,-6.083446325,30.23350289
512,-6.094909286,30.16972212
513,-6.083734241,30.0958196
514,-6.055425294,30.03386884
515,-6.032221246,29.9888432
516,-6.015715337,29.94931168
517,-6.002820252,29.91674848
518,-6.008646998,29.89325003
519,-6.039984407,29.8621107
520,-6.084854442,29.8068572
521,-6.125884298,29.7255113
522,-6.149038012,29.6275105
523,-6.150566536,29.53069103
524,-6.14460227,29.45015315
525,-6.153386109,29.38283963
526,-6.182957227,29.31078023
527,-6.229994226,29.21866163
528,-6.287035547,29.0895195
529,-6.317834117,28.91310746
530,-6.284625914,28.71946435
531,-6.206005372,28.55659371
532,-6.124257312,28.43056353
533,-6.046329984,28.31770536
534,-5.958457973,28.21319185
535,-5.863949234,28.13092643
536,-5.78573183,28.07223254
537,-5.734836569,28.01374499
538,-5.68793389,27.93516544
539,-5.6216997,27.84862506
540,-5.547365642,27.77396381
541,-5.475600637,27.70666032
542,-5.396665229,27.64144691
543,-5.310805038,27.58850824
544,-5.228681288,27.55180713
545,-5.154832645,27.52675085
546,-5.093274263,27.51026694
547,-5.048821688,27.49472985
548,-5.015919759,27.46964523
549,-4.982409414,27.43246799
550,-4.93926007,27.39175023
551,-4.894364097,27.35763728
552,-4.856983266,27.32413318
553,-4.814793248,27.28298672
554,-4.759485902,27.24396427
555,-4.698159245,27.21902643
556,-4.638972751,27.21064138
557,-4.59469985,27.21615976
558,-4.569508229,27.22251518
559,-4.554632337,27.22024901
560,-4.544728387,27.20869725
561,-4.533082646,27.18686039
562,-4.50769297,27.1608049
563,-4.469780856,27.14694463
564,-4.436951443,27.15415915
565,-4.424438927,27.17244189
566,-4.4291826,27.18598116
567,-4.440127819,27.18963696
568,-4.450022102,27.18950378
569,-4.464873538,27.19261441
570,-4.492149168,27.19276702
571,-4.519830528,27.18154966
572,-4.539077003,27.1684118
573,-4.556472055,27.16443361
574,-4.57918807,27.1697623
575,-4.600639739,27.18390776
576,-4.547811222,27.31258514
577,-5.017682076,27.45928143
578,-5.190589318,27.15535542
579,-5.231693233,26.94928369
580,-5.213899085,26.80536043
581,-5.200412105,26.73469022
582,-5.254045969,26.69909782
583,-5.376452902,26.61958932
584,-5.490528595,26.45311652
585,-5.540638892,26.23541911
586,-5.528297576,26.01311032
587,-5.458678676,25.80767189
588,-5.337474347,25.64493433
589,-5.199230896,25.54978936
590,-5.091552294,25.5137485
591,-5.031691521,25.49745732
592,-4.998364191,25.47202871
593,-4.972950035,25.44055445
594,-4.960950721,25.41220971
595,-4.96944891,25.37980191
596,-4.991972176,25.33290071
597,-5.024852633,25.26711054
598,-5.054279203,25.178432
599,-5.064115128,25.08361852
600,-5.09468756,24.99670716
601,-5.167423915,24.86515568
602,-5.197043647,24.64779116
603,-5.125138149,24.4055645
604,-4.989453992,24.20221224
605,-4.812982242,24.0419714
606,-4.598871107,23.93659932
607,-4.384794889,23.90411203
608,-4.203925374,23.92903982
609,-4.066946774,23.98437649
610,-3.973100455,24.04742734
611,-3.907178007,24.10289399
612,-3.854562034,24.15184379
613,-3.809955022,24.20483975
614,-3.783875098,24.27326703
615,-3.802024057,24.35397492
616,-3.892784813,24.41219257
617,-4.036658743,24.38132142
618,-4.133630066,24.23302343
619,-4.112214218,24.03679396
620,-3.993659176,23.87878556
621,-3.823164221,23.79148806
622,-3.635366631,23.77974131
623,-3.453680034,23.84440015
624,-3.310678949,23.98761239
625,-3.25355238,24.19130454
626,-3.304078474,24.40646673
627,-3.463737136,24.58080459
628,-3.714912364,24.65162748
629,-3.962703981,24.56877536
630,-4.093664765,24.38386881
631,-4.111386608,24.21372673
632,-4.100824072,24.1027011
633,-4.101662848,24.01071309
634,-4.088976633,23.90326507
635,-4.027682133,23.79744801
636,-3.926562082,23.73744147
637,-3.829523044,23.74392316
638,-3.780337704,23.79676809
639,-3.79032884,23.84830381
640,-3.813040137,23.8674242
641,-3.814631204,23.88571429
642,-3.829905997,23.94531154
643,-3.920409486,24.02560358
644,-4.085041976,24.05199058
645,-4.237623499,23.9949281
646,-4.353484848,23.9116398
647,-4.477932553,23.82291142
648,-4.598722306,23.69878341
649,-4.703076524,23.54066766
650,-4.782876796,23.34840111
651,-4.800008124,23.13751567
652,-4.783834395,22.95012688
653,-4.777329889,22.76241535
654,-4.720475369,22.53801528
655,-4.565528722,22.33727965
656,-4.380932103,22.22710096
657,-4.226421853,22.18436718
658,-4.095461744,22.1742125
659,-4.004508579,22.19296629
660,-3.9650424,22.21246146
661,-3.956861079,22.20077835
662,-3.948123801,22.14616611
663,-3.878347089,22.07627506
664,-3.770629817,22.07371238
665,-3.746948628,22.1499153
666,-3.859970062,22.18006792
667,-3.973688776,22.05535803
668,-3.938775182,21.86130093
669,-3.835182735,21.74078475
670,-3.76414004,21.66393406
671,-3.657991772,21.57041278
672,-3.508810669,21.52105736
673,-3.403092905,21.51929195
674,-3.244979203,21.5334798
675,-3.16315384,21.6346425
676,-3.136113518,21.73070825
677,-3.175202866,21.81168344
678,-3.250857634,21.83891246
679,-3.33802436,21.80285584
680,-3.387749559,21.70261132
681,-3.364181952,21.57844256
682,-3.271808042,21.4856842
683,-3.142051356,21.47192315
684,-3.082855844,21.54300837
685,-3.1390003,21.58941203
686,-3.182437356,21.52971829
687,-3.141473622,21.44766409
688,-3.083389478,21.41635995
689,-3.042285493,21.40767968
690,-3.009390106,21.39918354
691,-2.98004742,21.39226572
692,-2.956527752,21.38842211
693,-2.951804496,21.37432391
694,-2.91535766,21.33601179
695,-2.831397026,21.33335414
696,-2.799610407,21.39537463
697,-2.831958907,21.43574144
698,-2.839442222,21.43129456
699,-2.838709136,21.4521715
700,-2.906792033,21.47909854
701,-2.991304131,21.42720812
702,-3.000306096,21.32113764
703,-2.946282089,21.24734475
704,-2.881500012,21.23581783
705,-2.869653248,21.26457716
706,-2.910471546,21.26615
707,-2.937446472,21.21533617
708,-2.932525076,21.15156245
709,-2.907295034,21.09405741
710,-2.858970127,21.04773278
711,-2.793318595,21.03279177
712,-2.75233509,21.05702793
713,-2.754050176,21.08540037
714,-2.773843672,21.09025246
715,-2.806359142,21.06994133
716,-2.824315684,21.01304092
717,-2.78641912,20.94429326
718,-2.709967366,20.92135412
719,-2.659597657,20.95745089
720,-2.669591348,21.00315226
721,-2.698861397,21.01322418
722,-2.724589421,21.00152639
723,-2.750291599,20.97462497
724,-2.743425643,20.93630686
725,-2.723878667,20.92709462
726,-2.746748176,20.93433166
727,-2.778934184,20.90500205
728,-2.772322982,20.86308952
729,-2.780406667,20.84773143
730,-2.821663972,20.80501043
731,-2.799675582,20.71650743
732,-2.722426253,20.67377863
733,-2.678930341,20.69369401
734,-2.668272464,20.71827278
735,-2.683398564,20.73790259
736,-2.738221824,20.73187139
737,-2.775164102,20.66776334
738,-2.750478348,20.58942334
739,-2.701119132,20.54677951
740,-2.647975625,20.53390653
741,-2.603785993,20.54884299
742,-2.598763172,20.57560897
743,-2.602881431,20.57644677
744,-2.558107866,20.5922146
745,-2.631791045,20.64140155
746,-2.637724993,20.59960893
747,-2.638433428,20.60666805
748,-2.676721674,20.6213956
749,-2.744439894,20.59479865
750,-2.765915249,20.51423286
751,-2.705898951,20.45662399
752,-2.653982792,20.48905082
753,-2.70231178,20.55218578
754,-2.806872425,20.5351405
755,-2.84849824,20.43449249
756,-2.796030028,20.35725023
757,-2.763337325,20.36217037
758,-2.797497182,20.36743224
759,-2.813029793,20.3222976
760,-2.794322647,20.28822042
761,-2.793713798,20.28588867
762,-2.820523426,20.27839748
763,-2.86206339,20.24330927
764,-2.888802372,20.17223972
765,-2.869970507,20.08369298
766,-2.796796944,20.01929772
767,-2.703020068,20.02054667
768,-2.656220022,20.08658245
769,-2.68798464,20.1584916
770,-2.76135881,20.18079867
771,-2.831372998,20.14987104
772,-2.869088018,20.08924798
773,-2.872440119,20.03054734
774,-2.863353091,19.99160841
775,-2.854037687,19.97080532
776,-2.864374864,19.96217323
777,-2.902295424,19.93799444
778,-2.930650772,19.87499798
779,-2.908805411,19.80122621
780,-2.858283908,19.76900279
781,-2.844541772,19.77886085
782,-2.878296648,19.76882595
783,-2.887244708,19.71326592
784,-2.859217258,19.66697628
785,-2.842251053,19.64639917
786,-2.827485378,19.62017915
787,-2.793338979,19.59705717
788,-2.749069084,19.60528042
789,-2.728578583,19.65649943
790,-2.77959201,19.72735193
791,-2.92003999,19.74347575
792,-3.062148467,19.63154374
793,-3.074868151,19.4397333
794,-2.978714877,19.29985732
795,-2.867551575,19.24900117
796,-2.774033502,19.25400221
797,-2.72520516,19.29318764
798,-2.729443532,19.3258831
799,-2.746510363,19.32010793
800,-2.740717687,19.2948481
801,-2.722735546,19.28297438
802,-2.721609526,19.28386679
803,-2.738384,19.26979848
804,-2.743091213,19.22857998
805,-2.709704971,19.18466717
806,-2.655645504,19.17613907
807,-2.627313058,19.20609316
808,-2.640132779,19.23843563
809,-2.681435575,19.23946633
810,-2.705207266,19.19883868
811,-2.676320012,19.15949188
812,-2.657439112,19.16416652
813,-2.676110046,19.1672389
814,-2.682402453,19.14030469
815,-2.672897221,19.11654377
816,-2.666938143,19.09890032
817,-2.643591101,19.08078777
818,-2.616494686,19.08849458
819,-2.629030583,19.1107288
820,-2.660131779,19.09949714
821,-2.6552526,19.06231568
822,-2.623835589,19.05123734
823,-2.620148704,19.07095157
824,-2.6437278,19.07555248
825,-2.650133678,19.05844144
826,-2.649819147,19.05479455
827,-2.678725092,19.05377834
828,-2.70942271,19.01655774
829,-2.695875147,18.9602699
830,-2.652529585,18.93292688
831,-2.621707778,18.9407654
832,-2.615507128,18.9542732
833,-2.617047668,18.95503548
834,-2.609301638,18.94967672
835,-2.591310002,18.95859327
836,-2.603895828,18.98490412
837,-2.645653061,18.98389285
838,-2.657470769,18.94510533
839,-2.639393176,18.91512626
840,-2.618271792,18.90438515
841,-2.594704158,18.90203928
842,-2.571556859,18.9122202
843,-2.564610032,18.93133319
844,-2.570143024,18.93895268
845,-2.561328904,18.93136843
846,-2.532762321,18.9303081
847,-2.492581941,18.95229074
848,-2.46403352,19.00430533
849,-2.474158128,19.06685784
850,-2.5023935,19.10624767
851,-2.518348864,19.13040906
852,-2.540133005,19.16049113
853,-2.581994508,19.17235318
854,-2.59045908,19.14436328
855,-2.523941366,19.13309279
856,-2.450629662,19.20480853
857,-2.449955522,19.32331015
858,-2.50067439,19.40598533
859,-2.526748594,19.44174726
860,-2.507272338,19.49128302
861,-2.499905468,19.58578003
862,-2.515746498,19.68615437
863,-2.512402955,19.78389227
864,-2.49135076,19.92314276
865,-2.495731254,20.12202282
866,-2.547282333,20.35879614
867,-2.637517123,20.623717
868,-2.794975798,20.92796228
869,-3.05413217,21.24298493
870,-3.408660626,21.51852299
871,-3.827006736,21.72202751
872,-4.247178217,21.85243191
873,-4.605108321,21.98535027
874,-4.941555458,22.28340281
875,-5.541674612,22.86420416
876,-6.863392532,23.51798465
877,-9.121052368,23.49449451
878,-11.63958781,21.78662577
879,-12.65315012,18.54617188
880,-11.45116796,15.72051744
881,-9.3521148,14.51287142
882,-7.702597085,14.60071459
883,-7.180481991,15.12762949
884,-7.462130844,15.06644751
885,-7.299842618,14.2805462
886,-6.404165856,13.66559311
887,-5.421499888,13.59225261
888,-4.704889222,13.85688346
889,-4.248466138,14.21739237
890,-3.985842797,14.56057715
891,-3.86374904,14.8302105
892,-3.80201105,14.99485868
893,-3.724203201,15.07956537
894,-3.607897585,15.14401984
895,-3.478078427,15.229345
896,-3.367948879,15.33736567
897,-3.284060544,15.44978317
898,-3.219505935,15.55681149
899,-3.165052452,15.66064688
900,-3.12107684,15.77099319
901,-3.09553487,15.8975049
902,-3.11532239,16.04523155
903,-3.231232093,16.18157013
904,-3.443601737,16.21090397
905,-3.625574173,16.05904597
906,-3.609213803,15.81145056
907,-3.413283611,15.66028504
908,-3.2172475,15.6782923
909,-3.113277838,15.77922086
910,-3.077081389,15.88156085
911,-3.09191204,15.9681408
912,-3.153111369,16.01739638
913,-3.223115115,16.00354688
914,-3.246938639,15.94469712
915,-3.228572588,15.89086421
916,-3.199705973,15.85394873
917,-3.152393276,15.82848354
918,-3.102772512,15.83179727
919,-3.08887576,15.84981042
920,-3.090544691,15.84285573
921,-3.070153537,15.81657896
922,-3.031847261,15.80108797
923,-2.995830158,15.80158646
924,-2.962875389,15.81041867
925,-2.941060651,15.82525535
926,-2.926285887,15.83687008
927,-2.905230806,15.85161607
928,-2.905629276,15.87861199
929,-2.934650358,15.88646653
930,-2.948236135,15.85919889
931,-2.931591844,15.82886129
932,-2.907887452,15.81445417
933,-2.882940095,15.80806577
934,-2.853620672,15.81178528
935,-2.835374915,15.83060402
936,-2.841327095,15.84886999
937,-2.856386616,15.84524822
938,-2.850921014,15.82551796
939,-2.828830947,15.8178076
940,-2.817602794,15.82534692
941,-2.812775145,15.82998523
942,-2.805359189,15.83433836
943,-2.80301504,15.84524877
944,-2.81257464,15.85745258
945,-2.837894503,15.85897545
946,-2.86254252,15.83637997
947,-2.861230193,15.79955121
948,-2.838268725,15.77493495
949,-2.815111857,15.77017351
950,-2.797351788,15.77691221
951,-2.788943554,15.79379303
952,-2.804127965,15.81321857
953,-2.837904269,15.81296061
954,-2.8637275,15.78493491
955,-2.864004439,15.74699759
956,-2.846363467,15.72133015
957,-2.829151438,15.71288461
958,-2.82202072,15.71244278
959,-2.824502478,15.70910163
960,-2.82798816,15.69795788
961,-2.825730262,15.68347609
962,-2.821936718,15.67146116
963,-2.82056732,15.6586681
964,-2.816776883,15.64032265
965,-2.800841827,15.62024243
966,-2.773803636,15.61183627
967,-2.75242209,15.62072364
968,-2.74700509,15.63510761
969,-2.750890219,15.64138701
970,-2.748485461,15.64040879
971,-2.741067216,15.64552391
972,-2.744395372,15.6558159
973,-2.74755097,15.65825796
974,-2.735428166,15.66400901
975,-2.722303584,15.69300303
976,-2.726101376,15.74704811
977,-2.76120333,15.82595434
978,-2.885737853,15.90860371
979,-3.113501278,15.89113533
980,-3.290480622,15.69712404
981,-3.275586321,15.43903344
982,-3.135413579,15.27640077
983,-2.994909579,15.22994823
984,-2.894981291,15.23951793
985,-2.831573696,15.26522511
986,-2.792473153,15.28939072
987,-2.760104287,15.30798122
988,-2.72791248,15.33083744
989,-2.705731104,15.36417191
990,-2.701983226,15.3983831
991,-2.704735322,15.42032217
992,-2.691026791,15.43909637
993,-2.666096148,15.48594226
994,-2.669903668,15.57751618
995,-2.754409086,15.68693663
996,-2.941946149,15.7314047
997,-3.137654304,15.62273141
998,-3.170868187,15.4159336
999,-3.055883662,15.29380295
1000,-2.987568153,15.30503005
1001,-3.006682858,15.31810549
1002,-3.011412783,15.27853889
1003,-2.989698642,15.24372486
1004,-2.980632013,15.21779229
1005,-2.952917093,15.17110964
1006,-2.86617919,15.1351101
1007,-2.740616081,15.16892711
1008,-2.626979875,15.30298476
1009,-2.58065535,15.55200583
1010,-2.737235077,15.89755387
1011,-3.265688302,16.12206842
1012,-3.920563056,15.85415755
1013,-4.10941381,15.20766272
1014,-3.83213654,14.72822767
1015,-3.537294446,14.58114694
1016,-3.36987958,14.55680729
1017,-3.235259245,14.53205401
1018,-3.110735374,14.53418784
1019,-3.023468685,14.56488851
1020,-2.967382651,14.59581795
1021,-2.923763164,14.61997788
1022,-2.888132422,14.64499716
1023,-2.865469209,14.67229709
1024,-2.854140019,14.69784486
1025,-2.858649018,14.71841871
1026,-2.878441235,14.71997433
1027,-2.883691674,14.69641705
1028,-2.863422069,14.67271479
1029,-2.83747107,14.66615056
1030,-2.81690142,14.66981696
1031,-2.79906147,14.67914083
1032,-2.791019914,14.69637696
1033,-2.801433681,14.71182727
1034,-2.820384141,14.71223223
1035,-2.835889235,14.69783596
1036,-2.842019881,14.67521532
1037,-2.838186142,14.65071105
1038,-2.825386988,14.62763513
1039,-2.799148464,14.61286898
1040,-2.773156795,14.61729687
1041,-2.764391412,14.63368303
1042,-2.772784678,14.64484848
1043,-2.786704939,14.64183891
1044,-2.793238966,14.62800771
1045,-2.7915273,14.6139749
1046,-2.789093601,14.60215319
1047,-2.78093352,14.58939962
1048,-2.762766056,14.58596513
1049,-2.756664691,14.59912692
1050,-2.773091588,14.60903087
1051,-2.791911823,14.60068136
1052,-2.805218421,14.58167572
1053,-2.810103156,14.55603745
1054,-2.798774435,14.53131314
1055,-2.78297269,14.51855786
1056,-2.768105492,14.51554273
1057,-2.761965944,14.51934406
1058,-2.765319955,14.52132143
1059,-2.770730416,14.51731508
1060,-2.776568816,14.50977272
1061,-2.782587561,14.49899249
1062,-2.788909594,14.48229193
1063,-2.784324804,14.45938797
1064,-2.763881194,14.44498347
1065,-2.748785458,14.45011514
1066,-2.753260779,14.46059103
1067,-2.771555544,14.45809608
1068,-2.786411905,14.43673683
