J_kSalt_50K_v6_w,eps1,eps2
1.54,-1107.32028,9805.69223
1.55,-1097.04655,9744.371913
1.56,-1086.825881,9683.67623
1.57,-1076.700409,9623.612669
1.58,-1066.654788,9564.164008
1.59,-1056.673862,9505.313207
1.6,-1046.773245,9447.096951
1.61,-1036.923371,9389.485111
1.62,-1027.136847,9332.459316
1.63,-1017.414731,9276.04308
1.64,-1007.742216,9220.219553
1.65,-998.1189755,9164.984885
1.66,-988.5446801,9110.335253
1.67,-979.0047947,9056.254114
1.68,-969.5147233,9002.777399
1.69,-960.0712346,8949.847543
1.7,-950.6487263,8897.489215
1.71,-941.2611199,8845.711321
1.72,-931.9193496,8794.469534
1.73,-922.5994014,8743.814828
1.74,-913.2983598,8693.690534
1.75,-904.0175038,8644.119617
1.76,-894.769151,8595.084701
1.77,-885.5282392,8546.609912
1.78,-876.2933812,8498.665503
1.79,-867.0645561,8451.248088
1.8,-857.8430569,8404.38027
1.81,-848.6411067,8358.044899
1.82,-839.4068996,8312.241178
1.83,-830.192187,8266.963097
1.84,-820.9454299,8222.209873
1.85,-811.6937364,8178.002472
1.86,-802.3981449,8134.326486
1.87,-793.0844194,8091.17723
1.88,-783.740548,8048.564648
1.89,-774.3413378,8006.486498
1.9,-764.8762988,7964.977825
1.91,-755.3577914,7924.021678
1.92,-745.7369752,7883.64197
1.93,-736.02756,7843.846822
1.94,-726.1942076,7804.671627
1.95,-716.1768963,7766.152512
1.96,-705.9670168,7728.347766
1.97,-695.4813958,7691.318454
1.98,-684.6041925,7655.21326
1.99,-673.1043098,7620.357689
2,-659.5315578,7588.55979
2.01,-651.9178596,7561.46249
2.02,-646.4561894,7531.80995
2.03,-641.7269712,7501.43533
2.04,-637.4588428,7470.68601
2.05,-633.5460405,7439.728225
2.06,-629.89212,7408.640998
2.07,-626.4743323,7377.499578
2.08,-623.2447873,7346.35534
2.09,-620.1665445,7315.222384
2.1,-617.2039848,7284.138845
2.11,-614.3815461,7253.127929
2.12,-611.6627955,7222.203153
2.13,-609.0356125,7191.376903
2.14,-606.4879759,7160.661455
2.15,-604.0079645,7130.068977
2.16,-601.5837568,7099.61153
2.17,-599.226427,7069.276262
2.18,-596.9252112,7039.098934
2.19,-594.6787801,7009.055244
2.2,-592.4641663,6979.169399
2.21,-590.281199,6949.440797
2.22,-588.1409837,6919.856563
2.23,-586.0330248,6890.451925
2.24,-583.9439314,6861.191459
2.25,-581.8868053,6832.109246
2.26,-579.8604832,6803.181194
2.27,-577.842491,6774.431006
2.28,-575.8439388,6745.845818
2.29,-573.8657243,6717.448174
2.3,-571.894693,6689.203029
2.31,-569.9438618,6661.143963
2.32,-568.00013,6633.236083
2.33,-566.0654498,6605.524827
2.34,-564.1378326,6577.963404
2.35,-562.2192254,6550.597064
2.36,-560.2967021,6523.391141
2.37,-558.394113,6496.366827
2.38,-556.4876172,6469.50155
2.39,-554.5782438,6442.817396
2.4,-552.6768924,6416.301759
2.41,-550.7727143,6389.965742
2.42,-548.8765629,6363.796795
2.43,-546.9776343,6337.805977
2.44,-545.0750054,6311.970033
2.45,-543.1706623,6286.333234
2.46,-541.27343,6260.838199
2.47,-539.3512056,6235.519364
2.48,-537.4381163,6210.385685
2.49,-535.5215594,6185.403432
2.5,-533.6025427,6160.594217
2.51,-531.6695403,6135.946694
2.52,-529.734207,6111.470776
2.53,-527.7965832,6087.165732
2.54,-525.8557544,6063.008788
2.55,-523.9021928,6039.032826
2.56,-521.9350488,6015.2151
2.57,-519.9658587,5991.565436
2.58,-518.0051206,5968.071708
2.59,-516.0091523,5944.735164
2.6,-514.0226987,5921.575048
2.61,-512.0221001,5898.548049
2.62,-510.0093417,5875.697056
2.63,-507.9948768,5853.010006
2.64,-505.96746,5830.475862
2.65,-503.9168667,5808.105248
2.66,-501.8750864,5785.885305
2.67,-499.7991023,5763.817273
2.68,-497.7432252,5741.908928
2.69,-495.6533672,5720.151209
2.7,-493.5520354,5698.563939
2.71,-491.4485952,5677.113926
2.72,-489.3227058,5655.822834
2.73,-487.184677,5634.678907
2.74,-485.0244456,5613.692603
2.75,-482.8633232,5592.862346
2.76,-480.6903082,5572.177369
2.77,-478.4953886,5551.648079
2.78,-476.2887744,5531.26284
2.79,-474.0504296,5511.042982
2.8,-471.8106569,5490.954978
2.81,-469.5394138,5471.031062
2.82,-467.2468846,5451.259632
2.83,-464.9540589,5431.63916
2.84,-462.6192932,5412.170796
2.85,-460.2744487,5392.862967
2.86,-457.8979492,5373.695123
2.87,-455.501649,5354.697325
2.88,-453.0640982,5335.84904
2.89,-450.6061621,5317.148766
2.9,-448.1090836,5298.637974
2.91,-445.5820444,5280.284537
2.92,-443.0046625,5262.088655
2.93,-440.3887335,5244.079975
2.94,-437.7139752,5226.258534
2.95,-434.98067,5208.623504
2.96,-432.1597707,5191.205932
2.97,-429.2525245,5174.025191
2.98,-426.2097461,5157.112791
2.99,-422.9655774,5140.582022
3,-419.1151474,5124.934782
3.01,-416.9526174,5110.70191
3.02,-415.4212622,5095.724435
3.03,-414.0764984,5080.569448
3.04,-412.8804952,5065.320074
3.05,-411.7642291,5050.029996
3.06,-410.737796,5034.709132
3.07,-409.7719328,5019.389032
3.08,-408.8367375,5004.081031
3.09,-407.962473,4988.79395
3.1,-407.1089366,4973.529426
3.11,-406.296785,4958.306578
3.12,-405.5051162,4943.106228
3.13,-404.7251247,4927.958594
3.14,-403.9861184,4912.852395
3.15,-403.2491058,4897.808983
3.16,-402.522755,4882.798096
3.17,-401.8275846,4867.838625
3.18,-401.1342837,4852.941517
3.19,-400.4428513,4838.10659
3.2,-399.7721335,4823.31319
3.21,-399.1032227,4808.58167
3.22,-398.4361181,4793.91185
3.23,-397.7810108,4779.31293
3.24,-397.1268655,4764.755781
3.25,-396.4846567,4750.269174
3.26,-395.8348578,4735.853699
3.27,-395.1860194,4721.479551
3.28,-394.5490713,4707.175367
3.29,-393.9045756,4692.941741
3.3,-393.2618513,4678.768362
3.31,-392.6309713,4664.664318
3.32,-391.9917735,4650.610896
3.33,-391.345113,4636.627241
3.34,-390.7002504,4622.703107
3.35,-390.0672003,4608.847522
3.36,-389.4167277,4595.051894
3.37,-388.7688908,4581.3344
3.38,-388.1228772,4567.675649
3.39,-387.468728,4554.066323
3.4,-386.81724,4540.534502
3.41,-386.1584822,4527.070814
3.42,-385.491685,4513.656025
3.43,-384.8276013,4500.31809
3.44,-384.1563425,4487.047681
3.45,-383.4870115,4473.834715
3.46,-382.8105582,4460.688882
3.47,-382.1171774,4447.600938
3.48,-381.4356342,4434.57893
3.49,-380.7470601,4421.623458
3.5,-380.0514942,4408.734317
3.51,-379.3489756,4395.9113
3.52,-378.6387346,4383.135458
3.53,-377.9313803,4370.434339
3.54,-377.2171613,4357.798757
3.55,-376.486381,4345.219583
3.56,-375.7585597,4332.71448
3.57,-375.0231802,4320.255698
3.58,-374.2818923,4307.88028
3.59,-373.5331207,4295.550834
3.6,-372.7873749,4283.294632
3.61,-372.025344,4271.093736
3.62,-371.256744,4258.956823
3.63,-370.4904338,4246.874069
3.64,-369.7087892,4234.864543
3.65,-368.9206814,4222.918409
3.66,-368.1349299,4211.025883
3.67,-367.3244129,4199.197186
3.68,-366.5258822,4187.430521
3.69,-365.7027052,4175.727294
3.7,-364.8819964,4164.076977
3.71,-364.0558272,4152.507184
3.72,-363.2226332,4140.981208
3.73,-362.3745478,4129.526623
3.74,-361.5108436,4118.125032
3.75,-360.6505296,4106.79363
3.76,-359.774686,4095.514868
3.77,-358.9022693,4084.305893
3.78,-358.0144106,4073.149207
3.79,-357.1119706,4062.062703
3.8,-356.1942239,4051.028136
3.81,-355.2800233,4040.062562
3.82,-354.3599804,4029.157171
3.83,-353.4161775,4018.312567
3.84,-352.4580702,4007.537131
3.85,-351.4942778,3996.821301
3.86,-350.5162828,3986.174226
3.87,-349.5233632,3975.577836
3.88,-348.5171473,3965.067639
3.89,-347.4961298,3954.607742
3.9,-346.4611533,3944.215778
3.91,-345.4037868,3933.900802
3.92,-344.3241206,3923.662563
3.93,-343.2307121,3913.491568
3.94,-342.1151598,3903.396836
3.95,-340.9514387,3893.388111
3.96,-339.7750193,3883.463566
3.97,-338.5430508,3873.651276
3.98,-337.2557376,3863.950854
3.99,-335.888826,3854.407003
4,-334.258624,3845.23821
4.01,-333.3410636,3836.646822
4.02,-332.6745505,3827.755877
4.03,-332.1014951,3818.792339
4.04,-331.5706592,3809.79372
4.05,-331.0826497,3800.777629
4.06,-330.6115421,3791.754016
4.07,-330.1837728,3782.730513
4.08,-329.7651614,3773.726058
4.09,-329.3632247,3764.714187
4.1,-328.9703632,3755.721365
4.11,-328.5955896,3746.755847
4.12,-328.2207748,3737.801021
4.13,-327.8639654,3728.873416
4.14,-327.5160866,3719.964716
4.15,-327.1681047,3711.066644
4.16,-326.8297713,3702.204663
4.17,-326.4920735,3693.370455
4.18,-326.1632249,3684.554987
4.19,-325.8349922,3675.767189
4.2,-325.5073756,3667.007001
4.21,-325.188558,3658.265419
4.22,-324.8621649,3649.560275
4.23,-324.5363893,3640.882558
4.24,-324.228295,3632.231446
4.25,-323.9037354,3623.608398
4.26,-323.5886863,3615.020725
4.27,-323.2653548,3606.452093
4.28,-322.9515146,3597.918696
4.29,-322.6382745,3589.41234
4.3,-322.3086925,3580.933727
4.31,-321.9885934,3572.490118
4.32,-321.669116,3564.073351
4.33,-321.3590828,3555.691427
4.34,-321.0327893,3547.336968
4.35,-320.7071385,3539.009153
4.36,-320.3741,3530.716716
4.37,-320.0505077,3522.458806
4.38,-319.7187863,3514.219312
4.39,-319.3884909,3506.022971
4.4,-319.0501062,3497.844928
4.41,-318.7211497,3489.701119
4.42,-318.3848861,3481.592219
4.43,-318.0493072,3473.509414
4.44,-317.7064607,3465.461362
4.45,-317.3563757,3457.447976
4.46,-317.0149482,3449.451779
4.47,-316.6583779,3441.498799
4.48,-316.3025511,3433.571569
4.49,-315.9474678,3425.670032
4.5,-315.5852328,3417.802787
4.51,-315.2324088,3409.968988
4.52,-314.8638132,3402.161434
4.53,-314.4881322,3394.387937
4.54,-314.1218714,3386.647648
4.55,-313.7477813,3378.924787
4.56,-313.3674146,3371.252206
4.57,-312.987104,3363.58833
4.58,-312.6005537,3355.974548
4.59,-312.2062664,3348.37795
4.6,-311.821398,3340.814114
4.61,-311.42178,3333.292272
4.62,-311.0222724,3325.778894
4.63,-310.6166242,3318.315137
4.64,-310.2118656,3310.876045
4.65,-309.8002398,3303.470081
4.66,-309.3810122,3296.080905
4.67,-308.9634703,3288.732468
4.68,-308.5391226,3281.416931
4.69,-308.115716,3274.12573
4.7,-307.6855381,3266.867286
4.71,-307.2486147,3259.641516
4.72,-306.8049715,3252.448339
4.73,-306.3623198,3245.27923
4.74,-305.9045456,3238.134895
4.75,-305.4485558,3231.030616
4.76,-304.9859302,3223.958628
4.77,-304.5243446,3216.910441
4.78,-304.0561559,3209.894403
4.79,-303.5737551,3202.918827
4.8,-303.1000678,3195.958459
4.81,-302.6122173,3189.038394
4.82,-302.1178614,3182.150163
4.83,-301.6170241,3175.293688
4.84,-301.1097294,3168.46889
4.85,-300.603584,3161.667353
4.86,-300.0834367,3154.905684
4.87,-299.5569022,3148.175461
4.88,-299.0164451,3141.484917
4.89,-298.4855172,3134.824894
4.9,-297.9324163,3128.19682
4.91,-297.3730357,3121.599867
4.92,-296.7998712,3115.042236
4.93,-296.2129688,3108.523825
4.94,-295.6206342,3102.052043
4.95,-295.006383,3095.611761
4.96,-294.3792769,3089.226135
4.97,-293.7311225,3082.887528
4.98,-293.0470259,3076.612267
4.99,-292.3278424,3070.415869
5,-291.476625,3064.404832
5.01,-290.9776906,3058.689072
5.02,-290.613305,3052.831152
5.03,-290.2855602,3046.922277
5.04,-289.9883935,3041.002017
5.05,-289.7061143,3035.071159
5.06,-289.4468408,3029.137171
5.07,-289.1875215,3023.208974
5.08,-288.9355622,3017.278419
5.09,-288.7072221,3011.360326
5.1,-288.4632516,3005.448766
5.11,-288.2428396,2999.549637
5.12,-288.022306,2993.656283
5.13,-287.8023946,2987.784182
5.14,-287.5897214,2981.909723
5.15,-287.3776558,2976.056472
5.16,-287.1654539,2970.20895
5.17,-286.9538602,2964.382576
5.18,-286.7502042,2958.569231
5.19,-286.5544637,2952.768891
5.2,-286.3512438,2946.982278
5.21,-286.1405674,2941.209371
5.22,-285.9458438,2935.4567
5.23,-285.7436645,2929.717675
5.24,-285.5413356,2923.984243
5.25,-285.3323274,2918.279725
5.26,-285.1311996,2912.588025
5.27,-284.9379302,2906.90912
5.28,-284.7372443,2901.243734
5.29,-284.5371568,2895.599091
5.3,-284.329683,2889.967908
5.31,-284.1228236,2884.357395
5.32,-283.9238022,2878.759535
5.33,-283.7253813,2873.182271
5.34,-283.5196051,2867.61835
5.35,-283.306496,2862.06775
5.36,-283.1019598,2856.544837
5.37,-282.8972923,2851.027237
5.38,-282.6781358,2845.530806
5.39,-282.474718,2840.054002
5.4,-282.2640054,2834.590368
5.41,-282.04602,2829.13988
5.42,-281.8286826,2823.709668
5.43,-281.6119934,2818.299687
5.44,-281.4030882,2812.902011
5.45,-281.1798122,2807.525245
5.46,-280.9572,2802.168596
5.47,-280.7345021,2796.817045
5.48,-280.5124684,2791.485553
5.49,-280.284,2786.181929
5.5,-280.0554608,2780.883331
5.51,-279.8276008,2775.60468
5.52,-279.5925923,2770.338855
5.53,-279.359028,2765.107798
5.54,-279.1254076,2759.88167
5.55,-278.8846743,2754.668276
5.56,-278.6446494,2749.474646
5.57,-278.4053333,2744.300738
5.58,-278.1589397,2739.139475
5.59,-277.9132689,2733.997863
5.6,-277.668321,2728.875863
5.61,-277.4163306,2723.766417
5.62,-277.1650772,2718.676512
5.63,-276.9145608,2713.606108
5.64,-276.6570364,2708.548168
5.65,-276.3925246,2703.502672
5.66,-276.1365086,2698.483561
5.67,-275.866545,2693.484551
5.68,-275.6043264,2688.497132
5.69,-275.3351611,2683.522033
5.7,-275.05982,2678.573894
5.71,-274.7845194,2673.630311
5.72,-274.5100098,2668.705914
5.73,-274.2293575,2663.808349
5.74,-273.941832,2658.922949
5.75,-273.6551236,2654.056615
5.76,-273.3692321,2649.209307
5.77,-273.0765,2644.374078
5.78,-272.7845975,2639.557809
5.79,-272.4935242,2634.760459
5.8,-272.1887552,2629.982739
5.81,-271.884841,2625.223859
5.82,-271.5741572,2620.476906
5.83,-271.2643404,2615.748727
5.84,-270.9553901,2611.039284
5.85,-270.6328464,2606.349286
5.86,-270.311194,2601.677945
5.87,-269.9759988,2597.025971
5.88,-269.6485555,2592.384991
5.89,-269.3083546,2587.77772
5.9,-268.975904,2583.181367
5.91,-268.623167,2578.611789
5.92,-268.2638221,2574.053812
5.93,-267.906186,2569.528578
5.94,-267.5419654,2565.014868
5.95,-267.1651312,2560.534532
5.96,-266.7749734,2556.073176
5.97,-266.3797987,2551.651848
5.98,-265.9645834,2547.256905
5.99,-265.5233548,2542.910084
6,-265.0095774,2538.678088
6.01,-264.6973178,2534.603571
6.02,-264.4662488,2530.442385
6.03,-264.2554428,2526.262143
6.04,-264.0581064,2522.070379
6.05,-263.8674693,2517.874608
6.06,-263.6767851,2513.682317
6.07,-263.5069648,2509.485298
6.08,-263.3370618,2505.291772
6.09,-263.1678192,2501.115903
6.1,-263.0119038,2496.928607
6.11,-262.8491833,2492.752244
6.12,-262.6938048,2488.586055
6.13,-262.5383203,2484.423335
6.14,-262.3827298,2480.264082
6.15,-262.2277776,2476.122393
6.16,-262.0793886,2471.976734
6.17,-261.9316266,2467.848603
6.18,-261.7770904,2463.731307
6.19,-261.6291,2459.610036
6.2,-261.4817376,2455.506233
6.21,-261.3350038,2451.419864
6.22,-261.187408,2447.322869
6.23,-261.0404412,2443.243283
6.24,-260.894104,2439.181074
6.25,-260.7476508,2435.122227
6.26,-260.5944719,2431.074099
6.27,-260.4485392,2427.035926
6.28,-260.3024909,2423.001094
6.29,-260.1570739,2418.983532
6.3,-260.0049556,2414.976621
6.31,-259.8600614,2410.979595
6.32,-259.7150525,2406.985863
6.33,-259.5633601,2403.002742
6.34,-259.4123124,2399.036776
6.35,-259.261162,2395.074071
6.36,-259.110657,2391.128476
6.37,-258.9600496,2387.186117
6.38,-258.8028,2383.254284
6.39,-258.6527424,2379.332211
6.4,-258.4960544,2375.420628
6.41,-258.340025,2371.526044
6.42,-258.1839053,2367.634639
6.43,-258.0284448,2363.760187
6.44,-257.8663889,2359.896147
6.45,-257.7042545,2356.035254
6.46,-257.5492855,2352.184002
6.47,-257.38125,2348.350363
6.48,-257.2203805,2344.526319
6.49,-257.059433,2340.705378
6.5,-256.891936,2336.89476
6.51,-256.7251228,2333.100916
6.52,-256.5654541,2329.316601
6.53,-256.3927984,2325.549755
6.54,-256.2265368,2321.778745
6.55,-256.0473216,2318.02517
6.56,-255.8752516,2314.281059
6.57,-255.7103106,2310.546394
6.58,-255.5324495,2306.829089
6.59,-255.3545448,2303.114764
6.6,-255.1773478,2299.417005
6.61,-255.0001072,2295.722204
6.62,-254.816418,2292.03752
6.63,-254.6334478,2288.369335
6.64,-254.4575912,2284.710471
6.65,-254.2681617,2281.055274
6.66,-254.0865978,2277.422896
6.67,-253.8914936,2273.794154
6.68,-253.7035032,2270.174668
6.69,-253.5162433,2266.571541
6.7,-253.328962,2262.971266
6.71,-253.1289459,2259.38806
6.72,-252.9360332,2255.814035
6.73,-252.7367638,2252.249928
6.74,-252.5374944,2248.68863
6.75,-252.3326415,2245.150652
6.76,-252.1348813,2241.621781
6.77,-251.9237191,2238.096429
6.78,-251.7196496,2234.580163
6.79,-251.5100278,2231.087101
6.8,-251.300427,2227.596764
6.81,-251.0915988,2224.122512
6.82,-250.8694416,2220.651715
6.83,-250.661417,2217.19621
6.84,-250.4337954,2213.75118
6.85,-250.2202956,2210.321391
6.86,-249.9935183,2206.895004
6.87,-249.7612702,2203.491593
6.88,-249.5361032,2200.097071
6.89,-249.2977094,2196.705911
6.9,-249.0671474,2193.336888
6.91,-248.8303929,2189.97745
6.92,-248.5812126,2186.634579
6.93,-248.3321232,2183.294258
6.94,-248.0846252,2179.982941
6.95,-247.824,2176.674882
6.96,-247.5580061,2173.389519
6.97,-247.2928812,2170.119832
6.98,-247.009218,2166.873508
6.99,-246.7140227,2163.656717
7,-246.3700637,2160.511149
7.01,-246.1569629,2157.459452
7.02,-245.993523,2154.354318
7.03,-245.8293158,2151.238271
7.04,-245.6844113,2148.116782
7.05,-245.5456454,2144.990616
7.06,-245.4068225,2141.866714
7.07,-245.2679424,2138.745078
7.08,-245.1351769,2135.618787
7.09,-245.0092607,2132.500937
7.1,-244.8832682,2129.385353
7.11,-244.7571996,2126.272033
7.12,-244.6379568,2123.167131
7.13,-244.512481,2120.071382
7.14,-244.393072,2116.970986
7.15,-244.2674397,2113.879734
7.16,-244.1547479,2110.789978
7.17,-244.035833,2107.709346
7.18,-243.9107097,2104.637824
7.19,-243.7916294,2101.561661
7.2,-243.673215,2098.500712
7.21,-243.5547158,2095.441981
7.22,-243.4429874,2092.391572
7.23,-243.324314,2089.337271
7.24,-243.2063076,2086.298129
7.25,-243.082127,2083.268028
7.26,-242.9707937,2080.239364
7.27,-242.8532864,2077.219722
7.28,-242.7356952,2074.20226
7.29,-242.611949,2071.193801
7.3,-242.4949472,2068.19358
7.31,-242.3778617,2065.195519
7.32,-242.2546358,2062.206431
7.33,-242.138141,2059.225546
7.34,-242.0215628,2056.246804
7.35,-241.8988587,2053.277001
7.36,-241.7760808,2050.309332
7.37,-241.6539829,2047.356617
7.38,-241.5318114,2044.406018
7.39,-241.4095664,2041.457533
7.4,-241.2880021,2038.523957
7.41,-241.1603502,2035.599247
7.42,-241.0386441,2032.66986
7.43,-240.9176196,2029.755335
7.44,-240.7905217,2026.849645
7.45,-240.66336,2023.946025
7.46,-240.5361347,2021.044474
7.47,-240.4096011,2018.157721
7.48,-240.277022,2015.279759
7.49,-240.1503662,2012.397105
7.5,-240.0184299,2009.535934
7.51,-239.892408,2006.670062
7.52,-239.7603592,2003.812945
7.53,-239.6222971,2000.964567
7.54,-239.4909011,1998.12416
7.55,-239.3594514,1995.28576
7.56,-239.2220023,1992.456068
7.57,-239.0852652,1989.641014
7.58,-238.9484835,1986.827939
7.59,-238.8116574,1984.016844
7.6,-238.6755437,1981.220342
7.61,-238.5393857,1978.425802
7.62,-238.3972647,1975.6399
7.63,-238.2551083,1972.855951
7.64,-238.1136739,1970.086533
7.65,-237.9722042,1967.319051
7.66,-237.8247984,1964.560163
7.67,-237.6840203,1961.809098
7.68,-237.5373151,1959.066602
7.69,-237.3905836,1956.326015
7.7,-237.2379425,1953.593979
7.71,-237.0919207,1950.869723
7.72,-236.9399982,1948.153991
7.73,-236.7946864,1945.446014
7.74,-236.6368589,1942.740669
7.75,-236.4856423,1940.04306
7.76,-236.3351663,1937.35979
7.77,-236.1722092,1934.679127
7.78,-236.0158587,1932.006162
7.79,-235.8594996,1929.335037
7.8,-235.70389,1926.678191
7.81,-235.5358422,1924.023925
7.82,-235.3743924,1921.377315
7.83,-235.2137007,1918.744932
7.84,-235.0406047,1916.115105
7.85,-234.8741026,1913.492895
7.86,-234.7141814,1910.878288
7.87,-234.536071,1908.272789
7.88,-234.3645499,1905.674868
7.89,-234.1930457,1903.078711
7.9,-234.016518,1900.503228
7.91,-233.8400153,1897.929483
7.92,-233.6577479,1895.364025
7.93,-233.4697281,1892.80684
7.94,-233.2825073,1890.263697
7.95,-233.0953277,1887.72226
7.96,-232.9031732,1885.201363
7.97,-232.7052984,1882.688673
7.98,-232.4959501,1880.1907
7.99,-232.2816702,1877.713181
8,-232.0329254,1875.276376
8.01,-231.8804456,1872.902933
8.02,-231.7444669,1870.499213
8.03,-231.6199643,1868.084024
8.04,-231.5011722,1865.66389
8.05,-231.388835,1863.251053
8.06,-231.2756939,1860.827544
8.07,-231.168992,1858.411333
8.08,-231.0557519,1855.990955
8.09,-230.9489432,1853.577867
8.1,-230.8420793,1851.166339
8.11,-230.7416312,1848.762084
8.12,-230.6346528,1846.353672
8.13,-230.5340826,1843.952525
8.14,-230.4334493,1841.552929
8.15,-230.332753,1839.154885
8.16,-230.2262999,1836.764845
8.17,-230.1319296,1834.375591
8.18,-230.0253587,1831.988638
8.19,-229.9251731,1829.608912
8.2,-229.8313613,1827.236399
8.21,-229.7253727,1824.866173
8.22,-229.631428,1822.496717
8.23,-229.5253221,1820.129547
8.24,-229.4255828,1817.769568
8.25,-229.325781,1815.411109
8.26,-229.2266766,1813.066238
