J_kSalt_30K_v8_w,eps1,eps2
1799,-1.29452927,4.838604106
1800,-1.299388766,4.849254838
1801,-1.312227878,4.862332521
1802,-1.33766931,4.871499803
1803,-1.374694036,4.866088793
1804,-1.412922617,4.834911203
1805,-1.426439415,4.781035933
1806,-1.402963622,4.731206342
1807,-1.363699561,4.707842077
1808,-1.333553799,4.706260442
1809,-1.315368077,4.710829604
1810,-1.303497836,4.714597704
1811,-1.294439829,4.717241157
1812,-1.28753301,4.719087131
1813,-1.281704477,4.719867439
1814,-1.276127757,4.719936977
1815,-1.270551629,4.719909401
1816,-1.265379069,4.720059599
1817,-1.260784565,4.720012985
1818,-1.25597622,4.719765224
1819,-1.251222983,4.719844436
1820,-1.246702737,4.720379771
1821,-1.242980877,4.721254516
1822,-1.240172322,4.721796072
1823,-1.237384303,4.72187024
1824,-1.235021243,4.721745676
1825,-1.232891176,4.72091991
1826,-1.229789911,4.719800822
1827,-1.226374415,4.71967366
1828,-1.224457454,4.72019238
1829,-1.224035746,4.719576283
1830,-1.223577557,4.716679068
1831,-1.220501,4.712445485
1832,-1.214770417,4.709711886
1833,-1.209180271,4.709773197
1834,-1.205532387,4.711384119
1835,-1.204119694,4.712690832
1836,-1.203821352,4.712387526
1837,-1.203212919,4.710355066
1838,-1.201397741,4.707176655
1839,-1.197319724,4.704357173
1840,-1.192782948,4.703558984
1841,-1.190122762,4.703545329
1842,-1.187507134,4.702711018
1843,-1.184050035,4.702411816
1844,-1.182126403,4.702998896
1845,-1.181702794,4.70220972
1846,-1.179569336,4.700055714
1847,-1.176435678,4.698983076
1848,-1.17498956,4.698272192
1849,-1.173092811,4.696008541
1850,-1.168345708,4.694681104
1851,-1.16544782,4.696275661
1852,-1.166856254,4.69639807
1853,-1.166704681,4.692159573
1854,-1.16147188,4.68790408
1855,-1.155223394,4.687550519
1856,-1.151643566,4.689239971
1857,-1.149191257,4.690406738
1858,-1.14666355,4.69174392
1859,-1.145929217,4.693263501
1860,-1.145797674,4.693211895
1861,-1.143785047,4.692601622
1862,-1.141121713,4.693947972
1863,-1.140845426,4.696864642
1864,-1.142860158,4.699126599
1865,-1.146285762,4.699806309
1866,-1.150394069,4.698647286
1867,-1.154629616,4.695598736
1868,-1.158792177,4.69026157
1869,-1.161237068,4.682212993
1870,-1.159721268,4.673177934
1871,-1.155532547,4.665743641
1872,-1.150690887,4.660048904
1873,-1.145142025,4.655373315
1874,-1.138559914,4.652473738
1875,-1.133096931,4.65185688
1876,-1.130090999,4.65163068
1877,-1.12808947,4.649871948
1878,-1.125048268,4.64691275
1879,-1.120970696,4.643992261
1880,-1.115914946,4.641652786
1881,-1.109968552,4.640817835
1882,-1.105173925,4.641730844
1883,-1.102202563,4.642571813
1884,-1.098814133,4.642717657
1885,-1.094925693,4.644025496
1886,-1.093428771,4.646499778
1887,-1.094716828,4.646948054
1888,-1.094581434,4.6439396
1889,-1.089974938,4.641386928
1890,-1.085992854,4.64241075
1891,-1.085497246,4.643423527
1892,-1.083801137,4.642577796
1893,-1.081410273,4.642835282
1894,-1.081836399,4.643038504
1895,-1.081923275,4.640069978
1896,-1.077439827,4.636679475
1897,-1.07183227,4.637004067
1898,-1.069090356,4.639420263
1899,-1.067316879,4.641529308
1900,-1.066524366,4.644094198
1901,-1.06863589,4.645867774
1902,-1.070978266,4.644713097
1903,-1.071151656,4.642247699
1904,-1.070886718,4.640058627
1905,-1.070171124,4.637268892
1906,-1.067233092,4.63470113
1907,-1.063881564,4.634108568
1908,-1.06156117,4.634943024
1909,-1.060709313,4.636194811
1910,-1.061807323,4.636204154
1911,-1.061547416,4.634198601
1912,-1.058649685,4.633327621
1913,-1.057254567,4.635312473
1914,-1.059486355,4.637153538
1915,-1.063160153,4.635968285
1916,-1.065286473,4.632188319
1917,-1.065659582,4.627600313
1918,-1.064486265,4.622842461
1919,-1.061466077,4.618483708
1920,-1.056724842,4.615765405
1921,-1.052014578,4.615439264
1922,-1.048576177,4.616740698
1923,-1.046471293,4.618823948
1924,-1.046220503,4.620928199
1925,-1.046988725,4.622063099
1926,-1.04774297,4.622404059
1927,-1.04846246,4.622635012
1928,-1.049471806,4.623156932
1929,-1.051978626,4.623431736
1930,-1.055164699,4.621952701
1931,-1.056481137,4.619397028
1932,-1.056442517,4.618750506
1933,-1.059400166,4.620638897
1934,-1.068614826,4.620366967
1935,-1.079768758,4.612052657
1936,-1.08436432,4.596593024
1937,-1.080088316,4.580693819
1938,-1.069622989,4.569585875
1939,-1.057221055,4.565433267
1940,-1.048055936,4.566892429
1941,-1.043343946,4.569768734
1942,-1.040279423,4.572256067
1943,-1.039446202,4.574919181
1944,-1.041412619,4.576014791
1945,-1.043062195,4.574568068
1946,-1.043794421,4.572283794
1947,-1.04420677,4.569956064
1948,-1.044650931,4.567806565
1949,-1.046611839,4.565062416
1950,-1.048849561,4.55974982
1951,-1.048145187,4.552577966
1952,-1.044911686,4.546270631
1953,-1.040773773,4.541823278
1954,-1.037331214,4.538641061
1955,-1.034678009,4.535191744
1956,-1.030814008,4.531436464
1957,-1.026566544,4.528701421
1958,-1.023004747,4.526277409
1959,-1.018280351,4.523901624
1960,-1.012923922,4.523470678
1961,-1.009861742,4.524797891
1962,-1.009449699,4.524999866
1963,-1.008462944,4.522944372
1964,-1.005506835,4.520910082
1965,-1.002618049,4.520746024
1966,-1.002579442,4.520773947
1967,-1.00321572,4.518255334
1968,-1.001687834,4.514315996
1969,-0.999571543,4.510550061
1970,-0.996360808,4.506348091
1971,-0.990950995,4.502773688
1972,-0.984864989,4.501101693
1973,-0.978340779,4.501681766
1974,-0.973990364,4.504498521
1975,-0.9725334,4.507093659
1976,-0.971866408,4.507991343
1977,-0.970834573,4.507822905
1978,-0.968931936,4.507695705
1979,-0.96739257,4.508292657
1980,-0.966881927,4.508728253
1981,-0.966252961,4.50857044
1982,-0.965826264,4.508473106
1983,-0.966574069,4.507687504
1984,-0.967106321,4.504783909
1985,-0.964769657,4.500615095
1986,-0.959029931,4.498502097
1987,-0.953519794,4.500792362
1988,-0.952463651,4.505422207
1989,-0.955565343,4.507832967
1990,-0.958645352,4.506213288
1991,-0.95939379,4.502326396
1992,-0.957178996,4.498532275
1993,-0.953339406,4.496721889
1994,-0.949909923,4.497030092
1995,-0.94743275,4.498731636
1996,-0.946991422,4.501255279
1997,-0.949713766,4.5020981
1998,-0.951126026,4.499562873
1999,-0.949032585,4.497261146
2000,-0.947862459,4.497084794
2001,-0.94788433,4.496224146
2002,-0.946179627,4.494552333
2003,-0.943295749,4.494579341
2004,-0.942220976,4.496176667
2005,-0.942498895,4.497079385
2006,-0.942392389,4.497013015
2007,-0.941453516,4.497068185
2008,-0.940067414,4.498097193
2009,-0.938978342,4.500564614
2010,-0.939540826,4.50411641
2011,-0.942032258,4.507232655
2012,-0.944479137,4.509348937
2013,-0.946051458,4.512290102
2014,-0.948789216,4.517515479
2015,-0.954122806,4.524833374
2016,-0.96370591,4.534360034
2017,-0.981871166,4.545114952
2018,-1.014817536,4.549875455
2019,-1.060093551,4.533335202
2020,-1.09601621,4.485434778
2021,-1.095084794,4.421294114
2022,-1.057815308,4.373145385
2023,-1.012201675,4.357465099
2024,-0.982913162,4.362791854
2025,-0.968449912,4.369203798
2026,-0.956898241,4.371048011
2027,-0.944802334,4.372993484
2028,-0.935289013,4.376573334
2029,-0.927135676,4.380110319
2030,-0.919604182,4.384604565
2031,-0.915154969,4.390041137
2032,-0.913502281,4.393615711
2033,-0.910772838,4.394956073
2034,-0.906501288,4.397247782
2035,-0.90425132,4.401415957
2036,-0.905119088,4.404585716
2037,-0.90641949,4.404818389
2038,-0.905705763,4.403542747
2039,-0.903742022,4.403052112
2040,-0.902602076,4.40333683
2041,-0.902293985,4.402637123
2042,-0.900345831,4.40090282
2043,-0.896800706,4.400413148
2044,-0.894173158,4.40170553
2045,-0.892721867,4.403550684
2046,-0.893153313,4.404888184
2047,-0.894175803,4.404058053
2048,-0.892592835,4.402070902
2049,-0.889978972,4.401535221
2050,-0.888187362,4.401721111
2051,-0.885428605,4.402002344
2052,-0.882432154,4.403945861
2053,-0.881226444,4.4071915
2054,-0.881734505,4.409845181
2055,-0.882141819,4.411256003
2056,-0.881156406,4.412834861
2057,-0.879908377,4.416365655
2058,-0.880636872,4.421649605
2059,-0.883874922,4.426680883
2060,-0.88733403,4.430657626
2061,-0.889904421,4.435837606
2062,-0.894284174,4.444485354
2063,-0.904139342,4.455948414
2064,-0.922084927,4.467386013
2065,-0.949790948,4.47441046
2066,-0.986538795,4.470993826
2067,-1.027913508,4.450785573
2068,-1.065562402,4.408483852
2069,-1.083668046,4.344335708
2070,-1.064303171,4.274798214
2071,-1.012201974,4.227240259
2072,-0.95394888,4.214895208
2073,-0.913633596,4.226965959
2074,-0.893439882,4.242804793
2075,-0.881079156,4.252380791
2076,-0.868293339,4.259347447
2077,-0.857695904,4.268398321
2078,-0.851705748,4.277962274
2079,-0.848995344,4.285528494
2080,-0.847850101,4.290385103
2081,-0.845635025,4.293781116
2082,-0.844212749,4.297849328
2083,-0.846076695,4.300349395
2084,-0.846396608,4.299196046
2085,-0.842885264,4.298735334
2086,-0.841288055,4.301470255
2087,-0.84385095,4.303231217
2088,-0.84706549,4.300835216
2089,-0.847694644,4.295445101
2090,-0.845224056,4.289441846
2091,-0.83969568,4.284841065
2092,-0.833316416,4.283228167
2093,-0.828758268,4.283698129
2094,-0.826163,4.283774403
2095,-0.823326428,4.282475273
2096,-0.818888262,4.28139951
2097,-0.814724858,4.28187158
2098,-0.811898025,4.282751278
2099,-0.80927718,4.28328804
2100,-0.807179268,4.283836691
2101,-0.805729642,4.283685466
2102,-0.803070252,4.28293801
2103,-0.799543425,4.283600578
2104,-0.798168867,4.285579685
2105,-0.798613365,4.286454839
2106,-0.799437206,4.285340699
2107,-0.799251628,4.282373157
2108,-0.795968227,4.27950537
2109,-0.792343772,4.279490689
2110,-0.792529459,4.280069692
2111,-0.79326076,4.277334189
2112,-0.79071975,4.272997674
2113,-0.786083869,4.270630867
2114,-0.782776749,4.27042821
2115,-0.781757101,4.269471672
2116,-0.779619606,4.26641356
2117,-0.775125465,4.26380384
2118,-0.771176931,4.262797683
2119,-0.767833367,4.261595277
2120,-0.763255524,4.26042196
2121,-0.758753953,4.26082635
2122,-0.756358687,4.261598674
2123,-0.754137369,4.260908699
2124,-0.750462273,4.260069669
2125,-0.746949483,4.260666009
2126,-0.745490037,4.261620798
2127,-0.74564177,4.260436059
2128,-0.743706774,4.256859722
2129,-0.739396655,4.253840506
2130,-0.735664437,4.251862143
2131,-0.731710502,4.248932354
2132,-0.725471935,4.245571848
2133,-0.717054981,4.24395661
2134,-0.708469818,4.244896387
2135,-0.699710799,4.248257143
2136,-0.691591138,4.256058325
2137,-0.691310694,4.267833888
2138,-0.702521168,4.274100622
2139,-0.713604724,4.266689918
2140,-0.712818516,4.252147227
2141,-0.703657355,4.241139691
2142,-0.692677241,4.234762249
2143,-0.679072626,4.231079661
2144,-0.662129027,4.233615052
2145,-0.649819896,4.24560964
2146,-0.651987021,4.259737871
2147,-0.664299142,4.262182513
2148,-0.670579155,4.250220774
2149,-0.664963267,4.234368831
2150,-0.652167035,4.222094844
2151,-0.635627465,4.214628353
2152,-0.619472923,4.211375218
2153,-0.605553967,4.208379583
2154,-0.588843472,4.20323271
2155,-0.566948238,4.200089771
2156,-0.5460668,4.200875753
2157,-0.526700803,4.199950289
2158,-0.501138364,4.195689096
2159,-0.467402684,4.193801707
2160,-0.428820672,4.197321719
2161,-0.386615596,4.20416268
2162,-0.334159849,4.213666103
2163,-0.26602606,4.23308566
2164,-0.178804617,4.276099393
2165,-0.081619332,4.363625074
2166,-0.004286669,4.513866267
2167,-0.003991239,4.719890499
2168,-0.121873996,4.918097317
2169,-0.321975892,5.01946778
2170,-0.507244955,5.000072849
2171,-0.621153984,4.915157556
2172,-0.664961482,4.820689105
2173,-0.659624012,4.743897926
2174,-0.623949153,4.692736532
2175,-0.568457703,4.667424805
2176,-0.496672985,4.668652158
2177,-0.410548156,4.700488218
2178,-0.308073225,4.771422234
2179,-0.184765898,4.90435994
2180,-0.049805757,5.152745844
2181,0.002476542,5.600266383
2182,-0.310619007,6.239451265
2183,-1.240728208,6.631246805
2184,-2.238223171,6.194142615
2185,-2.565588424,5.337555529
2186,-2.381684344,4.705533568
2187,-2.090068176,4.386477103
2188,-1.853167283,4.247037134
2189,-1.677800318,4.187475631
2190,-1.550803881,4.163446953
2191,-1.458541229,4.153285302
2192,-1.387688486,4.147823106
2193,-1.331289115,4.144656183
2194,-1.284844326,4.142658293
2195,-1.24539044,4.141600185
2196,-1.210843529,4.142438274
2197,-1.182855429,4.145279843
2198,-1.161575198,4.147232235
2199,-1.143620381,4.146119753
2200,-1.12547386,4.143156888
2201,-1.106619008,4.141334262
2202,-1.089496501,4.142102497
2203,-1.076411294,4.143635717
2204,-1.065748515,4.143312539
2205,-1.054505143,4.141665369
2206,-1.043340253,4.140479786
2207,-1.032845113,4.139710873
2208,-1.022804725,4.138983741
2209,-1.012137004,4.139037824
2210,-1.00174746,4.142084629
2211,-0.996956346,4.147109817
2212,-0.998006793,4.147761513
2213,-0.996889449,4.141395876
2214,-0.988685146,4.133807383
2215,-0.977742866,4.130621364
2216,-0.968977707,4.130811309
2217,-0.96258861,4.130893441
2218,-0.956398769,4.12930838
2219,-0.947712009,4.127377581
2220,-0.936768773,4.128677577
2221,-0.928906295,4.134131423
2222,-0.927095128,4.138426583
2223,-0.924808673,4.137626655
2224,-0.917704423,4.135705699
2225,-0.908883694,4.136561822
2226,-0.900734861,4.139084488
2227,-0.892065632,4.141428274
2228,-0.880532961,4.143734252
2229,-0.863096403,4.148701325
2230,-0.839407271,4.161237226
2231,-0.810008983,4.186370009
2232,-0.769408746,4.239579975
2233,-0.737264439,4.360255991
2234,-0.836529205,4.543345879
2235,-1.147966061,4.602545903
2236,-1.393138387,4.377287394
2237,-1.346374291,4.104344612
2238,-1.193004119,3.988992621
2239,-1.092219209,3.983996572
2240,-1.042804585,4.00084727
2241,-1.014746699,4.012703004
2242,-0.997124876,4.020074166
2243,-0.984147373,4.023839925
2244,-0.973331865,4.025394341
2245,-0.962916521,4.026108235
2246,-0.95295333,4.02776905
2247,-0.945552823,4.030405557
2248,-0.940697273,4.031887355
2249,-0.935614739,4.031737471
2250,-0.929629564,4.032212562
2251,-0.925788554,4.033670635
2252,-0.923707736,4.033509079
2253,-0.919868499,4.032150372
2254,-0.915821528,4.032151298
2255,-0.913850089,4.032570653
2256,-0.912741332,4.031603746
2257,-0.911402781,4.02939227
2258,-0.909694761,4.026125876
2259,-0.906254939,4.022225304
2260,-0.900984856,4.019570914
2261,-0.896391542,4.018759284
2262,-0.892856114,4.018351282
2263,-0.889549502,4.018017001
2264,-0.887039777,4.018028048
2265,-0.885890379,4.017370051
2266,-0.88452166,4.015006547
2267,-0.880828338,4.01235703
2268,-0.876153023,4.011986596
2269,-0.874025622,4.013408004
2270,-0.874689238,4.013232729
2271,-0.874539282,4.010141131
2272,-0.871860816,4.006191113
2273,-0.867003026,4.003784047
2274,-0.862447218,4.003938339
2275,-0.860105559,4.005258159
2276,-0.859649696,4.005592201
2277,-0.85889727,4.004520266
2278,-0.857607722,4.003392152
2279,-0.85719978,4.002158748
2280,-0.856828112,3.999680652
2281,-0.85520174,3.996441477
2282,-0.852702725,3.993399065
2283,-0.849479969,3.990785136
2284,-0.84568263,3.989095702
2285,-0.842538687,3.988469143
2286,-0.840855788,3.987616791
2287,-0.839346032,3.985112773
2288,-0.835621364,3.981809148
2289,-0.830431067,3.97989287
2290,-0.825649075,3.979489213
2291,-0.821231721,3.979896982
2292,-0.818287885,3.980401114
2293,-0.815479524,3.979589688
2294,-0.81088802,3.978264791
2295,-0.805315192,3.97782667
2296,-0.798915166,3.97834456
2297,-0.791375631,3.980631684
2298,-0.784707359,3.984987496
2299,-0.778251713,3.990341275
2300,-0.770637287,3.998227761
2301,-0.764939148,4.010670703
2302,-0.763849838,4.026655179
2303,-0.768881841,4.04478126
2304,-0.784393317,4.06133937
2305,-0.808437393,4.068252542
2306,-0.831457969,4.062003708
2307,-0.846810885,4.046748844
2308,-0.852720743,4.027971049
2309,-0.848579614,4.010750971
2310,-0.837625603,3.999983459
2311,-0.825536319,3.996670733
2312,-0.814390431,3.998791546
2313,-0.804547978,4.005809963
2314,-0.798527998,4.017456926
2315,-0.797081829,4.032257395
2316,-0.801282325,4.049851637
2317,-0.815004154,4.068344304
2318,-0.840029903,4.081566817
2319,-0.872439987,4.082295093
2320,-0.90305752,4.067448436
2321,-0.922143979,4.042066033
2322,-0.929333502,4.015225528
2323,-0.929019597,3.991124737
2324,-0.922876825,3.970583726
2325,-0.912541769,3.955256072
2326,-0.901841453,3.945537333
2327,-0.892713378,3.939369774
2328,-0.885193037,3.934688532
2329,-0.87789529,3.930823512
2330,-0.870474328,3.928819771
2331,-0.86503756,3.928822307
2332,-0.862156836,3.928705757
2333,-0.859502784,3.9274713
2334,-0.856352921,3.926564218
2335,-0.8542919,3.926616558
2336,-0.854248708,3.925958573
2337,-0.853840612,3.923352828
2338,-0.851199878,3.920741321
2339,-0.848420572,3.920153745
2340,-0.847453407,3.920863448
2341,-0.849042922,3.920752086
2342,-0.851300607,3.917875404
2343,-0.85085657,3.913421259
2344,-0.848839078,3.91037283
2345,-0.848142661,3.908364873
2346,-0.847920146,3.905283844
2347,-0.845986719,3.901742312
2348,-0.843458056,3.899456609
2349,-0.841653315,3.89806019
2350,-0.840296933,3.896750858
2351,-0.839173952,3.895475409
2352,-0.837965395,3.894719496
2353,-0.838184114,3.894645757
2354,-0.840554972,3.893421755
2355,-0.842782506,3.889786251
2356,-0.84357043,3.884897393
2357,-0.843887203,3.879123245
2358,-0.842017273,3.871865993
2359,-0.835522195,3.865829034
2360,-0.827598723,3.864871797
2361,-0.823910413,3.867728097
2362,-0.824892775,3.869263918
2363,-0.826315237,3.867087966
2364,-0.825468232,3.862922405
2365,-0.822131169,3.859228641
2366,-0.817430837,3.857866066
2367,-0.814447362,3.858810198
2368,-0.814276236,3.859072624
2369,-0.813027213,3.857400107
2370,-0.809818615,3.856772266
2371,-0.807959344,3.858525129
2372,-0.809398725,3.860123703
2373,-0.812237377,3.858766047
2374,-0.813101156,3.854731638
2375,-0.81109451,3.850595546
2376,-0.807732332,3.847771605
2377,-0.802667773,3.847162189
2378,-0.798829231,3.850128926
2379,-0.799896688,3.853772051
2380,-0.802443005,3.854285962
2381,-0.80299649,3.853296894
2382,-0.803194193,3.85335739
2383,-0.804702898,3.853920368
2384,-0.807401822,3.853761222
2385,-0.811234236,3.851750136
2386,-0.813935749,3.846969705
2387,-0.812384499,3.841903431
2388,-0.809168134,3.840560159
2389,-0.809663727,3.841880721
2390,-0.813721446,3.840981238
2391,-0.816492746,3.836604263
2392,-0.816719806,3.831754208
2393,-0.816603024,3.827719412
2394,-0.816308536,3.823601032
2395,-0.815480332,3.819189843
2396,-0.8138116,3.814569905
2397,-0.810493494,3.810553052
2398,-0.806769492,3.808286496
2399,-0.804142305,3.807177262
2400,-0.802460825,3.80584737
2401,-0.800497846,3.803902657
2402,-0.797343202,3.802442214
2403,-0.794230256,3.802732486
2404,-0.793150172,3.803920125
2405,-0.793186032,3.804412543
2406,-0.793707697,3.804159997
2407,-0.79470565,3.80287892
2408,-0.794731263,3.800430912
2409,-0.792800869,3.798585248
2410,-0.791342144,3.798655689
2411,-0.791857699,3.799062429
2412,-0.793043138,3.798399458
2413,-0.794295871,3.796873102
2414,-0.795463385,3.794459604
2415,-0.795483396,3.791438953
2416,-0.79428901,3.789271927
2417,-0.794108079,3.788409883
2418,-0.796251765,3.786362551
2419,-0.797022426,3.781367151
2420,-0.793460917,3.776739141
2421,-0.789337516,3.775984878
2422,-0.788985039,3.776733832
2423,-0.790032908,3.775056316
2424,-0.788536149,3.772237608
2425,-0.786732444,3.770840291
2426,-0.785624388,3.769843731
2427,-0.783798407,3.769337135
2428,-0.783434104,3.770025729
2429,-0.785126093,3.769914076
2430,-0.786867892,3.767895159
2431,-0.787891404,3.76444395
2432,-0.786821559,3.760529419
2433,-0.784415992,3.757851956
2434,-0.782432298,3.75626747
2435,-0.779903201,3.755327469
2436,-0.77759946,3.756264476
2437,-0.778569273,3.757961841
2438,-0.781568683,3.757044118
2439,-0.782562109,3.753561562
2440,-0.781207884,3.750522314
2441,-0.779737052,3.748973227
2442,-0.778642426,3.748109392
2443,-0.777876744,3.747804212
2444,-0.77827144,3.747934762
2445,-0.780424845,3.747161473
2446,-0.782843476,3.743957959
2447,-0.782798189,3.73908824
2448,-0.780456849,3.734823839
2449,-0.776873735,3.732036485
2450,-0.771964301,3.73179349
2451,-0.768951949,3.735189756
2452,-0.771743602,3.738631292
2453,-0.776170578,3.737356103
2454,-0.776568203,3.733504425
2455,-0.774606435,3.731993013
2456,-0.774926245,3.73268754
2457,-0.777606281,3.731986793
2458,-0.779185135,3.729025451
2459,-0.778633489,3.726312729
2460,-0.778202798,3.725385616
2461,-0.779937141,3.724686004
2462,-0.782276503,3.722260321
2463,-0.78360765,3.718676059
2464,-0.7846757,3.714461084
2465,-0.78429268,3.709192975
2466,-0.780736837,3.704999557
2467,-0.777560927,3.703883992
2468,-0.777035715,3.703414295
2469,-0.776612807,3.701770494
2470,-0.775906373,3.699928299
2471,-0.775118222,3.698110613
2472,-0.773871199,3.696564471
2473,-0.772746674,3.695891769
2474,-0.772821883,3.69584347
2475,-0.774741651,3.694998312
2476,-0.777149638,3.691716227
2477,-0.77720469,3.686503284
2478,-0.774469306,3.681838411
2479,-0.770291834,3.67948147
2480,-0.76670784,3.679843603
2481,-0.766094673,3.681131895
2482,-0.76643748,3.681289124
2483,-0.766653686,3.681551209
2484,-0.76997071,3.681307417
2485,-0.774280403,3.676592088
2486,-0.772661725,3.66916035
2487,-0.767039433,3.665244839
2488,-0.762826888,3.665548821
2489,-0.761521097,3.666888023
2490,-0.761908294,3.667012496
2491,-0.76178737,3.665934497
2492,-0.760796528,3.665430041
2493,-0.761257705,3.665877895
2494,-0.76366473,3.665106885
2495,-0.765582384,3.661925876
2496,-0.765281413,3.657670276
2497,-0.762698434,3.654444578
2498,-0.759389595,3.653910305
2499,-0.758475641,3.655732951
2500,-0.761630646,3.656447174
2501,-0.765094852,3.653088714
2502,-0.764652278,3.647939076
2503,-0.762094852,3.644791992
2504,-0.760409297,3.64359137
2505,-0.759882522,3.64263765
2506,-0.76033602,3.640720644
2507,-0.759837825,3.637314403
2508,-0.756661125,3.634443295
2509,-0.753339257,3.634091947
2510,-0.751608891,3.635359448
2511,-0.752038026,3.636658953
2512,-0.7540435,3.636237865
2513,-0.75467578,3.634105602
2514,-0.753734522,3.632851254
2515,-0.754450071,3.632842228
2516,-0.757006126,3.631292404
2517,-0.758104513,3.627534478
2518,-0.757050165,3.62384766
2519,-0.755470656,3.621181124
2520,-0.753161806,3.619395944
2521,-0.750666244,3.619458424
2522,-0.750428866,3.621196108
2523,-0.753699592,3.621765463
2524,-0.757731549,3.618341736
2525,-0.757936804,3.612247457
2526,-0.754337898,3.607824871
2527,-0.750801625,3.606651782
2528,-0.749173083,3.606711661
2529,-0.748329047,3.60639297
2530,-0.747425056,3.605960078
2531,-0.746527211,3.606131849
2532,-0.746593079,3.607166397
2533,-0.748825169,3.607976269
2534,-0.752458959,3.606678338
2535,-0.755159064,3.602817979
2536,-0.755063528,3.598330397
2537,-0.753646105,3.595647036
2538,-0.754127964,3.593890919
2539,-0.755085089,3.590503411
2540,-0.754152814,3.585996345
2541,-0.751372793,3.582245424
2542,-0.747399624,3.580735571
2543,-0.745349885,3.581440745
2544,-0.745907494,3.581586743
2545,-0.746345102,3.579920546
2546,-0.745833122,3.577729205
2547,-0.744763854,3.575819237
2548,-0.743425647,3.574433552
2549,-0.742512673,3.57333724
2550,-0.741306811,3.572285547
2551,-0.739990849,3.572021653
2552,-0.739912303,3.572409632
2553,-0.741263224,3.571998333
2554,-0.742467293,3.569998411
2555,-0.742232919,3.567416812
2556,-0.741268808,3.565440551
2557,-0.740164127,3.564124237
2558,-0.73892908,3.563685141
2559,-0.738883479,3.564248671
2560,-0.741177629,3.564091816
2561,-0.743796754,3.561306423
2562,-0.743915973,3.556970959
2563,-0.742017164,3.553540269
2564,-0.739585107,3.55184773
2565,-0.737815044,3.55162744
2566,-0.737682423,3.551777553
2567,-0.738332358,3.551135779
2568,-0.739012587,3.549674771
2569,-0.739312908,3.547634896
2570,-0.738649095,3.545753321
2571,-0.738277993,3.544560444
2572,-0.738381122,3.543426167
2573,-0.739033567,3.541810032
2574,-0.739597197,3.53898575
2575,-0.737887661,3.535834986
2576,-0.734845095,3.534946574
2577,-0.733981906,3.536261014
2578,-0.736020427,3.536760999
2579,-0.738404345,3.534695622
2580,-0.739155803,3.5309871
2581,-0.737738824,3.527471844
2582,-0.735141591,3.525786757
2583,-0.733774274,3.525826529
2584,-0.733981956,3.525767173
2585,-0.73429166,3.525051756
2586,-0.734985052,3.524141877
2587,-0.736118525,3.522416359
2588,-0.736035819,3.520073113
2589,-0.735064024,3.518976445
2590,-0.736401896,3.518625466
2591,-0.739173298,3.515730506
2592,-0.738612742,3.510734471
2593,-0.735001562,3.5079935
2594,-0.733014519,3.508514745
2595,-0.734405538,3.508867527
2596,-0.736454754,3.506469183
2597,-0.736244048,3.50238748
2598,-0.733572155,3.499413613
2599,-0.730890748,3.499042169
2600,-0.730890608,3.499625936
2601,-0.732259751,3.498412579
2602,-0.732015012,3.495774631
2603,-0.730453663,3.493969696
2604,-0.729416535,3.493300341
2605,-0.728927405,3.492915626
2606,-0.729098151,3.492480008
2607,-0.729579587,3.491678777
2608,-0.729972684,3.49084223
2609,-0.731421171,3.489683644
2610,-0.732709082,3.48704519
2611,-0.731684407,3.484463445
2612,-0.731005014,3.484078607
2613,-0.733972651,3.483163232
2614,-0.736465348,3.478398729
2615,-0.734437241,3.472649823
2616,-0.730528206,3.469712574
2617,-0.727568883,3.469203451
2618,-0.726006153,3.469636891
2619,-0.72614075,3.469993327
2620,-0.727590416,3.468787493
2621,-0.727696952,3.465751442
2622,-0.725360514,3.46326884
2623,-0.722864254,3.463153039
2624,-0.722574375,3.464231327
2625,-0.724235528,3.463936332
2626,-0.724720942,3.461927543
2627,-0.723731173,3.460612341
2628,-0.723927975,3.460423432
2629,-0.725427932,3.459240347
2630,-0.725673434,3.456752041
2631,-0.72413787,3.4554414
2632,-0.7242991,3.456155505
2633,-0.727763077,3.455621372
2634,-0.730676665,3.451542676
2635,-0.730156881,3.446314213
2636,-0.727841708,3.442709157
2637,-0.725691954,3.440567988
2638,-0.723473414,3.439175003
2639,-0.721448689,3.438936951
2640,-0.721232085,3.439168689
2641,-0.721820664,3.438162712
2642,-0.721115379,3.436497025
2643,-0.719860968,3.435982147
2644,-0.720120719,3.43624743
2645,-0.721466168,3.435550235
2646,-0.722075156,3.434072418
2647,-0.72290897,3.432799968
2648,-0.724756107,3.430496069
2649,-0.725007287,3.426548677
2650,-0.722582693,3.423562525
2651,-0.720814072,3.422899608
2652,-0.720922055,3.422406852
2653,-0.721078263,3.420835663
2654,-0.720557545,3.418980008
2655,-0.719551467,3.417576441
2656,-0.718593542,3.416918834
2657,-0.71820686,3.417024916
2658,-0.719457698,3.417201474
2659,-0.722055511,3.415766053
2660,-0.723648002,3.412310237
2661,-0.723397172,3.408336404
2662,-0.721838568,3.404961335
2663,-0.719301959,3.402775339
2664,-0.716753588,3.402369517
2665,-0.715956391,3.403082502
2666,-0.71666938,3.403238747
2667,-0.717524986,3.402524305
2668,-0.718678732,3.401399994
2669,-0.720320128,3.399306173
2670,-0.721121785,3.395853407
2671,-0.720019949,3.392161825
