J_kSalt_15K_v8_w,eps1,eps2
35,-411.4644234,1877.109648
36,-409.1283,1814.101777
37,-407.9357454,1752.00389
38,-410.9984263,1683.491241
39,-388.479879,1612.567022
40,-371.3658339,1558.567239
41,-351.4145374,1504.520073
42,-327.0961054,1454.996831
43,-298.7842254,1411.73063
44,-267.479825,1376.216696
45,-234.6981889,1349.589681
46,-202.3463701,1332.610247
47,-172.6255997,1325.569963
48,-148.0126066,1328.247954
49,-131.206112,1339.726108
50,-124.9910957,1358.146493
51,-131.8511741,1380.433356
52,-153.3610203,1402.169345
53,-189.2471651,1417.929106
54,-236.7369165,1422.239823
55,-290.4855192,1411.092178
56,-343.6767791,1383.373635
57,-389.83615,1341.306215
58,-424.645297,1289.606787
59,-446.6910413,1233.798665
60,-457.2019715,1178.553451
61,-459.077403,1126.417344
62,-457.0918621,1071.005779
63,-423.4190311,1025.395046
64,-394.9628654,1006.926881
65,-375.6975743,1001.213837
66,-367.8367459,1003.193255
67,-373.0249178,1007.920491
68,-391.7090042,1009.63631
69,-421.9065474,1001.886114
70,-458.1933703,979.0661336
71,-492.3926594,938.7585117
72,-516.3878934,881.2323555
73,-518.1009092,815.191606
74,-500.3036952,744.9978541
75,-442.3096465,699.2605714
76,-387.5554238,694.559744
77,-363.5923291,710.8628604
78,-370.5495494,716.8011796
79,-374.8656302,699.1531791
80,-358.380724,680.6360925
81,-340.1345608,676.385586
82,-331.0694496,678.9346584
83,-324.5934314,684.0691538
84,-323.9536143,697.4404607
85,-345.2679413,714.385239
86,-392.1576192,710.6108173
87,-434.9481146,668.8700179
88,-445.0016602,607.2337973
89,-423.3625852,554.459132
90,-386.9395561,524.2948441
91,-352.2197233,516.2768725
92,-330.489746,523.303738
93,-329.1444358,531.9065388
94,-340.5498962,526.1945609
95,-344.7067888,504.7791352
96,-333.5890592,481.3004529
97,-312.5754927,466.5090276
98,-288.6695377,465.3296941
99,-272.0598574,478.4684782
100,-275.2384525,497.9876234
101,-299.9715926,506.3092918
102,-329.9902581,488.1872026
103,-341.0246326,449.2262887
104,-325.3595885,412.8161562
105,-296.8782211,394.2784496
106,-271.7737291,392.0636214
107,-256.9809466,397.7822186
108,-251.8883178,403.6647326
109,-252.702468,404.3657306
110,-252.51228,399.5655145
111,-248.62362,393.4023845
112,-242.6208883,388.7237258
113,-235.2146,387.5789288
114,-230.3760244,391.2993088
115,-233.5213959,396.4118372
116,-244.3649608,395.4359352
117,-255.403998,383.4993292
118,-257.6146721,364.0817367
119,-248.9322429,345.5327482
120,-233.1683017,333.7987958
121,-215.3102105,331.685286
122,-202.3142455,338.2650633
123,-199.5375782,347.4093004
124,-203.9616963,351.6713278
125,-208.2025744,349.5383306
126,-208.8866616,345.2813918
127,-208.2935923,341.9774564
128,-208.6039943,338.7745626
129,-208.6249526,334.6540282
130,-207.6128156,330.3822346
131,-206.110908,326.9218673
132,-205.4612067,324.3024789
133,-207.0025574,320.2230818
134,-207.5416803,312.6389135
135,-202.9559952,304.6238741
136,-195.4076774,300.2032491
137,-188.4253688,299.6990495
138,-183.27583,302.1596669
139,-181.3485842,306.9426107
140,-185.1075725,311.3043534
141,-192.8379188,310.8318195
142,-199.1100143,304.5144313
143,-200.5678244,296.0656351
144,-198.7105666,289.28254
145,-196.7052393,284.5105811
146,-195.4105223,280.1935328
147,-194.031217,275.4218821
148,-191.7023928,270.3145501
149,-187.7590469,265.8917767
150,-182.7482256,263.836619
151,-179.4063776,263.9397351
152,-178.3213573,264.1255047
153,-177.7278128,264.1696077
154,-178.8568542,264.0993108
155,-181.7815673,261.8577756
156,-183.2411881,257.3234132
157,-182.6205514,252.8455571
158,-181.7588067,249.122947
159,-181.0452408,245.2770171
160,-179.562233,241.3041337
161,-177.3669524,237.9335363
162,-175.1535846,235.504066
163,-173.6878267,233.6537202
164,-173.2380381,231.1391053
165,-172.1542742,227.519112
166,-169.3412892,224.3333459
167,-166.1283518,222.9008264
168,-164.2254933,222.6733325
169,-163.7604181,222.5687086
170,-164.5951305,222.0067641
171,-167.0096795,219.3588515
172,-168.2678517,213.5080031
173,-165.3914372,207.0109817
174,-159.6339989,202.9859478
175,-153.4165901,202.6025055
176,-149.3208089,205.1911516
177,-148.9227798,208.3173208
178,-150.9250611,209.8184859
179,-153.7290266,208.9001492
180,-155.5869203,205.9289546
181,-155.4919467,202.6558121
182,-154.7410997,200.2163997
183,-154.3569523,198.1707075
184,-154.1757509,196.0213293
185,-154.1497253,193.4188308
186,-153.7257252,190.0237702
187,-151.869787,186.5693279
188,-148.9337105,184.3611662
189,-146.3984736,183.5173197
190,-144.8269741,183.2526381
191,-144.0099857,182.9145576
192,-143.5291982,182.3130883
193,-143.1036968,181.8580917
194,-143.5196015,181.3906714
195,-144.7271406,179.8917444
196,-145.3390992,177.3080242
197,-145.0081228,174.5244796
198,-144.2570794,171.8614754
199,-143.1205837,169.2553668
200,-141.4693476,166.5941589
201,-138.6337964,164.5391682
202,-135.0524936,165.0319288
203,-134.4061287,167.1772441
204,-136.9248757,167.1369204
205,-138.0832998,164.5820312
206,-137.2868115,162.0240455
207,-135.947238,160.4752312
208,-134.9009602,160.0046001
209,-135.2562548,159.5826437
210,-136.2772952,157.904781
211,-136.3406494,155.3875229
212,-135.5456246,153.0509968
213,-134.4935853,151.1615338
214,-133.4388768,149.7050949
215,-132.737325,148.3731771
216,-132.1931112,146.793416
217,-131.3858706,145.0256052
218,-130.2380722,143.2967653
219,-128.7226045,141.8655144
220,-127.0067905,141.1221714
221,-125.7206077,141.226938
222,-125.6513878,141.49527
223,-126.5035046,140.8848868
224,-127.1499282,139.18317
225,-126.9188205,137.0510682
226,-125.9150705,135.3698619
227,-124.9936172,134.4943067
228,-124.9990606,133.6194515
229,-125.3084327,131.7431414
230,-124.5360875,129.4792274
231,-123.0550867,127.9428327
232,-121.9656098,126.9312433
233,-121.1642593,125.9127218
234,-120.3321196,124.9026585
235,-119.5460305,124.0230651
236,-118.932129,123.229138
237,-118.527061,122.3900845
238,-118.2484779,121.4355423
239,-118.0699817,120.3514983
240,-118.0100674,119.00288
241,-117.8691252,117.244789
242,-117.3241804,115.1805322
243,-116.233205,113.0765444
244,-114.6224959,111.2898851
245,-112.8074107,109.9615454
246,-110.9569042,108.9399414
247,-108.887621,108.5577076
248,-107.2721256,109.0872284
249,-107.0192386,109.5231274
250,-107.2656131,108.9107367
251,-106.8217904,107.5782714
252,-105.4677721,106.359297
253,-103.5172523,106.3187964
254,-102.5419805,107.3989294
255,-103.2803909,107.9256225
256,-104.1032941,107.283461
257,-104.3512653,106.2922294
258,-104.6190578,105.0623806
259,-104.6196,103.3741425
260,-103.9325563,101.5536731
261,-102.6526438,100.1347739
262,-101.2860384,99.28593208
263,-100.1834654,98.74181345
264,-99.27961702,98.22511672
265,-98.377867,97.70720842
266,-97.42171046,97.35545434
267,-96.62513655,97.17719927
268,-96.03289781,97.02349306
269,-95.54923563,96.89709484
270,-95.2739303,96.76366693
271,-95.22976568,96.44671662
272,-95.22430979,95.83719696
273,-95.07084191,94.93505773
274,-94.5434017,93.93945047
275,-93.67273486,93.20441722
276,-92.81447978,92.72748794
277,-91.9477987,92.47066912
278,-91.15582553,92.6499783
279,-90.98931882,92.90531275
280,-91.14426767,92.72474903
281,-90.99363894,92.43551693
282,-90.90455967,92.38881944
283,-91.28741075,92.19339948
284,-91.73616223,91.52259546
285,-91.81159612,90.70082227
286,-91.76068548,90.02871972
287,-91.86095831,89.34415123
288,-91.96372878,88.49909942
289,-91.9235555,87.64247992
290,-91.92362905,86.80987916
291,-92.01703607,85.82308405
292,-92.01050437,84.61216681
293,-91.74752473,83.27306302
294,-91.19993202,81.98789371
295,-90.47094018,80.85803356
296,-89.6567682,79.88487248
297,-88.77923879,79.11150103
298,-87.97305778,78.52566544
299,-87.30610639,77.95063477
300,-86.59102199,77.3230908
301,-85.68050778,76.88048832
302,-84.8170129,76.93127482
303,-84.59240214,77.20283646
304,-85.00813681,76.94142315
305,-85.24706628,76.06463764
306,-85.04286124,75.02324671
307,-84.58485177,73.96981839
308,-83.80508957,73.08352089
309,-82.89624143,72.66513269
310,-82.38552537,72.56768131
311,-82.39851802,72.21488783
312,-82.41767529,71.33374223
313,-81.98715078,70.20457715
314,-81.12321496,69.26609929
315,-80.15772939,68.65788636
316,-79.28553654,68.22205076
317,-78.42179145,67.92279431
318,-77.61522362,67.85206468
319,-77.0747638,67.93426098
320,-76.85936366,67.92581077
321,-76.78661129,67.6219453
322,-76.54774522,67.09619684
323,-76.06778935,66.68980101
324,-75.69619551,66.4700148
325,-75.58538663,66.05700835
326,-75.30206102,65.39888262
327,-74.70898918,64.90444432
328,-74.22699835,64.6096413
329,-73.93707166,64.17991173
330,-73.49020273,63.61281413
331,-72.82647726,63.14290552
332,-72.10931836,62.85780571
333,-71.42797957,62.76972092
334,-70.89747744,62.86198104
335,-70.64337535,62.96733087
336,-70.57186363,62.87203235
337,-70.41848243,62.62447651
338,-70.15653746,62.43412502
339,-69.98365724,62.34157523
340,-70.00671168,62.19604419
341,-70.13952027,61.79909835
342,-70.11062871,61.17283271
343,-69.81483903,60.56515068
344,-69.43058331,60.09851851
345,-69.08861166,59.71054653
346,-68.78407936,59.30893925
347,-68.43969983,58.8591357
348,-67.97508341,58.46547631
349,-67.48466041,58.22769062
350,-67.10921489,58.04471098
351,-66.76439982,57.85553466
352,-66.40649927,57.74511802
353,-66.15362374,57.72370784
354,-66.07410586,57.72549747
355,-66.19879756,57.57476398
356,-66.33992021,57.14299841
357,-66.25196238,56.5966157
358,-66.00367767,56.13799954
359,-65.75939223,55.80753323
360,-65.63093368,55.53684807
361,-65.65486115,55.13699658
362,-65.63808937,54.51213201
363,-65.39526627,53.80687364
364,-64.97135691,53.16700383
365,-64.44703404,52.65319338
366,-63.89633964,52.29468677
367,-63.41093206,52.03930191
368,-62.98566673,51.81955547
369,-62.57878505,51.65931768
370,-62.24746666,51.5785108
371,-62.0604942,51.50629517
372,-61.99508197,51.35693445
373,-61.98608986,51.07086667
374,-61.93683969,50.65365348
375,-61.78798426,50.17133875
376,-61.54683012,49.69737038
377,-61.26724698,49.27479208
378,-61.0186725,48.84464629
379,-60.74829219,48.33702833
380,-60.3508303,47.80194432
381,-59.8231754,47.33751043
382,-59.22586137,47.00273964
383,-58.62716356,46.82863172
384,-58.11914296,46.80686396
385,-57.79005199,46.85824699
386,-57.6584731,46.8479808
387,-57.6359549,46.65005847
388,-57.54642079,46.24682908
389,-57.24861388,45.7836409
390,-56.78383991,45.46517307
391,-56.36271302,45.33388279
392,-56.12279478,45.22930294
393,-55.98595394,44.99796015
394,-55.79636251,44.62452703
395,-55.45831511,44.21039768
396,-54.99310824,43.88784169
397,-54.51961209,43.68347373
398,-54.09478806,43.5350773
399,-53.69285105,43.43620848
400,-53.35096612,43.38791565
401,-53.10987031,43.30920014
402,-52.89342724,43.12469781
403,-52.57770837,42.88899073
404,-52.15546198,42.74445447
405,-51.76671864,42.73895184
406,-51.52179662,42.76943707
407,-51.38049102,42.71526951
408,-51.22828849,42.55485674
409,-50.99319154,42.35728283
410,-50.69335951,42.20981354
411,-50.41502528,42.12674689
412,-50.20741433,42.02604409
413,-50.00077284,41.85104133
414,-49.7111374,41.65123063
415,-49.34786919,41.49536023
416,-48.95416847,41.40324855
417,-48.54481947,41.39090868
418,-48.15937237,41.48436006
419,-47.87458456,41.64832938
420,-47.70800957,41.78762977
421,-47.57694292,41.84648739
422,-47.38678097,41.87975398
423,-47.14579014,41.99045252
424,-46.95510364,42.2170119
425,-46.90940486,42.50288043
426,-47.02796473,42.73133504
427,-47.22067176,42.82936375
428,-47.38375393,42.83983479
429,-47.52152465,42.83576946
430,-47.69185303,42.82431633
431,-47.91455929,42.76348955
432,-48.16021556,42.61313549
433,-48.37633729,42.38030805
434,-48.54635368,42.08047167
435,-48.64484288,41.70775559
436,-48.60035563,41.31585745
437,-48.40487584,41.02350118
438,-48.14881374,40.90780099
439,-47.92227787,40.99960912
440,-47.82808555,41.36642612
441,-48.13637617,42.02726392
442,-49.25163106,42.57470235
443,-51.0650345,42.17568648
444,-52.55832584,40.51580903
445,-52.88721572,38.34343458
446,-52.25379672,36.52556596
447,-51.26214292,35.28554937
448,-50.25498797,34.4742434
449,-49.32817496,33.88633605
450,-48.41217241,33.34492936
451,-47.29284097,32.89703441
452,-45.90670689,32.89286434
453,-44.62924367,33.62605747
454,-44.06836901,34.79455545
455,-44.30803889,35.64847723
456,-44.63220828,36.05621707
457,-44.82983391,36.66219318
458,-45.72767217,37.2913182
459,-47.29450861,36.81670794
460,-48.05456888,35.38252209
461,-47.78148013,34.23346664
462,-47.43309723,33.446937
463,-47.02335146,32.61966145
464,-46.21537022,32.16438789
465,-45.57778723,32.33401325
466,-45.65163389,32.39538359
467,-45.83056649,31.8395896
468,-45.44284448,31.16248963
469,-44.76091845,30.89555696
470,-44.30098372,30.9852728
471,-44.22940339,31.00401737
472,-44.23791777,30.72815493
473,-44.04550378,30.36703033
474,-43.76114012,30.06640271
475,-43.47536476,29.78864088
476,-43.15474061,29.52239059
477,-42.791577,29.30455375
478,-42.42624154,29.15997203
479,-42.10623944,29.06043542
480,-41.83219844,28.96221855
481,-41.57454881,28.85150143
482,-41.3146519,28.73345734
483,-41.04430923,28.6286911
484,-40.78208705,28.55488488
485,-40.55660394,28.48252243
486,-40.3450578,28.38655128
487,-40.11631784,28.27891606
488,-39.86412799,28.17846713
489,-39.59694656,28.13162351
490,-39.38698222,28.11932494
491,-39.23072735,28.00432643
492,-38.92409293,27.82397058
493,-38.42808665,27.92026903
494,-38.16200246,28.35608693
495,-38.39970266,28.63453619
496,-38.71460738,28.46754245
497,-38.70765038,28.16189778
498,-38.53659313,27.97509117
499,-38.391348,27.88572948
500,-38.30203853,27.83398128
501,-38.27917226,27.76898467
502,-38.30162536,27.63448027
503,-38.30296724,27.41658075
504,-38.2332907,27.16781537
505,-38.11306686,26.93442745
506,-37.97569544,26.71078902
507,-37.81262056,26.48929192
508,-37.6131223,26.29709195
509,-37.40748049,26.1572869
510,-37.23977123,26.05534828
511,-37.12868686,25.93986086
512,-37.03904166,25.76623552
513,-36.91206943,25.54528221
514,-36.72547815,25.32075444
515,-36.4954556,25.13088628
516,-36.25710896,24.98866031
517,-36.04013475,24.87459141
518,-35.84437616,24.76262108
519,-35.65346458,24.64810573
520,-35.4624629,24.52871227
521,-35.25982965,24.40499093
522,-35.03563674,24.30161366
523,-34.81365262,24.23274563
524,-34.6177669,24.1799237
525,-34.44136265,24.12244824
526,-34.26469222,24.06110303
527,-34.08312738,24.01611584
528,-33.91929258,23.99957315
529,-33.80268506,23.98827291
530,-33.72898398,23.94235373
531,-33.6620382,23.84547876
532,-33.56972201,23.707188
533,-33.43253475,23.55351014
534,-33.25349045,23.4225511
535,-33.06785105,23.32774893
536,-32.90046735,23.23929016
537,-32.72765082,23.14514133
538,-32.5368061,23.07339338
539,-32.36000309,23.02811179
540,-32.21145456,22.97875339
541,-32.06601506,22.9103892
542,-31.90063409,22.83757986
543,-31.71667338,22.78632005
544,-31.53839493,22.77039359
545,-31.39430259,22.77272628
546,-31.28642816,22.76032277
547,-31.1857804,22.71528092
548,-31.06052902,22.65737587
549,-30.91495011,22.62263281
550,-30.78459787,22.6128967
551,-30.68403301,22.60277665
552,-30.59869598,22.57550025
553,-30.51117318,22.52879265
554,-30.40601831,22.4770569
555,-30.28758823,22.44653618
556,-30.1867003,22.43852177
557,-30.11874672,22.42570383
558,-30.06668836,22.38535131
559,-30.00186644,22.3214629
560,-29.91328974,22.26238284
561,-29.82206064,22.22301605
562,-29.74842467,22.19216436
563,-29.69111143,22.15607259
564,-29.64306805,22.1076909
565,-29.59573475,22.04729387
566,-29.54596065,21.97899174
567,-29.49293828,21.90178015
568,-29.43006776,21.82371522
569,-29.36472071,21.7553792
570,-29.31170472,21.68851823
571,-29.2686483,21.61167971
572,-29.22775299,21.52144872
573,-29.18318345,21.41470302
574,-29.122799,21.29224032
575,-29.03388001,21.17360535
576,-28.92943121,21.08666207
577,-28.84782526,21.02561859
578,-28.80354458,20.95368206
579,-28.77018743,20.84552509
580,-28.71427472,20.71075622
581,-28.62743122,20.57919231
582,-28.52941077,20.46439547
583,-28.43607966,20.36165676
584,-28.3528156,20.26221528
585,-28.28018768,20.14940895
586,-28.19958907,20.01516181
587,-28.0919689,19.87770903
588,-27.96576519,19.75755653
589,-27.84069133,19.65357935
590,-27.72200634,19.55718803
591,-27.60990754,19.46681971
592,-27.51061148,19.36883965
593,-27.40914098,19.24509994
594,-27.27317346,19.11719489
595,-27.11347435,19.02157553
596,-26.96923109,18.95151854
597,-26.84734953,18.87892038
598,-26.72772472,18.79185688
599,-26.59412229,18.70048808
600,-26.4469931,18.61807805
601,-26.29537279,18.55202415
602,-26.14966707,18.50312711
603,-26.01972293,18.45950422
604,-25.89933703,18.40985449
605,-25.77800865,18.35773697
606,-25.65716397,18.30574067
607,-25.53661593,18.25004049
608,-25.40808989,18.19340368
609,-25.26923649,18.14876199
610,-25.13339514,18.12592145
611,-25.02042911,18.11369849
612,-24.93018437,18.08735441
613,-24.83915729,18.04054138
614,-24.73334105,17.9871764
615,-24.61652463,17.93696069
616,-24.49166406,17.89555424
617,-24.3649417,17.86848491
618,-24.24602932,17.85110946
619,-24.13545874,17.83632719
620,-24.02892241,17.82204799
621,-23.92412034,17.80786881
622,-23.81742433,17.79431358
623,-23.704056,17.78850024
624,-23.587099,17.80275025
625,-23.48078232,17.84452771
626,-23.40541905,17.91661565
627,-23.39174755,17.99743114
628,-23.44681798,18.02626389
629,-23.51083731,17.96688144
630,-23.51750531,17.85735272
631,-23.46801606,17.75102168
632,-23.39273697,17.66392841
633,-23.30437378,17.60076711
634,-23.2189892,17.56631723
635,-23.15917925,17.54384186
636,-23.12182105,17.50514787
637,-23.08004213,17.4455954
638,-23.01909729,17.38491079
639,-22.9511464,17.34175124
640,-22.89983897,17.31097396
641,-22.87251375,17.26645304
642,-22.84597071,17.19302666
643,-22.79407636,17.10349142
644,-22.71208102,17.02736361
645,-22.62410853,16.98994818
646,-22.57330411,16.97791825
647,-22.57268185,16.93513891
648,-22.56885763,16.83326542
649,-22.51266625,16.72172721
650,-22.43689603,16.63506046
651,-22.37214786,16.54819848
652,-22.29403359,16.45655824
653,-22.19891847,16.38694664
654,-22.11892897,16.33553098
655,-22.05896644,16.27971717
656,-22.00516019,16.21421654
657,-21.95401459,16.13419687
658,-21.89323464,16.0403213
659,-21.81610295,15.94798938
660,-21.73540047,15.85884202
661,-21.65083246,15.76416027
662,-21.55078736,15.67171748
663,-21.44103498,15.59244405
664,-21.33377823,15.52316581
665,-21.22981033,15.45502343
666,-21.12102875,15.38839068
667,-21.00676168,15.33332219
668,-20.90059255,15.29116124
669,-20.81154321,15.24450599
670,-20.72422014,15.17527312
671,-20.60912342,15.09897021
672,-20.46852437,15.04792081
673,-20.33261957,15.02995055
674,-20.22354932,15.03594191
675,-20.15496409,15.0269557
676,-20.09028021,14.97340776
677,-19.98022768,14.91234054
678,-19.84333008,14.89001855
679,-19.7276656,14.91105577
680,-19.6610741,14.92727455
681,-19.60651865,14.91748941
682,-19.54698535,14.92011619
683,-19.53137888,14.89537604
684,-19.50378394,14.79399805
685,-19.39222525,14.73632212
686,-19.31238791,14.63852109
687,-19.14013436,14.62110363
688,-19.04599901,14.62720259
689,-18.95916723,14.60181099
690,-18.83653719,14.61158499
691,-18.75604214,14.66413778
692,-18.74453958,14.68133339
693,-18.72992764,14.64410043
694,-18.67989509,14.5867816
695,-18.60327348,14.53293826
696,-18.50954567,14.49981123
697,-18.42117851,14.49028839
698,-18.35128913,14.47978796
699,-18.27878963,14.477918
700,-18.22710877,14.49272281
701,-18.216198,14.46776145
702,-18.17542024,14.40200471
703,-18.08652856,14.35799214
704,-18.00502727,14.35018119
705,-17.95724513,14.34615777
706,-17.92910989,14.32269035
707,-17.90238307,14.26109406
708,-17.83459982,14.16272265
709,-17.69274629,14.11396933
710,-17.57001291,14.14582468
711,-17.5285931,14.16957278
712,-17.49654593,14.15400798
713,-17.44763865,14.1372954
714,-17.41561548,14.10655564
715,-17.37142596,14.03632996
716,-17.26626823,13.9798013
717,-17.14813752,13.99021882
718,-17.09090068,14.02102379
719,-17.06880149,14.01581196
720,-17.02878252,13.99130573
721,-16.98155998,13.97259046
722,-16.94661521,13.94562144
723,-16.90619697,13.89771598
724,-16.83779525,13.84808423
725,-16.75089793,13.81928192
726,-16.66664322,13.8218141
727,-16.61329965,13.85170203
728,-16.6155081,13.85734994
729,-16.62644987,13.80029049
730,-16.58575936,13.70912088
731,-16.48990925,13.63701624
732,-16.37633828,13.62286625
733,-16.30598556,13.64369204
734,-16.28529137,13.64097998
735,-16.26396249,13.59040192
736,-16.19761662,13.52192307
737,-16.09090792,13.49371297
738,-16.00670149,13.50940993
739,-15.96968206,13.51418097
740,-15.9335971,13.49015071
741,-15.87667423,13.46713536
742,-15.82231385,13.4519286
743,-15.77330194,13.43292777
744,-15.71927958,13.42349286
745,-15.68494262,13.41624471
746,-15.66495559,13.37072943
747,-15.59873668,13.31287708
748,-15.50259761,13.30677384
749,-15.45471105,13.32024156
750,-15.43249325,13.30302825
751,-15.39016369,13.28354038
752,-15.36290754,13.25830674
753,-15.33422739,13.19771363
754,-15.25674288,13.14154088
755,-15.1664733,13.120117
756,-15.09378701,13.11267463
757,-15.02666263,13.12218536
758,-14.99034969,13.1378328
759,-14.98366249,13.11452745
760,-14.94671245,13.05540702
761,-14.86280695,13.01885025
762,-14.78669994,13.01751715
763,-14.73971061,13.0163593
764,-14.69710773,13.00421011
765,-14.6517213,12.98255367
766,-14.59369139,12.95504242
767,-14.51518511,12.9468947
768,-14.44611608,12.97647021
769,-14.42661244,13.00958152
770,-14.43613944,13.00002064
771,-14.4208728,12.9608514
772,-14.38050085,12.92332165
773,-14.33255661,12.89176167
774,-14.27488031,12.86915015
775,-14.21312291,12.87176648
776,-14.17910572,12.89786963
777,-14.19383287,12.90422193
778,-14.22141798,12.85778769
779,-14.21628837,12.77304735
780,-14.16769308,12.67013123
781,-14.06167929,12.58667482
782,-13.92564085,12.5728903
783,-13.83442479,12.60988429
784,-13.79902153,12.63391893
785,-13.76695516,12.6361996
786,-13.73313573,12.64157087
787,-13.72283362,12.62994733
788,-13.70246592,12.57976447
789,-13.62793097,12.54155786
790,-13.54643367,12.56500177
791,-13.5350025,12.61336253
792,-13.59123745,12.59236969
793,-13.60776593,12.48007317
794,-13.51480944,12.37783555
795,-13.38814069,12.36120871
796,-13.32058657,12.39228571
797,-13.3121478,12.39299965
798,-13.29498441,12.34229258
799,-13.22741981,12.2887924
800,-13.14133212,12.26923605
801,-13.07363367,12.2694652
802,-13.02005547,12.27026253
803,-12.97097663,12.27195332
804,-12.93050477,12.27355671
805,-12.8989638,12.27241383
806,-12.879097,12.25847539
807,-12.85793528,12.21308313
808,-12.79595951,12.15482627
809,-12.69414637,12.13189349
810,-12.60297781,12.16147207
811,-12.5657031,12.20381514
812,-12.56368426,12.20968094
813,-12.54548797,12.18486886
814,-12.50455928,12.15103417
815,-12.44114896,12.12401259
816,-12.3620326,12.12854984
817,-12.30528681,12.16411045
818,-12.29012503,12.20052228
819,-12.30359019,12.20498908
820,-12.31006303,12.17218974
821,-12.28871114,12.12413961
822,-12.24622011,12.07503513
823,-12.18297428,12.03797315
824,-12.11358526,12.02275296
825,-12.05626264,12.0175002
826,-12.00333523,12.01103702
827,-11.9452428,12.01198147
828,-11.89490215,12.0271104
829,-11.86738584,12.04047983
830,-11.85179479,12.0338647
831,-11.82573763,12.00612334
832,-11.77443586,11.97636011
833,-11.70740948,11.96970844
834,-11.65703611,11.97528735
835,-11.61528955,11.97015497
836,-11.55603919,11.97084362
837,-11.50068873,11.99240188
838,-11.46949249,12.01666074
839,-11.44904085,12.03521228
840,-11.44197204,12.04486363
841,-11.44732007,12.02268044
842,-11.42420461,11.97097176
843,-11.35697239,11.93288866
844,-11.28496728,11.92358246
845,-11.2269585,11.9196501
846,-11.1610486,11.91333925
847,-11.07835126,11.92977925
848,-11.01242772,11.9802006
849,-10.99508173,12.02564797
850,-10.99375162,12.03026729
851,-10.96199379,12.01008863
852,-10.89821049,12.0019002
853,-10.83044795,12.01708586
854,-10.7733284,12.04347266
855,-10.72229109,12.07283102
856,-10.67496605,12.10042866
857,-10.62205717,12.1312402
858,-10.56938761,12.17468765
859,-10.53252416,12.21726811
860,-10.49365421,12.25033208
861,-10.44154924,12.28467288
862,-10.38103165,12.32431538
863,-10.30307159,12.3823553
864,-10.22316498,12.47678769
865,-10.17325624,12.58979155
866,-10.13597631,12.69642553
867,-10.0754325,12.82346101
868,-10.02222708,13.01035472
869,-10.04098316,13.22923501
870,-10.11881727,13.4242793
871,-10.19982764,13.59466937
872,-10.27664179,13.76663282
873,-10.35009792,13.94817825
874,-10.38492937,14.18496085
875,-10.40587802,14.58533079
876,-10.56246091,15.25245033
877,-11.14475231,16.22655065
878,-12.72228888,17.14447772
879,-15.40191077,16.6557353
880,-17.09763688,14.04351377
881,-16.37221507,11.5587991
882,-14.8228809,10.73197081
883,-13.91899603,10.94745132
884,-13.96838009,11.09663411
885,-14.24056205,10.53611318
886,-13.89071153,9.740646256
887,-13.1306161,9.346657057
888,-12.45396654,9.33202314
889,-11.99130248,9.47560899
890,-11.69567676,9.651049318
891,-11.51851349,9.805267727
892,-11.4218964,9.893706662
893,-11.33487986,9.904855384
894,-11.19952305,9.894149934
895,-11.03830009,9.915667693
896,-10.89766607,9.966161722
897,-10.78471347,10.02229987
898,-10.68667236,10.07469273
899,-10.59513156,10.12633611
900,-10.50804065,10.18109721
901,-10.42283,10.2510345
902,-10.35342175,10.34969016
903,-10.33050334,10.48349083
904,-10.40687144,10.61685528
905,-10.59708765,10.62004468
906,-10.73084228,10.43033074
907,-10.64950426,10.2152816
908,-10.459206,10.13007912
909,-10.3103973,10.14862324
910,-10.22564909,10.19334136
911,-10.17323269,10.23544059
912,-10.14496227,10.27362552
913,-10.14554794,10.29133729
914,-10.1541608,10.27112587
915,-10.1387319,10.22091376
916,-10.08547393,10.17138348
917,-10.01249834,10.14641209
918,-9.944867571,10.14441042
919,-9.891691704,10.15692964
920,-9.861381906,10.16676176
921,-9.842077485,10.15581219
922,-9.809063376,10.12950453
923,-9.758239641,10.10444786
924,-9.697254457,10.09170051
925,-9.637056822,10.09445617
926,-9.587514372,10.10595955
927,-9.547798714,10.11932772
928,-9.516394036,10.13484654
929,-9.500659362,10.14265804
930,-9.48918973,10.12826333
931,-9.456129563,10.10419062
932,-9.406253977,10.09435953
933,-9.363212359,10.10111753
934,-9.336856956,10.11138289
935,-9.324055135,10.1091783
936,-9.308607924,10.08938145
937,-9.277255476,10.06093474
938,-9.228677532,10.03753094
939,-9.170359074,10.03283826
940,-9.12264216,10.04528003
941,-9.093739878,10.05776687
942,-9.071686404,10.05989109
943,-9.045755502,10.05680495
944,-9.018818075,10.05203876
945,-8.99014536,10.04381853
946,-8.953733594,10.03894095
947,-8.91810137,10.04312483
948,-8.892390852,10.04883414
949,-8.871115771,10.04719813
950,-8.842443452,10.04364831
951,-8.810876131,10.0509577
952,-8.794794558,10.06269066
953,-8.792355936,10.06222556
954,-8.787726507,10.04431146
955,-8.768707427,10.01571737
956,-8.730721874,9.994790919
957,-8.692334223,9.989489924
958,-8.6666837,9.985073896
959,-8.640226785,9.97371627
960,-8.604767061,9.965007762
961,-8.569323336,9.965040481
962,-8.54100834,9.971972108
963,-8.52555226,9.978336592
964,-8.521731317,9.968280538
965,-8.50751529,9.938065929
966,-8.467124972,9.906733483
967,-8.411237503,9.892695677
968,-8.356987909,9.898754292
969,-8.315119566,9.916733002
