J_kSalt_15K_v8_w,eps1,eps2
1792,-2.00327512,4.987133824
1793,-2.000927973,4.995737102
1794,-2.001298485,5.00164781
1795,-2.00039661,5.00529837
1796,-1.99774568,5.01012172
1797,-1.996526112,5.017715408
1798,-1.99886842,5.02627162
1799,-2.003250839,5.034980761
1800,-2.010566754,5.046021413
1801,-2.027309148,5.058487532
1802,-2.057575425,5.064256061
1803,-2.098258688,5.051606884
1804,-2.13571423,5.00973461
1805,-2.141425166,4.946822272
1806,-2.106333363,4.894931419
1807,-2.058229166,4.875517856
1808,-2.0241514,4.878911885
1809,-2.004542081,4.887138357
1810,-1.991847807,4.893341866
1811,-1.982124112,4.897823353
1812,-1.974698289,4.901021183
1813,-1.968298883,4.902855838
1814,-1.962032307,4.903833134
1815,-1.955779534,4.904704762
1816,-1.949984787,4.905716605
1817,-1.944817669,4.906373826
1818,-1.939359114,4.906885651
1819,-1.934063495,4.907727507
1820,-1.92905622,4.909040948
1821,-1.92505248,4.91059186
1822,-1.922009219,4.911629322
1823,-1.918869485,4.912155186
1824,-1.916192396,4.91232872
1825,-1.913664762,4.911713646
1826,-1.91001881,4.910944773
1827,-1.906156218,4.911305469
1828,-1.904108071,4.912184122
1829,-1.903518184,4.911501923
1830,-1.902514959,4.908255984
1831,-1.898318782,4.903991232
1832,-1.891415473,4.901815664
1833,-1.885133794,4.902785815
1834,-1.881323893,4.905173465
1835,-1.879951973,4.906844991
1836,-1.879588423,4.90648367
1837,-1.878578443,4.904231258
1838,-1.87595727,4.90092645
1839,-1.870912307,4.89839959
1840,-1.86568137,4.89824384
1841,-1.862716715,4.898591389
1842,-1.859626314,4.898072562
1843,-1.855712363,4.898263313
1844,-1.853640563,4.899168846
1845,-1.853057857,4.89832123
1846,-1.850274564,4.89623112
1847,-1.846581798,4.895458025
1848,-1.844828273,4.894856995
1849,-1.842316852,4.892618836
1850,-1.836787703,4.891849481
1851,-1.833805514,4.894066057
1852,-1.835393178,4.893942546
1853,-1.834490216,4.889145677
1854,-1.82789542,4.885185708
1855,-1.820852289,4.885801489
1856,-1.817093112,4.888250328
1857,-1.814538952,4.889923442
1858,-1.811954757,4.891798094
1859,-1.811386843,4.893573542
1860,-1.811236864,4.893469133
1861,-1.80887444,4.893104475
1862,-1.806098039,4.895011799
1863,-1.806284265,4.898260476
1864,-1.80896581,4.900407894
1865,-1.812894618,4.900526124
1866,-1.817323406,4.898484149
1867,-1.821590062,4.894268839
1868,-1.825330536,4.887520416
1869,-1.826760176,4.878008464
1870,-1.823512082,4.868039975
1871,-1.817571102,4.860370193
1872,-1.811157034,4.854754915
1873,-1.804120379,4.85036586
1874,-1.79623965,4.848154091
1875,-1.790004142,4.848355637
1876,-1.786581606,4.848574809
1877,-1.784057421,4.846869914
1878,-1.780158912,4.844039101
1879,-1.775087111,4.841384535
1880,-1.769018412,4.839525683
1881,-1.762179496,4.839560788
1882,-1.756988006,4.841355008
1883,-1.753807696,4.84272836
1884,-1.750014244,4.843393388
1885,-1.745883702,4.845484186
1886,-1.744613717,4.848475497
1887,-1.746119649,4.848701532
1888,-1.74546014,4.845297517
1889,-1.739873189,4.843144954
1890,-1.735586972,4.844899982
1891,-1.735204636,4.846073564
1892,-1.733158562,4.845354086
1893,-1.730536246,4.84600397
1894,-1.731074859,4.846106022
1895,-1.730646893,4.84269691
1896,-1.725040166,4.839632492
1897,-1.718807666,4.840838199
1898,-1.716131309,4.843998523
1899,-1.714525956,4.84658407
1900,-1.71402883,4.849565266
1901,-1.716741787,4.851150075
1902,-1.719180196,4.849428988
1903,-1.718980662,4.846566774
1904,-1.718292771,4.844082178
1905,-1.717017018,4.841016411
1906,-1.713311269,4.838564584
1907,-1.709455167,4.838446284
1908,-1.70700654,4.83971088
1909,-1.706222953,4.841210171
1910,-1.707486237,4.840993991
1911,-1.706870538,4.838726607
1912,-1.703466458,4.838203993
1913,-1.702217481,4.840594547
1914,-1.705063046,4.842221173
1915,-1.708978758,4.84021824
1916,-1.710752837,4.835591097
1917,-1.71040584,4.830354828
1918,-1.70827513,4.825135482
1919,-1.704167446,4.820680339
1920,-1.698422569,4.818388345
1921,-1.693069428,4.818751548
1922,-1.689424735,4.820766619
1923,-1.687404725,4.82337977
1924,-1.687485666,4.825765858
1925,-1.688545702,4.826850833
1926,-1.689455915,4.827053016
1927,-1.690281683,4.827139738
1928,-1.691513337,4.827514247
1929,-1.694404969,4.827346373
1930,-1.697756657,4.825119708
1931,-1.698774153,4.821960956
1932,-1.698644801,4.821204531
1933,-1.702289723,4.822786814
1934,-1.712570678,4.82085802
1935,-1.723703587,4.809617556
1936,-1.726274575,4.791434939
1937,-1.718814048,4.774287504
1938,-1.705244654,4.763530613
1939,-1.690653426,4.760890683
1940,-1.680577894,4.764007986
1941,-1.675801786,4.767952581
1942,-1.672776636,4.771209748
1943,-1.672274783,4.774327634
1944,-1.67470944,4.775171773
1945,-1.676313144,4.773220525
1946,-1.676752522,4.770499909
1947,-1.676830649,4.767744729
1948,-1.676951304,4.765240896
1949,-1.678744631,4.761774503
1950,-1.680355776,4.755374531
1951,-1.678345284,4.747408974
1952,-1.67370973,4.740833371
1953,-1.668333207,4.736479076
1954,-1.66392995,4.733470395
1955,-1.660412772,4.729989937
1956,-1.655461388,4.72636942
1957,-1.650205256,4.723956437
1958,-1.645826234,4.721779188
1959,-1.640150816,4.719884627
1960,-1.634086964,4.720233208
1961,-1.630888521,4.722180839
1962,-1.630447064,4.722415172
1963,-1.628989909,4.72022398
1964,-1.625352133,4.718398636
1965,-1.622095892,4.718654956
1966,-1.622059528,4.718629004
1967,-1.622364516,4.715663852
1968,-1.619995507,4.711450135
1969,-1.617010843,4.7075652
1970,-1.612716489,4.70329287
1971,-1.606062426,4.700181461
1972,-1.599007035,4.699243015
1973,-1.591778748,4.700915364
1974,-1.587367253,4.704770145
1975,-1.586146954,4.707844765
1976,-1.585563512,4.708962554
1977,-1.584366641,4.70887109
1978,-1.582246794,4.708994349
1979,-1.580606395,4.709901199
1980,-1.580117532,4.710428178
1981,-1.57939248,4.710291009
1982,-1.578900454,4.710211601
1983,-1.579655361,4.709162242
1984,-1.579738992,4.70576392
1985,-1.576444185,4.70141857
1986,-1.569699586,4.699965062
1987,-1.563877519,4.703397377
1988,-1.563432772,4.708733236
1989,-1.567322906,4.710880374
1990,-1.57051385,4.70851145
1991,-1.570765474,4.703970763
1992,-1.567634454,4.700013561
1993,-1.56300441,4.698596195
1994,-1.559254634,4.699457805
1995,-1.556749303,4.701711113
1996,-1.55667686,4.704624201
1997,-1.559873317,4.705065354
1998,-1.561027508,4.70194499
1999,-1.558332692,4.699670468
2000,-1.557013877,4.699596458
2001,-1.55687954,4.698566352
2002,-1.554705447,4.696941265
2003,-1.551501725,4.697425317
2004,-1.550539051,4.699364338
2005,-1.551035506,4.700272363
2006,-1.550891279,4.700168078
2007,-1.54983511,4.700337769
2008,-1.548487434,4.701669414
2009,-1.547646952,4.70457692
2010,-1.548870123,4.708429736
2011,-1.552164909,4.711473486
2012,-1.555281678,4.713397781
2013,-1.557518136,4.716389485
2014,-1.561448246,4.721760476
2015,-1.568693162,4.729029459
2016,-1.581005843,4.73807451
2017,-1.603155578,4.747115935
2018,-1.640851482,4.746922186
2019,-1.688841039,4.720796168
2020,-1.72103472,4.66113454
2021,-1.709307045,4.589554055
2022,-1.659719717,4.541872196
2023,-1.606210244,4.531853376
2024,-1.574338908,4.54253001
2025,-1.559228096,4.552009999
2026,-1.546607945,4.55592637
2027,-1.533416304,4.560012297
2028,-1.523344555,4.56552045
2029,-1.51479605,4.570770841
2030,-1.507117203,4.576973518
2031,-1.503015116,4.583762548
2032,-1.501765693,4.587957418
2033,-1.49895748,4.58988374
2034,-1.494559445,4.593099938
2035,-1.492674344,4.598088424
2036,-1.494185702,4.601470274
2037,-1.495663792,4.601456657
2038,-1.494667004,4.600134389
2039,-1.492419455,4.599860355
2040,-1.491168146,4.600310069
2041,-1.490734775,4.59955996
2042,-1.488264806,4.597872414
2043,-1.484237346,4.597877755
2044,-1.481501696,4.599692528
2045,-1.480187185,4.601944526
2046,-1.480910046,4.603342005
2047,-1.481897256,4.602211224
2048,-1.479820388,4.600208207
2049,-1.476827617,4.599985034
2050,-1.474819946,4.600425046
2051,-1.471787215,4.601150465
2052,-1.468769578,4.603791563
2053,-1.467946147,4.607601362
2054,-1.468948487,4.610404433
2055,-1.469653369,4.611900586
2056,-1.468814053,4.613794462
2057,-1.467974825,4.617924934
2058,-1.469655808,4.623683143
2059,-1.474097572,4.62873262
2060,-1.47864338,4.632600669
2061,-1.48238218,4.637953715
2062,-1.488706722,4.646889146
2063,-1.501628068,4.658059648
2064,-1.523599578,4.667899565
2065,-1.555760395,4.671182521
2066,-1.59633349,4.66123957
2067,-1.639324901,4.631762534
2068,-1.674380076,4.578201208
2069,-1.683975794,4.503587429
2070,-1.650966755,4.429220528
2071,-1.585156488,4.384650884
2072,-1.518250145,4.38024277
2073,-1.475241003,4.400154426
2074,-1.455202617,4.420999849
2075,-1.442940096,4.433650208
2076,-1.429793606,4.443424384
2077,-1.419416022,4.45522383
2078,-1.414248545,4.466830259
2079,-1.412450209,4.475660094
2080,-1.411947396,4.4812567
2081,-1.410004846,4.485370562
2082,-1.40908145,4.490073667
2083,-1.411571663,4.49254779
2084,-1.411765855,4.49118301
2085,-1.407730134,4.491180698
2086,-1.406399732,4.494457336
2087,-1.409583768,4.495988652
2088,-1.412754571,4.492769899
2089,-1.412611354,4.486583681
2090,-1.40891109,4.48026577
2091,-1.401986101,4.475933692
2092,-1.394615888,4.475137624
2093,-1.389594846,4.476334025
2094,-1.386723672,4.476799942
2095,-1.383346937,4.47576239
2096,-1.37822682,4.47526524
2097,-1.373630002,4.476389095
2098,-1.370653248,4.477794288
2099,-1.367768459,4.478782426
2100,-1.365549262,4.479670413
2101,-1.363887637,4.479732253
2102,-1.360821099,4.479291068
2103,-1.356985056,4.480540608
2104,-1.35575928,4.48291846
2105,-1.356387043,4.483815682
2106,-1.357132942,4.482374854
2107,-1.356458262,4.479072114
2108,-1.352343823,4.476341328
2109,-1.348280994,4.476878918
2110,-1.348612168,4.477448339
2111,-1.349004354,4.47423801
2112,-1.345474986,4.469784285
2113,-1.339937064,4.467819341
2114,-1.336180258,4.468091994
2115,-1.3348987,4.467137505
2116,-1.332039167,4.464037945
2117,-1.326620597,4.4617746
2118,-1.322045911,4.461267726
2119,-1.318127314,4.460386784
2120,-1.312830269,4.459765112
2121,-1.307880939,4.460908358
2122,-1.305311491,4.462108578
2123,-1.302689618,4.461652206
2124,-1.298473049,4.461238013
2125,-1.294644176,4.462460464
2126,-1.293160065,4.463718169
2127,-1.293178535,4.46232998
2128,-1.290432371,4.458595025
2129,-1.285154314,4.455865739
2130,-1.280678544,4.454221704
2131,-1.275811291,4.451525193
2132,-1.268289068,4.448708208
2133,-1.258639578,4.448209651
2134,-1.249202995,4.450557594
2135,-1.239927813,4.455666134
2136,-1.232072146,4.465639138
2137,-1.233611421,4.478832428
2138,-1.247152378,4.484040704
2139,-1.258362164,4.473975207
2140,-1.255207817,4.457805711
2141,-1.243264436,4.446863287
2142,-1.229955721,4.441445533
2143,-1.214184416,4.439411108
2144,-1.195630046,4.444882451
2145,-1.183768422,4.460188596
2146,-1.188388623,4.475622956
2147,-1.202552167,4.476404384
2148,-1.207733842,4.461998597
2149,-1.198966317,4.445114352
2150,-1.182765484,4.433335208
2151,-1.16308107,4.427531259
2152,-1.144513169,4.426373653
2153,-1.128481955,4.425138777
2154,-1.109022075,4.42189925
2155,-1.084004901,4.421731405
2156,-1.060726985,4.425788791
2157,-1.038932073,4.427700058
2158,-1.009639106,4.426796473
2159,-0.971538547,4.429793535
2160,-0.928809576,4.439559228
2161,-0.882501016,4.453553135
2162,-0.825028302,4.472082554
2163,-0.751326304,4.504020688
2164,-0.65950274,4.565392133
2165,-0.562721281,4.678505624
2166,-0.497457237,4.860090191
2167,-0.528140088,5.094195091
2168,-0.69312994,5.30158022
2169,-0.937190166,5.384909731
2170,-1.144498925,5.332462719
2171,-1.259484871,5.217338428
2172,-1.293349283,5.103305208
2173,-1.274717426,5.017481201
2174,-1.226133941,4.965582393
2175,-1.159472352,4.946000584
2176,-1.078694504,4.958861134
2177,-0.986450729,5.008568093
2178,-0.881706929,5.105082987
2179,-0.762749365,5.275587716
2180,-0.648335411,5.580495814
2181,-0.661512444,6.102822024
2182,-1.134332249,6.786163663
2183,-2.281509824,7.059949328
2184,-3.327990835,6.357285561
2185,-3.517385639,5.329689479
2186,-3.187987054,4.666307126
2187,-2.806229304,4.369727054
2188,-2.519981042,4.259081151
2189,-2.316156415,4.224314126
2190,-2.171856548,4.219737416
2191,-2.068201423,4.224239586
2192,-1.988958847,4.230146081
2193,-1.92600229,4.236085675
2194,-1.87425646,4.241604734
2195,-1.83038375,4.24693735
2196,-1.792208853,4.253553546
2197,-1.76166297,4.261283189
2198,-1.738389615,4.266925409
2199,-1.718277324,4.268586432
2200,-1.697643721,4.268238091
2201,-1.676432239,4.269254909
2202,-1.6575763,4.272865905
2203,-1.643287955,4.276667788
2204,-1.631407958,4.278002102
2205,-1.618638689,4.277977263
2206,-1.60605683,4.278425269
2207,-1.594290168,4.279263379
2208,-1.583037631,4.280025868
2209,-1.571173565,4.281804226
2210,-1.560100673,4.286831405
2211,-1.555627507,4.29314031
2212,-1.556884094,4.293656019
2213,-1.554628031,4.286752027
2214,-1.544271491,4.279589452
2215,-1.531621168,4.277784074
2216,-1.521893569,4.279375898
2217,-1.514829001,4.280438999
2218,-1.507662846,4.279649451
2219,-1.497722532,4.278869291
2220,-1.485766325,4.282022886
2221,-1.477893965,4.289330761
2222,-1.476564538,4.29434922
2223,-1.473908988,4.293815004
2224,-1.465702595,4.292768119
2225,-1.456014768,4.295103648
2226,-1.447375079,4.299179089
2227,-1.438096723,4.303104878
2228,-1.425626227,4.307504475
2229,-1.406998843,4.315794413
2230,-1.382620776,4.333483162
2231,-1.353868451,4.366099192
2232,-1.317006472,4.431869182
2233,-1.300256944,4.571827951
2234,-1.44110255,4.760783036
2235,-1.799564482,4.774823407
2236,-2.033963884,4.481962236
2237,-1.935874407,4.187536027
2238,-1.747321762,4.085316261
2239,-1.635058308,4.096048496
2240,-1.583018454,4.122593091
2241,-1.553849483,4.140215053
2242,-1.535506924,4.151138026
2243,-1.521683251,4.157348198
2244,-1.50993175,4.160782582
2245,-1.498516289,4.163205019
2246,-1.487727132,4.166620392
2247,-1.479940211,4.170651748
2248,-1.474796961,4.173044912
2249,-1.469106613,4.173656812
2250,-1.462563824,4.175104111
2251,-1.45853117,4.17729756
2252,-1.456228149,4.177416228
2253,-1.451727653,4.176487977
2254,-1.447216632,4.177097683
2255,-1.445115799,4.177873162
2256,-1.4437215,4.176931597
2257,-1.441891104,4.174646732
2258,-1.439488989,4.171283542
2259,-1.435052499,4.167449609
2260,-1.428795606,4.165304749
2261,-1.423561217,4.165123186
2262,-1.419600686,4.165178961
2263,-1.415860052,4.165286966
2264,-1.413099447,4.165682765
2265,-1.411710788,4.165100179
2266,-1.409804287,4.162649542
2267,-1.405301608,4.160296288
2268,-1.400034627,4.160589714
2269,-1.397909868,4.162468632
2270,-1.39863201,4.162110357
2271,-1.397984768,4.158703676
2272,-1.394394476,4.154729475
2273,-1.38864477,4.152757899
2274,-1.383596384,4.153608088
2275,-1.381194522,4.155436146
2276,-1.380749878,4.155837863
2277,-1.37973348,4.154743224
2278,-1.378148241,4.153650738
2279,-1.377488441,4.152348931
2280,-1.376719196,4.149627132
2281,-1.374408099,4.146257002
2282,-1.371135008,4.143222977
2283,-1.36715664,4.1408118
2284,-1.362698424,4.139494151
2285,-1.359103618,4.139262705
2286,-1.35710433,4.138536151
2287,-1.355025762,4.135999366
2288,-1.350377866,4.132887331
2289,-1.344343568,4.131547563
2290,-1.338952815,4.13180403
2291,-1.334116973,4.132924653
2292,-1.330929424,4.133903092
2293,-1.327688181,4.133397239
2294,-1.322411091,4.132641974
2295,-1.316141088,4.132962616
2296,-1.309111677,4.134528733
2297,-1.301095722,4.138206947
2298,-1.294387107,4.144031909
2299,-1.288046631,4.150958802
2300,-1.280775794,4.160886329
2301,-1.276408935,4.175574965
2302,-1.277674662,4.193480451
2303,-1.286102573,4.212815426
2304,-1.30595937,4.228796484
2305,-1.333776957,4.232689307
2306,-1.358360684,4.22211736
2307,-1.373040059,4.202713843
2308,-1.376653035,4.180899672
2309,-1.369361234,4.162378581
2310,-1.355503327,4.15213038
2311,-1.341577017,4.150327187
2312,-1.329568368,4.154393399
2313,-1.319712002,4.163699331
2314,-1.314845865,4.177556899
2315,-1.315536842,4.194173903
2316,-1.322966379,4.213065932
2317,-1.341120188,4.231436
2318,-1.371026817,4.242193393
2319,-1.407148238,4.237849047
2320,-1.43884407,4.21646531
2321,-1.455982794,4.185244266
2322,-1.459710417,4.154282294
2323,-1.455543726,4.127609157
2324,-1.445513087,4.105764505
2325,-1.431647689,4.090368214
2326,-1.418260887,4.081267614
2327,-1.407186221,4.075831686
2328,-1.398120558,4.071812763
2329,-1.389416753,4.068652433
2330,-1.38088225,4.06753968
2331,-1.374872246,4.068381369
2332,-1.371653264,4.068672392
2333,-1.368524829,4.067700462
2334,-1.364900083,4.067135497
2335,-1.362645197,4.067503462
2336,-1.362464831,4.066761294
2337,-1.361613128,4.063903544
2338,-1.358301676,4.061417968
2339,-1.355117786,4.06116485
2340,-1.354166304,4.062060488
2341,-1.355914256,4.061687677
2342,-1.357972438,4.058121581
2343,-1.356817233,4.053213058
2344,-1.354094307,4.050132089
2345,-1.353002517,4.047970933
2346,-1.35227593,4.044596941
2347,-1.349578208,4.040923944
2348,-1.346449166,4.038771142
2349,-1.344229167,4.037475984
2350,-1.342513376,4.036187801
2351,-1.341071182,4.034944075
2352,-1.33963149,4.034261262
2353,-1.33987658,4.03413302
2354,-1.342310118,4.032380397
2355,-1.344197796,4.02799901
2356,-1.34432072,4.022400557
2357,-1.343775524,4.015970552
2358,-1.340595704,4.008206872
2359,-1.332454478,4.002492925
2360,-1.323559041,4.002606288
2361,-1.319918758,4.006309423
2362,-1.321227542,4.007864546
2363,-1.322503832,4.005188096
2364,-1.320896913,4.000682224
2365,-1.316647973,3.99710295
2366,-1.31122629,3.996267429
2367,-1.30805939,3.997771648
2368,-1.307933196,3.99808548
2369,-1.306281317,3.996381071
2370,-1.302636125,3.996168214
2371,-1.300841037,3.998361486
2372,-1.302693678,3.999858811
2373,-1.305616928,3.997925767
2374,-1.305993621,3.993285541
2375,-1.303104225,3.98896265
2376,-1.29896658,3.986365185
2377,-1.293234549,3.986452763
2378,-1.289474048,3.990300285
2379,-1.291192707,3.99413493
2380,-1.294121161,3.994288891
2381,-1.294578986,3.993101783
2382,-1.294783848,3.993098736
2383,-1.2965766,3.99348992
2384,-1.299526046,3.992846529
2385,-1.303473045,3.989989406
2386,-1.305732287,3.984290785
2387,-1.303227935,3.978886366
2388,-1.299462955,3.977875046
2389,-1.300237851,3.979245826
2390,-1.304573514,3.977587278
2391,-1.306980658,3.972309701
2392,-1.30648658,3.966855007
2393,-1.305739266,3.962380587
2394,-1.304778715,3.957855161
2395,-1.30319375,3.953081943
2396,-1.300629108,3.94820619
2397,-1.296346016,3.944251085
2398,-1.291887759,3.942279721
2399,-1.288834856,3.941425064
2400,-1.286746429,3.940212251
2401,-1.284289879,3.938329262
2402,-1.280584406,3.937198195
2403,-1.277176946,3.937941613
2404,-1.276156844,3.939413818
2405,-1.276270571,3.939949441
2406,-1.276818149,3.939542438
2407,-1.277730441,3.937941479
2408,-1.277388596,3.935228372
2409,-1.274953937,3.933458559
2410,-1.27339615,3.93373368
2411,-1.274003119,3.934074571
2412,-1.275225984,3.933153539
2413,-1.276376508,3.931224874
2414,-1.277292779,3.928372936
2415,-1.276875369,3.925005768
2416,-1.27524019,3.922763614
2417,-1.274884301,3.921802249
2418,-1.276939564,3.91917934
2419,-1.277029438,3.91352682
2420,-1.272381656,3.908950198
2421,-1.267731159,3.908728842
2422,-1.267460056,3.909584396
2423,-1.268353768,3.907527512
2424,-1.266299944,3.904631728
2425,-1.264092528,3.903327229
2426,-1.262692838,3.902359216
2427,-1.260590585,3.902081758
2428,-1.26031036,3.902879684
2429,-1.262159767,3.90247229
2430,-1.263791631,3.899953337
2431,-1.26440402,3.895943746
2432,-1.262617779,3.891793962
2433,-1.259536721,3.889153735
2434,-1.257105263,3.887684963
2435,-1.254192979,3.887015141
2436,-1.251770014,3.88835073
2437,-1.253112045,3.890078734
2438,-1.256293537,3.88859427
2439,-1.256874045,3.884567599
2440,-1.254896317,3.881379875
2441,-1.253040894,3.879879682
2442,-1.251729024,3.879074495
2443,-1.25082079,3.878812733
2444,-1.251266024,3.878887215
2445,-1.25353445,3.87769188
2446,-1.255745753,3.873759635
2447,-1.25494677,3.868340357
2448,-1.251688303,3.863977255
2449,-1.247330549,3.861404838
2450,-1.241865654,3.861860049
2451,-1.239061034,3.866047932
2452,-1.242677814,3.869434303
2453,-1.247366178,3.867313242
2454,-1.247232139,3.862977791
2455,-1.244851299,3.861593093
2456,-1.245304032,3.862271688
2457,-1.248148172,3.861102976
2458,-1.249433922,3.857555269
2459,-1.248424402,3.854630414
2460,-1.247805854,3.853633017
2461,-1.249625734,3.852567481
2462,-1.25184951,3.849507123
2463,-1.252775189,3.845356701
2464,-1.253302512,3.840522654
2465,-1.252093363,3.834730482
2466,-1.2475308,3.830625417
2467,-1.243873997,3.829854504
2468,-1.243224689,3.829382664
2469,-1.24251605,3.827627599
2470,-1.241459561,3.825669559
2471,-1.240323866,3.823753293
2472,-1.238705272,3.822229544
2473,-1.23737309,3.821607713
2474,-1.237420246,3.821542879
2475,-1.239429923,3.820278405
2476,-1.241581806,3.816294048
2477,-1.240891428,3.810496542
2478,-1.237159992,3.805758611
2479,-1.23217755,3.803769078
2480,-1.228287465,3.804697339
2481,-1.22780447,3.806176094
2482,-1.228221983,3.80628219
2483,-1.228489463,3.806526412
2484,-1.2321099,3.805698105
2485,-1.236165499,3.799846009
2486,-1.233269612,3.791865924
2487,-1.226485325,3.78836615
2488,-1.221869598,3.789350421
2489,-1.220638936,3.790972147
2490,-1.221079052,3.791045873
2491,-1.220774844,3.789836692
2492,-1.21959575,3.789422
2493,-1.22019979,3.789812746
2494,-1.222720884,3.788588082
2495,-1.224373618,3.78475776
2496,-1.223412584,3.780113592
2497,-1.220081681,3.776901281
2498,-1.216358674,3.7768024
2499,-1.215606854,3.778916707
2500,-1.219189925,3.779209561
2501,-1.222516271,3.774977214
2502,-1.22125415,3.76933205
2503,-1.217977021,3.766259272
2504,-1.215923892,3.765158756
2505,-1.21522534,3.764158216
2506,-1.215416311,3.761936009
2507,-1.214377009,3.758229328
2508,-1.210428452,3.755551124
2509,-1.206742507,3.755617793
2510,-1.205008443,3.757254048
2511,-1.205678364,3.758627927
2512,-1.207829503,3.757836004
2513,-1.208208876,3.755359422
2514,-1.206992378,3.754128756
2515,-1.207792612,3.753974808
2516,-1.210360721,3.751865773
2517,-1.211013559,3.747528682
2518,-1.209314138,3.743592633
2519,-1.207157576,3.740894428
2520,-1.204342917,3.739236899
2521,-1.201629248,3.73966265
2522,-1.201591966,3.741597902
2523,-1.205297046,3.741697842
2524,-1.209231206,3.737304076
2525,-1.208561518,3.730545739
2526,-1.203936909,3.726202132
2527,-1.19987295,3.725396796
2528,-1.198080737,3.725706402
2529,-1.197103669,3.725434814
2530,-1.196030808,3.725093216
2531,-1.19508517,3.725382809
2532,-1.195290106,3.726511665
2533,-1.197893119,3.727038592
2534,-1.201688442,3.725054781
2535,-1.204098177,3.72039921
2536,-1.203313575,3.715428528
2537,-1.20137592,3.71265096
2538,-1.201622928,3.710632463
2539,-1.202197411,3.706753546
2540,-1.200498923,3.701908
2541,-1.19688547,3.698158599
2542,-1.19225684,3.697081555
2543,-1.190111353,3.698152218
2544,-1.190766334,3.698190478
2545,-1.190976507,3.696295344
2546,-1.190123621,3.693918981
2547,-1.18863072,3.691954066
2548,-1.186981526,3.690606086
2549,-1.185824702,3.689519247
2550,-1.184315,3.688515982
2551,-1.182833383,3.688409797
2552,-1.182815403,3.688835194
2553,-1.184231516,3.688162797
2554,-1.185261531,3.685747771
2555,-1.184625083,3.682946938
2556,-1.183259433,3.680880784
2557,-1.18184147,3.679555072
2558,-1.1804457,3.679267105
2559,-1.180453557,3.679856786
2560,-1.182963302,3.679351106
2561,-1.185454759,3.675864646
2562,-1.184922986,3.671054323
2563,-1.182343846,3.667524614
2564,-1.179409994,3.666018582
2565,-1.177416125,3.666022166
2566,-1.177300515,3.66618072
2567,-1.177933346,3.665379357
2568,-1.178474675,3.663637444
2569,-1.178505701,3.661330094
2570,-1.177489706,3.659328079
2571,-1.176899947,3.65807353
2572,-1.176834893,3.656764936
2573,-1.177326383,3.65489226
2574,-1.177524556,3.65169181
2575,-1.17519157,3.648442015
2576,-1.17171485,3.647894496
2577,-1.170952909,3.649470922
2578,-1.173258617,3.649698296
2579,-1.175586983,3.647034673
2580,-1.175880087,3.642842124
2581,-1.173817011,3.639162442
2582,-1.170698875,3.637665127
2583,-1.169192472,3.637873422
2584,-1.169402398,3.637784549
2585,-1.169633231,3.6369369
2586,-1.170266584,3.635802317
2587,-1.171285421,3.633740006
2588,-1.170850507,3.631151476
2589,-1.169616362,3.630059303
2590,-1.171029578,3.629445706
2591,-1.173649116,3.625846224
2592,-1.17228926,3.620417033
2593,-1.167930891,3.617920988
2594,-1.165828797,3.618754004
2595,-1.167391325,3.618927094
2596,-1.169299027,3.615974914
2597,-1.168454485,3.611504314
2598,-1.165069991,3.608607688
2599,-1.162055054,3.608579978
2600,-1.162180512,3.609201386
2601,-1.163498645,3.607656291
2602,-1.162850618,3.604776426
2603,-1.160871773,3.60299823
2604,-1.159633593,3.602385024
2605,-1.159021784,3.602035492
2606,-1.159162422,3.601512199
2607,-1.159592272,3.600525871
2608,-1.159881871,3.599533787
2609,-1.161315328,3.598027805
2610,-1.16232844,3.594917976
2611,-1.160820404,3.592234288
2612,-1.160014888,3.591888307
2613,-1.16314896,3.59042054
2614,-1.165209183,3.584811294
2615,-1.162113128,3.57877171
2616,-1.157387732,3.576103351
2617,-1.154089669,3.575956967
2618,-1.152424601,3.576662812
2619,-1.152615337,3.57699361
2620,-1.154035775,3.575438194
2621,-1.153701038,3.572078447
2622,-1.150768595,3.56965582
2623,-1.148006246,3.569895504
2624,-1.147859748,3.571082822
2625,-1.149657299,3.570523546
2626,-1.149904002,3.568211595
2627,-1.148592656,3.56692099
2628,-1.148797828,3.566639364
2629,-1.150247568,3.565109103
2630,-1.150169292,3.562323344
2631,-1.148286811,3.561096282
2632,-1.148567947,3.561827485
2633,-1.152297656,3.560713785
2634,-1.154901916,3.555816188
2635,-1.153586302,3.550129819
2636,-1.150517632,3.546467203
2637,-1.14784613,3.544429306
2638,-1.14519577,3.543217143
2639,-1.1429344,3.54324168
2640,-1.142752666,3.543491248
2641,-1.143252676,3.542280092
2642,-1.142232462,3.540535083
2643,-1.140760847,3.540131415
2644,-1.14110381,3.540381221
2645,-1.14247127,3.539420677
2646,-1.142939866,3.537662877
2647,-1.143666037,3.536140708
2648,-1.145344042,3.533309293
2649,-1.145040013,3.528943578
2650,-1.141953213,3.525985034
2651,-1.13992088,3.525506417
2652,-1.139966296,3.524920552
2653,-1.139910008,3.52316601
2654,-1.139072887,3.521176982
2655,-1.137752328,3.519787934
2656,-1.136612882,3.519196512
2657,-1.136191497,3.519317923
2658,-1.137599741,3.519343896
2659,-1.14023247,3.517359037
2660,-1.141494837,3.513333236
2661,-1.140636544,3.508957232
2662,-1.138409813,3.50548793
2663,-1.135338534,3.503445264
2664,-1.13246609,3.50334906
