W,E1,E2
537.1,-149.267431,68.08731747
537.2,-149.193603,68.04989202
537.3,-149.1198106,68.01249398
537.4,-149.0460539,67.97512342
537.5,-148.972333,67.93778036
537.6,-148.8986478,67.90046485
537.7,-148.8249985,67.86317693
537.8,-148.7513851,67.82591664
537.9,-148.6778075,67.78868403
538,-148.6042659,67.75147914
538.1,-148.5307603,67.71430201
538.2,-148.4572906,67.67715268
538.3,-148.383857,67.64003119
538.4,-148.3104596,67.60293759
538.5,-148.2370982,67.56587192
538.6,-148.163773,67.52883421
538.7,-148.090484,67.49182452
538.8,-148.0172313,67.45484288
538.9,-147.9440148,67.41788934
539,-147.8708346,67.38096394
539.1,-147.7976909,67.34406671
539.2,-147.7245834,67.30719771
539.3,-147.6515125,67.27035697
539.4,-147.578478,67.23354454
539.5,-147.50548,67.19676046
539.6,-147.4325185,67.16000477
539.7,-147.3595937,67.1232775
539.8,-147.2867054,67.08657872
539.9,-147.2138538,67.04990845
540,-147.1410389,67.01326673
540.1,-147.0682608,66.97665362
540.2,-146.9955194,66.94006915
540.3,-146.9228148,66.90351337
540.4,-146.8501471,66.86698631
540.5,-146.7775163,66.83048802
540.6,-146.7049224,66.79401854
540.7,-146.6323654,66.75757791
540.8,-146.5598455,66.72116618
540.9,-146.4873626,66.68478338
541,-146.4149167,66.64842956
541.1,-146.342508,66.61210477
541.2,-146.2701365,66.57580903
541.3,-146.1978021,66.5395424
541.4,-146.1255049,66.50330492
541.5,-146.0532451,66.46709662
541.6,-145.9810225,66.43091756
541.7,-145.9088373,66.39476777
541.8,-145.8366894,66.35864729
541.9,-145.764579,66.32255618
542,-145.692506,66.28649446
542.1,-145.6204705,66.25046218
542.2,-145.5484726,66.21445938
542.3,-145.4765122,66.17848611
542.4,-145.4045894,66.14254241
542.5,-145.3327043,66.10662831
542.6,-145.2608569,66.07074387
542.7,-145.1890471,66.03488912
542.8,-145.1172752,65.9990641
542.9,-145.045541,65.96326886
543,-144.9738447,65.92750344
543.1,-144.9021862,65.89176789
543.2,-144.8305657,65.85606223
543.3,-144.7589831,65.82038652
543.4,-144.6874385,65.7847408
543.5,-144.6159319,65.74912511
543.6,-144.5444634,65.71353949
543.7,-144.473033,65.67798398
543.8,-144.4016407,65.64245863
543.9,-144.3302867,65.60696348
544,-144.2589708,65.57149856
544.1,-144.1876932,65.53606393
544.2,-144.1164538,65.50065962
544.3,-144.0452528,65.46528568
544.4,-143.9740902,65.42994214
544.5,-143.902966,65.39462905
544.6,-143.8318802,65.35934646
544.7,-143.7608329,65.3240944
544.8,-143.6898241,65.28887291
544.9,-143.6188539,65.25368205
545,-143.5479222,65.21852184
545.1,-143.4770292,65.18339233
545.2,-143.4061749,65.14829357
545.3,-143.3353593,65.1132256
545.4,-143.2645824,65.07818845
545.5,-143.1938443,65.04318217
545.6,-143.1231451,65.00820681
545.7,-143.0524846,64.9732624
545.8,-142.9818631,64.93834898
545.9,-142.9112806,64.9034666
546,-142.840737,64.86861531
546.1,-142.7702324,64.83379513
546.2,-142.6997669,64.79900612
546.3,-142.6293404,64.76424832
546.4,-142.5589531,64.72952176
546.5,-142.488605,64.6948265
546.6,-142.418296,64.66016257
546.7,-142.3480263,64.62553001
546.8,-142.2777959,64.59092887
546.9,-142.2076048,64.55635918
547,-142.137453,64.521821
547.1,-142.0673407,64.48731436
547.2,-141.9972677,64.45283931
547.3,-141.9272343,64.41839588
547.4,-141.8572403,64.38398412
547.5,-141.7872859,64.34960407
547.6,-141.7173711,64.31525577
547.7,-141.6474959,64.28093927
547.8,-141.5776603,64.2466546
547.9,-141.5078645,64.21240182
548,-141.4381083,64.17818095
548.1,-141.368392,64.14399205
548.2,-141.2987154,64.10983515
548.3,-141.2290787,64.0757103
548.4,-141.1594819,64.04161754
548.5,-141.0899251,64.00755691
548.6,-141.0204081,63.97352845
548.7,-140.9509312,63.93953221
548.8,-140.8814943,63.90556822
548.9,-140.8120975,63.87163653
549,-140.7427408,63.83773719
549.1,-140.6734243,63.80387023
549.2,-140.6041477,63.77003538
549.3,-140.5349018,63.73622243
549.4,-140.4656822,63.70242644
549.5,-140.396489,63.66864746
549.6,-140.3273223,63.63488552
549.7,-140.2581819,63.60114067
549.8,-140.189068,63.56741294
549.9,-140.1199806,63.53370237
550,-140.0509198,63.500009
550.1,-139.9818855,63.46633287
550.2,-139.9128779,63.43267402
550.3,-139.8438969,63.39903249
550.4,-139.7749425,63.36540832
550.5,-139.7060149,63.33180155
550.6,-139.6371141,63.29821222
550.7,-139.5682401,63.26464036
550.8,-139.4993928,63.23108603
550.9,-139.4305725,63.19754924
551,-139.361779,63.16403006
551.1,-139.2930125,63.1305285
551.2,-139.2242729,63.09704463
551.3,-139.1555603,63.06357846
551.4,-139.0868748,63.03013005
551.5,-139.0182164,62.99669944
551.6,-138.949585,62.96328665
551.7,-138.8809809,62.92989174
551.8,-138.8124039,62.89651474
551.9,-138.7438541,62.86315569
552,-138.6753316,62.82981463
552.1,-138.6068363,62.7964916
552.2,-138.5383684,62.76318664
552.3,-138.4699279,62.72989979
552.4,-138.4015147,62.69663108
552.5,-138.333129,62.66338056
552.6,-138.2647708,62.63014827
552.7,-138.19644,62.59693425
552.8,-138.1281368,62.56373853
552.9,-138.0598612,62.53056116
553,-137.9916132,62.49740217
553.1,-137.9233928,62.4642616
553.2,-137.8552001,62.4311395
553.3,-137.7870352,62.3980359
553.4,-137.7188979,62.36495085
553.5,-137.6507885,62.33188437
553.6,-137.5827069,62.29883652
553.7,-137.5146532,62.26580733
553.8,-137.4466274,62.23279684
553.9,-137.3786294,62.19980509
554,-137.3106595,62.16683211
554.1,-137.2427176,62.13387796
554.2,-137.1748037,62.10094266
554.3,-137.1069179,62.06802627
554.4,-137.0390602,62.0351288
554.5,-136.9712306,62.00225032
554.6,-136.9034292,61.96939085
554.7,-136.8356561,61.93655043
554.8,-136.7679112,61.90372911
554.9,-136.7001946,61.87092693
555,-136.6325063,61.83814392
555.1,-136.5648463,61.80538012
555.2,-136.4972148,61.77263557
555.3,-136.4296117,61.73991032
555.4,-136.3620371,61.70720439
555.5,-136.2944909,61.67451784
555.6,-136.2269734,61.6418507
555.7,-136.1594843,61.60920301
555.8,-136.0920239,61.5765748
555.9,-136.0245922,61.54396613
556,-135.9571891,61.51137702
556.1,-135.8898148,61.47880752
556.2,-135.8224692,61.44625767
556.3,-135.7551523,61.4137275
556.4,-135.6878644,61.38121706
556.5,-135.6206052,61.34872639
556.6,-135.553375,61.31625552
556.7,-135.4861737,61.28380449
556.8,-135.4190014,61.25137335
556.9,-135.351858,61.21896213
557,-135.2847437,61.18657088
557.1,-135.2176585,61.15419962
557.2,-135.1506024,61.12184841
557.3,-135.0835755,61.08951727
557.4,-135.0165777,61.05720626
557.5,-134.9496091,61.02491541
557.6,-134.8826698,60.99264476
557.7,-134.8157598,60.96039434
557.8,-134.7488791,60.9281642
557.9,-134.6820278,60.89595439
558,-134.6152058,60.86376492
558.1,-134.5484133,60.83159586
558.2,-134.4816503,60.79944723
558.3,-134.4149167,60.76731907
558.4,-134.3482128,60.73521143
558.5,-134.2815383,60.70312435
558.6,-134.2148935,60.67105785
558.7,-134.1482783,60.639012
558.8,-134.0816929,60.60698681
558.9,-134.0151371,60.57498233
559,-133.9486111,60.54299861
559.1,-133.8821148,60.51103568
559.2,-133.8156484,60.47909358
559.3,-133.7492119,60.44717235
559.4,-133.6828052,60.41527202
559.5,-133.6164285,60.38339265
559.6,-133.5500818,60.35153426
559.7,-133.483765,60.3196969
559.8,-133.4174783,60.28788061
559.9,-133.3512217,60.25608543
560,-133.2849951,60.22431139
560.1,-133.2187988,60.19255853
560.2,-133.1526325,60.1608269
560.3,-133.0864966,60.12911654
560.4,-133.0203908,60.09742748
560.5,-132.9543154,60.06575976
560.6,-132.8882703,60.03411342
560.7,-132.8222555,60.00248851
560.8,-132.7562711,59.97088506
560.9,-132.6903172,59.93930311
561,-132.6243937,59.9077427
561.1,-132.5585007,59.87620387
561.2,-132.4926383,59.84468665
561.3,-132.4268065,59.8131911
561.4,-132.3610052,59.78171725
561.5,-132.2952346,59.75026513
561.6,-132.2294947,59.71883479
561.7,-132.1637855,59.68742626
561.8,-132.098107,59.6560396
561.9,-132.0324593,59.62467482
562,-131.9668425,59.59333199
562.1,-131.9012565,59.56201112
562.2,-131.8357014,59.53071227
562.3,-131.7701772,59.49943548
562.4,-131.704684,59.46818077
562.5,-131.6392219,59.4369482
562.6,-131.5737907,59.4057378
562.7,-131.5083906,59.37454961
562.8,-131.4430216,59.34338367
562.9,-131.3776838,59.31224002
563,-131.3123771,59.2811187
563.1,-131.2471017,59.25001975
563.2,-131.1818575,59.21894321
563.3,-131.1166446,59.18788911
563.4,-131.051463,59.1568575
563.5,-130.9863128,59.12584842
563.6,-130.921194,59.0948619
563.7,-130.8561066,59.06389799
563.8,-130.7910507,59.03295673
563.9,-130.7260263,59.00203814
564,-130.6610334,58.97114229
564.1,-130.596072,58.94026919
564.2,-130.5311423,58.9094189
564.3,-130.4662443,58.87859145
564.4,-130.4013779,58.84778688
564.5,-130.3365432,58.81700523
564.6,-130.2717403,58.78624655
564.7,-130.2069692,58.75551086
564.8,-130.1422298,58.72479821
564.9,-130.0775224,58.69410864
565,-130.0128468,58.66344219
565.1,-129.9482032,58.6327989
565.2,-129.8835915,58.6021788
565.3,-129.8190119,58.57158194
565.4,-129.7544642,58.54100836
565.5,-129.6899487,58.51045809
565.6,-129.6254652,58.47993118
565.7,-129.5610139,58.44942766
565.8,-129.4965948,58.41894757
565.9,-129.4322079,58.38849096
566,-129.3678532,58.35805786
566.1,-129.3035308,58.32764831
566.2,-129.2392408,58.29726236
566.3,-129.1749831,58.26690003
566.4,-129.1107578,58.23656138
566.5,-129.0465649,58.20624643
566.6,-128.9824045,58.17595524
566.7,-128.9182766,58.14568783
566.8,-128.8541812,58.11544426
566.9,-128.7901184,58.08522454
567,-128.7260882,58.05502874
567.1,-128.6620907,58.02485688
567.2,-128.5981258,57.99470901
567.3,-128.5341936,57.96458517
567.4,-128.4702942,57.93448539
567.5,-128.4064276,57.90440971
567.6,-128.3425938,57.87435818
567.7,-128.2787929,57.84433083
567.8,-128.2150248,57.81432771
567.9,-128.1512897,57.78434884
568,-128.0875875,57.75439428
568.1,-128.0239184,57.72446406
568.2,-127.9602822,57.69455822
568.3,-127.8966792,57.6646768
568.4,-127.8331092,57.63481983
568.5,-127.7695724,57.60498737
568.6,-127.7060688,57.57517945
568.7,-127.6425984,57.5453961
568.8,-127.5791612,57.51563737
568.9,-127.5157574,57.4859033
569,-127.4523868,57.45619392
569.1,-127.3890496,57.42650928
569.2,-127.3257458,57.39684941
569.3,-127.2624754,57.36721436
569.4,-127.1992385,57.33760416
569.5,-127.1360351,57.30801886
569.6,-127.0728652,57.27845848
569.7,-127.0097289,57.24892308
569.8,-126.9466262,57.21941269
569.9,-126.8835571,57.18992736
570,-126.8205217,57.16046711
570.1,-126.7575201,57.13103199
570.2,-126.6945521,57.10162205
570.3,-126.631618,57.07223731
570.4,-126.5687177,57.04287782
570.5,-126.5058512,57.01354361
570.6,-126.4430187,56.98423474
570.7,-126.38022,56.95495123
570.8,-126.3174553,56.92569313
570.9,-126.2547247,56.89646047
571,-126.192028,56.8672533
571.1,-126.1293655,56.83807165
571.2,-126.066737,56.80891556
571.3,-126.0041427,56.77978508
571.4,-125.9415825,56.75068025
571.5,-125.8790566,56.72160109
571.6,-125.8165649,56.69254766
571.7,-125.7541075,56.66351998
571.8,-125.6916844,56.63451811
571.9,-125.6292957,56.60554208
572,-125.5669413,56.57659192
572.1,-125.5046214,56.54766769
572.2,-125.442336,56.51876941
572.3,-125.380085,56.48989714
572.4,-125.3178686,56.46105089
572.5,-125.2556868,56.43223073
572.6,-125.1935395,56.40343668
572.7,-125.131427,56.37466879
572.8,-125.069349,56.34592709
572.9,-125.0073058,56.31721163
573,-124.9452974,56.28852244
573.1,-124.8833237,56.25985956
573.2,-124.8213848,56.23122304
573.3,-124.7594808,56.20261291
573.4,-124.6976117,56.17402921
573.5,-124.6357776,56.14547198
573.6,-124.5739783,56.11694127
573.7,-124.5122141,56.0884371
573.8,-124.4504844,56.05995895
573.9,-124.3887806,56.03149787
574,-124.3271,56.00305079
574.1,-124.2654424,55.97461773
574.2,-124.2038079,55.94619874
574.3,-124.1421966,55.91779383
574.4,-124.0806085,55.88940304
574.5,-124.0190436,55.8610264
574.6,-123.9575019,55.83266395
574.7,-123.8959835,55.8043157
574.8,-123.8344884,55.77598169
574.9,-123.7730167,55.74766196
575,-123.7115683,55.71935653
575.1,-123.6501433,55.69106543
575.2,-123.5887417,55.66278869
575.3,-123.5273635,55.63452635
575.4,-123.4660089,55.60627844
575.5,-123.4046777,55.57804497
575.6,-123.3433701,55.549826
575.7,-123.282086,55.52162154
575.8,-123.2208256,55.49343162
575.9,-123.1595887,55.46525628
576,-123.0983756,55.43709555
576.1,-123.0371861,55.40894946
576.2,-122.9760203,55.38081803
576.3,-122.9148782,55.35270131
576.4,-122.85376,55.32459931
576.5,-122.7926655,55.29651208
576.6,-122.7315948,55.26843963
576.7,-122.6705481,55.240382
576.8,-122.6095252,55.21233923
576.9,-122.5485262,55.18431134
577,-122.4875512,55.15629836
577.1,-122.4266001,55.12830032
577.2,-122.3656731,55.10031726
577.3,-122.3047701,55.0723492
577.4,-122.2438911,55.04439617
577.5,-122.1830363,55.01645821
577.6,-122.1222056,54.98853534
577.7,-122.061399,54.9606276
577.8,-122.0006166,54.93273502
577.9,-121.9398584,54.90485762
578,-121.8791245,54.87699544
578.1,-121.8184148,54.84914851
578.2,-121.7577295,54.82131686
578.3,-121.6970684,54.79350051
578.4,-121.6364318,54.76569951
578.5,-121.5758195,54.73791387
578.6,-121.5152316,54.71014364
578.7,-121.4546682,54.68238883
578.8,-121.3941293,54.65464949
578.9,-121.3336148,54.62692564
579,-121.2731249,54.59921731
579.1,-121.2126596,54.57152453
579.2,-121.1522189,54.54384734
579.3,-121.0918027,54.51618576
579.4,-121.0314113,54.48853983
579.5,-120.9710445,54.46090957
579.6,-120.9107024,54.43329501
579.7,-120.8503851,54.40569619
579.8,-120.7900925,54.37811314
579.9,-120.7298248,54.35054588
580,-120.6695818,54.32299446
580.1,-120.6093638,54.29545888
580.2,-120.5491706,54.2679392
580.3,-120.4890023,54.24043544
580.4,-120.428859,54.21294762
580.5,-120.3687407,54.18547579
580.6,-120.3086473,54.15801996
580.7,-120.248579,54.13058018
580.8,-120.1885358,54.10315647
580.9,-120.1285177,54.07574886
581,-120.0685246,54.04835738
581.1,-120.0085568,54.02098206
581.2,-119.9486141,53.99362294
581.3,-119.8886966,53.96628004
581.4,-119.8288044,53.9389534
581.5,-119.7689374,53.91164304
581.6,-119.7090957,53.88434899
581.7,-119.6492794,53.8570713
581.8,-119.5894884,53.82980997
581.9,-119.5297228,53.80256506
582,-119.4699827,53.77533658
582.1,-119.410268,53.74812457
582.2,-119.3505787,53.72092906
582.3,-119.290915,53.69375007
582.4,-119.2312767,53.66658765
582.5,-119.1716641,53.63944182
582.6,-119.1120771,53.6123126
582.7,-119.0525156,53.58520004
582.8,-118.9929798,53.55810416
582.9,-118.9334697,53.53102499
583,-118.8739854,53.50396256
583.1,-118.8145267,53.4769169
583.2,-118.7550938,53.44988805
583.3,-118.6956868,53.42287603
583.4,-118.6363055,53.39588088
583.5,-118.5769501,53.36890262
583.6,-118.5176206,53.34194128
