W,E1,E2
2184.8,53.05811496,3.876545268
2184.9,53.0594088,3.876552043
2185,53.06070247,3.876558841
2185.1,53.06199596,3.876565662
2185.2,53.06328928,3.876572505
2185.3,53.06458243,3.87657937
2185.4,53.0658754,3.876586258
2185.5,53.0671682,3.876593167
2185.6,53.06846083,3.876600098
2185.7,53.06975328,3.87660705
2185.8,53.07104555,3.876614024
2185.9,53.07233765,3.876621019
2186,53.07362958,3.876628035
2186.1,53.07492134,3.876635072
2186.2,53.07621291,3.876642129
2186.3,53.07750432,3.876649206
2186.4,53.07879555,3.876656304
2186.5,53.0800866,3.876663421
2186.6,53.08137748,3.876670559
2186.7,53.08266818,3.876677715
2186.8,53.08395871,3.876684891
2186.9,53.08524907,3.876692087
2187,53.08653925,3.876699301
2187.1,53.08782925,3.876706534
2187.2,53.08911908,3.876713785
2187.3,53.09040874,3.876721055
2187.4,53.09169822,3.876728343
2187.5,53.09298752,3.876735649
2187.6,53.09427665,3.876742973
2187.7,53.0955656,3.876750314
2187.8,53.09685438,3.876757673
2187.9,53.09814298,3.876765049
2188,53.09943141,3.876772442
2188.1,53.10071966,3.876779852
2188.2,53.10200774,3.876787278
2188.3,53.10329564,3.876794721
2188.4,53.10458336,3.87680218
2188.5,53.10587091,3.876809654
2188.6,53.10715828,3.876817145
2188.7,53.10844547,3.876824651
2188.8,53.10973249,3.876832173
2188.9,53.11101934,3.87683971
2189,53.112306,3.876847262
2189.1,53.1135925,3.876854829
2189.2,53.11487881,3.87686241
2189.3,53.11616495,3.876870006
2189.4,53.11745091,3.876877617
2189.5,53.11873669,3.876885241
2189.6,53.1200223,3.876892879
2189.7,53.12130774,3.87690053
2189.8,53.12259299,3.876908196
2189.9,53.12387807,3.876915874
2190,53.12516297,3.876923565
2190.1,53.1264477,3.87693127
2190.2,53.12773224,3.876938987
2190.3,53.12901661,3.876946716
2190.4,53.13030081,3.876954458
2190.5,53.13158482,3.876962212
2190.6,53.13286866,3.876969978
2190.7,53.13415233,3.876977755
2190.8,53.13543581,3.876985544
2190.9,53.13671912,3.876993344
2191,53.13800225,3.877001156
2191.1,53.1392852,3.877008978
2191.2,53.14056798,3.877016811
2191.3,53.14185057,3.877024654
2191.4,53.14313299,3.877032508
2191.5,53.14441524,3.877040372
2191.6,53.1456973,3.877048246
2191.7,53.14697919,3.877056129
2191.8,53.1482609,3.877064022
2191.9,53.14954243,3.877071925
2192,53.15082378,3.877079836
2192.1,53.15210495,3.877087757
2192.2,53.15338595,3.877095686
2192.3,53.15466677,3.877103624
2192.4,53.15594741,3.87711157
2192.5,53.15722787,3.877119524
2192.6,53.15850815,3.877127487
2192.7,53.15978826,3.877135457
2192.8,53.16106819,3.877143434
2192.9,53.16234793,3.877151419
2193,53.1636275,3.877159412
2193.1,53.16490689,3.877167411
2193.2,53.1661861,3.877175417
2193.3,53.16746514,3.877183429
2193.4,53.16874399,3.877191448
2193.5,53.17002267,3.877199473
2193.6,53.17130116,3.877207504
2193.7,53.17257948,3.877215541
2193.8,53.17385762,3.877223584
2193.9,53.17513558,3.877231632
2194,53.17641336,3.877239685
2194.1,53.17769096,3.877247743
2194.2,53.17896838,3.877255806
2194.3,53.18024562,3.877263874
2194.4,53.18152268,3.877271946
2194.5,53.18279956,3.877280022
2194.6,53.18407627,3.877288103
2194.7,53.18535279,3.877296187
2194.8,53.18662913,3.877304275
2194.9,53.1879053,3.877312366
2195,53.18918128,3.877320461
2195.1,53.19045709,3.877328558
2195.2,53.19173271,3.877336659
2195.3,53.19300815,3.877344762
2195.4,53.19428342,3.877352867
2195.5,53.1955585,3.877360975
2195.6,53.19683341,3.877369085
2195.7,53.19810813,3.877377197
2195.8,53.19938267,3.877385311
2195.9,53.20065704,3.877393426
2196,53.20193122,3.877401542
2196.1,53.20320522,3.877409659
2196.2,53.20447904,3.877417778
2196.3,53.20575268,3.877425897
2196.4,53.20702614,3.877434016
2196.5,53.20829942,3.877442136
2196.6,53.20957252,3.877450256
2196.7,53.21084544,3.877458376
2196.8,53.21211818,3.877466513
2196.9,53.21339076,3.877474702
2197,53.21466318,3.877482944
2197.1,53.21593544,3.877491239
2197.2,53.21720753,3.877499587
2197.3,53.21847946,3.877507988
2197.4,53.21975123,3.87751644
2197.5,53.22102284,3.877524945
2197.6,53.22229429,3.877533501
2197.7,53.22356557,3.87754211
2197.8,53.22483669,3.877550769
2197.9,53.22610765,3.87755948
2198,53.22737844,3.877568242
2198.1,53.22864908,3.877577054
2198.2,53.22991955,3.877585917
2198.3,53.23118986,3.87759483
2198.4,53.23246,3.877603794
2198.5,53.23372999,3.877612807
2198.6,53.23499981,3.87762187
2198.7,53.23626947,3.877630983
2198.8,53.23753896,3.877640144
2198.9,53.2388083,3.877649355
2199,53.24007747,3.877658615
2199.1,53.24134648,3.877667923
2199.2,53.24261532,3.87767728
2199.3,53.243884,3.877686684
2199.4,53.24515252,3.877696137
2199.5,53.24642088,3.877705638
2199.6,53.24768907,3.877715186
2199.7,53.2489571,3.877724781
2199.8,53.25022497,3.877734423
2199.9,53.25149267,3.877744112
2200,53.25276022,3.877753848
2200.1,53.25402759,3.877763631
2200.2,53.25529481,3.877773459
2200.3,53.25656186,3.877783334
2200.4,53.25782875,3.877793254
2200.5,53.25909548,3.87780322
2200.6,53.26036204,3.877813232
2200.7,53.26162844,3.877823288
2200.8,53.26289468,3.877833389
2200.9,53.26416075,3.877843536
2201,53.26542666,3.877853726
2201.1,53.2666924,3.877863961
2201.2,53.26795799,3.87787424
2201.3,53.26922341,3.877884563
2201.4,53.27048866,3.877894929
2201.5,53.27175375,3.877905339
2201.6,53.27301868,3.877915792
2201.7,53.27428345,3.877926289
2201.8,53.27554805,3.877936827
2201.9,53.27681249,3.877947409
2202,53.27807676,3.877958033
2202.1,53.27934087,3.877968699
2202.2,53.28060482,3.877979406
2202.3,53.2818686,3.877990156
2202.4,53.28313222,3.878000947
2202.5,53.28439567,3.878011779
2202.6,53.28565896,3.878022653
2202.7,53.28692209,3.878033567
2202.8,53.28818505,3.878044521
2202.9,53.28944785,3.878055517
2203,53.29071049,3.878066552
2203.1,53.29197296,3.878077627
2203.2,53.29323526,3.878088742
2203.3,53.29449741,3.878099897
2203.4,53.29575939,3.878111091
2203.5,53.2970212,3.878122324
2203.6,53.29828285,3.878133596
2203.7,53.29954434,3.878144906
2203.8,53.30080566,3.878156256
2203.9,53.30206682,3.878167643
2204,53.30332781,3.878179068
2204.1,53.30458864,3.878190531
2204.2,53.3058493,3.878202032
2204.3,53.3071098,3.87821357
2204.4,53.30837014,3.878225145
2204.5,53.30963031,3.878236758
2204.6,53.31089031,3.878248407
2204.7,53.31215015,3.878260092
2204.8,53.31340983,3.878271814
2204.9,53.31466934,3.878283572
2205,53.31592869,3.878295366
2205.1,53.31718787,3.878307195
2205.2,53.31844689,3.87831906
2205.3,53.31970575,3.87833096
2205.4,53.32096443,3.878342895
2205.5,53.32222296,3.878354865
2205.6,53.32348132,3.878366869
2205.7,53.32473951,3.878378908
2205.8,53.32599754,3.878390981
2205.9,53.3272554,3.878403088
2206,53.3285131,3.878415228
2206.1,53.32977063,3.878427402
2206.2,53.331028,3.87843961
2206.3,53.33228521,3.87845185
2206.4,53.33354225,3.878464123
2206.5,53.33479912,3.878476429
2206.6,53.33605583,3.878488767
2206.7,53.33731237,3.878501138
2206.8,53.33856875,3.87851354
2206.9,53.33982496,3.878525975
2207,53.34108101,3.87853844
2207.1,53.34233689,3.878550938
2207.2,53.3435926,3.878563466
2207.3,53.34484815,3.878576025
2207.4,53.34610354,3.878588615
2207.5,53.34735876,3.878601235
2207.6,53.34861381,3.878613886
2207.7,53.3498687,3.878626566
2207.8,53.35112342,3.878639277
2207.9,53.35237798,3.878652017
2208,53.35363237,3.878664786
2208.1,53.3548866,3.878677585
2208.2,53.35614066,3.878690413
2208.3,53.35739455,3.878703269
2208.4,53.35864828,3.878716154
2208.5,53.35990184,3.878729067
2208.6,53.36115524,3.878742008
2208.7,53.36240847,3.878754978
2208.8,53.36366153,3.878767974
2208.9,53.36491443,3.878780999
2209,53.36616717,3.87879405
2209.1,53.36741973,3.878807129
2209.2,53.36867213,3.878820234
2209.3,53.36992437,3.878833366
2209.4,53.37117644,3.878846525
2209.5,53.37242834,3.878859709
2209.6,53.37368008,3.878872919
2209.7,53.37493165,3.878886156
2209.8,53.37618305,3.878899417
2209.9,53.37743429,3.878912704
2210,53.37868536,3.878926016
2210.1,53.37993626,3.878939353
2210.2,53.381187,3.878952715
2210.3,53.38243757,3.878966101
2210.4,53.38368798,3.878979511
2210.5,53.38493821,3.878992945
2210.6,53.38618829,3.879006403
2210.7,53.38743819,3.879019885
2210.8,53.38868793,3.87903339
2210.9,53.3899375,3.879046918
2211,53.39118691,3.879060469
2211.1,53.39243615,3.879074042
2211.2,53.39368522,3.879087638
2211.3,53.39493413,3.879101257
2211.4,53.39618286,3.879114897
2211.5,53.39743144,3.87912856
2211.6,53.39867984,3.879142244
2211.7,53.39992808,3.879155949
2211.8,53.40117615,3.879169676
2211.9,53.40242405,3.879183423
2212,53.40367179,3.879197191
2212.1,53.40491936,3.87921098
2212.2,53.40616676,3.879224789
2212.3,53.407414,3.879238619
2212.4,53.40866107,3.879252468
2212.5,53.40990797,3.879266337
2212.6,53.41115471,3.879280225
2212.7,53.41240127,3.879294133
2212.8,53.41364767,3.879308059
2212.9,53.4148939,3.879322005
2213,53.41613997,3.879335969
2213.1,53.41738587,3.879349951
2213.2,53.4186316,3.879363952
2213.3,53.41987716,3.87937797
2213.4,53.42112256,3.879392007
2213.5,53.42236779,3.879406061
2213.6,53.42361285,3.879420132
2213.7,53.42485774,3.87943422
2213.8,53.42610246,3.879448325
2213.9,53.42734702,3.879462447
2214,53.42859141,3.879476585
2214.1,53.42983563,3.879490739
2214.2,53.43107969,3.87950491
2214.3,53.43232358,3.879519096
2214.4,53.4335673,3.879533298
2214.5,53.43481085,3.879547515
2214.6,53.43605423,3.879561748
2214.7,53.43729745,3.879575995
2214.8,53.43854049,3.879590257
2214.9,53.43978337,3.879604534
2215,53.44102608,3.879618824
2215.1,53.44226863,3.879633129
2215.2,53.443511,3.879647448
2215.3,53.44475321,3.87966178
2215.4,53.44599525,3.879676126
2215.5,53.44723712,3.879690485
2215.6,53.44847883,3.879704857
2215.7,53.44972036,3.879719242
2215.8,53.45096173,3.879733639
2215.9,53.45220292,3.879748049
2216,53.45344395,3.879762471
2216.1,53.45468482,3.879776905
2216.2,53.45592551,3.87979135
2216.3,53.45716603,3.879805807
2216.4,53.45840639,3.879820275
2216.5,53.45964658,3.879834754
2216.6,53.4608866,3.879849245
2216.7,53.46212645,3.879863745
2216.8,53.46336613,3.879878256
2216.9,53.46460564,3.879892778
2217,53.46584499,3.879907309
2217.1,53.46708416,3.87992185
2217.2,53.46832317,3.8799364
2217.3,53.46956201,3.87995096
2217.4,53.47080068,3.879965529
2217.5,53.47203918,3.879980107
2217.6,53.47327751,3.879994694
2217.7,53.47451568,3.880009289
2217.8,53.47575367,3.880023892
2217.9,53.4769915,3.880038503
2218,53.47822915,3.880053123
2218.1,53.47946664,3.880067749
2218.2,53.48070396,3.880082383
2218.3,53.48194111,3.880097025
2218.4,53.48317809,3.880111673
2218.5,53.4844149,3.880126328
2218.6,53.48565154,3.880140989
2218.7,53.48688802,3.880155657
2218.8,53.48812432,3.880170331
2218.9,53.48936045,3.880185011
2219,53.49059642,3.880199696
2219.1,53.49183221,3.880214387
2219.2,53.49306784,3.880229083
2219.3,53.4943033,3.880243784
2219.4,53.49553858,3.88025849
2219.5,53.4967737,3.8802732
2219.6,53.49800865,3.880287915
2219.7,53.49924343,3.880302634
2219.8,53.50047804,3.880317357
2219.9,53.50171248,3.880332083
2220,53.50294675,3.880346813
2220.1,53.50418085,3.880361547
2220.2,53.50541478,3.880376283
2220.3,53.50664854,3.880391022
2220.4,53.50788213,3.880405764
2220.5,53.50911555,3.880420509
2220.6,53.5103488,3.880435255
2220.7,53.51158188,3.880450004
2220.8,53.5128148,3.880464754
2220.9,53.51404754,3.880479506
2221,53.51528011,3.880494259
2221.1,53.51651251,3.880509013
2221.2,53.51774474,3.880523768
2221.3,53.5189768,3.880538524
2221.4,53.5202087,3.880553299
2221.5,53.52144044,3.880568117
2221.6,53.52267203,3.880582979
2221.7,53.52390346,3.880597885
2221.8,53.52513474,3.880612834
2221.9,53.52636587,3.880627827
2222,53.52759684,3.880642864
2222.1,53.52882765,3.880657943
2222.2,53.53005831,3.880673066
2222.3,53.53128881,3.880688232
2222.4,53.53251916,3.88070344
2222.5,53.53374935,3.880718691
2222.6,53.53497939,3.880733985
2222.7,53.53620928,3.88074932
2222.8,53.537439,3.880764698
2222.9,53.53866858,3.880780118
2223,53.539898,3.880795579
2223.1,53.54112726,3.880811083
2223.2,53.54235637,3.880826627
2223.3,53.54358532,3.880842213
2223.4,53.54481412,3.880857841
2223.5,53.54604276,3.880873509
2223.6,53.54727125,3.880889218
2223.7,53.54849958,3.880904968
2223.8,53.54972776,3.880920758
2223.9,53.55095578,3.880936589
2224,53.55218364,3.88095246
2224.1,53.55341135,3.880968371
2224.2,53.55463891,3.880984322
2224.3,53.55586631,3.881000313
2224.4,53.55709355,3.881016343
2224.5,53.55832064,3.881032413
2224.6,53.55954757,3.881048522
2224.7,53.56077435,3.881064671
2224.8,53.56200097,3.881080858
2224.9,53.56322744,3.881097084
2225,53.56445375,3.881113349
2225.1,53.5656799,3.881129652
2225.2,53.5669059,3.881145994
2225.3,53.56813175,3.881162374
2225.4,53.56935743,3.881178792
2225.5,53.57058297,3.881195248
2225.6,53.57180834,3.881211741
2225.7,53.57303356,3.881228272
2225.8,53.57425863,3.881244841
2225.9,53.57548354,3.881261447
2226,53.57670829,3.88127809
2226.1,53.57793289,3.88129477
2226.2,53.57915733,3.881311487
2226.3,53.58038161,3.88132824
2226.4,53.58160574,3.88134503
2226.5,53.58282972,3.881361856
2226.6,53.58405353,3.881378718
2226.7,53.58527719,3.881395617
2226.8,53.5865007,3.881412551
2226.9,53.58772405,3.881429521
2227,53.58894724,3.881446526
2227.1,53.59017028,3.881463567
2227.2,53.59139316,3.881480643
2227.3,53.59261588,3.881497755
2227.4,53.59383845,3.881514901
2227.5,53.59506086,3.881532082
2227.6,53.59628312,3.881549297
2227.7,53.59750522,3.881566547
2227.8,53.59872716,3.881583831
2227.9,53.59994895,3.88160115
2228,53.60117058,3.881618502
2228.1,53.60239206,3.881635888
2228.2,53.60361337,3.881653308
2228.3,53.60483453,3.881670761
2228.4,53.60605554,3.881688248
2228.5,53.60727639,3.881705768
2228.6,53.60849708,3.881723321
2228.7,53.60971762,3.881740907
2228.8,53.61093799,3.881758526
2228.9,53.61215822,3.881776177
2229,53.61337828,3.88179386
2229.1,53.61459819,3.881811576
2229.2,53.61581794,3.881829324
2229.3,53.61703754,3.881847104
2229.4,53.61825698,3.881864916
2229.5,53.61947626,3.881882759
2229.6,53.62069539,3.881900634
2229.7,53.62191436,3.88191854
2229.8,53.62313317,3.881936477
2229.9,53.62435182,3.881954446
2230,53.62557032,3.881972445
2230.1,53.62678866,3.881990475
2230.2,53.62800685,3.882008535
2230.3,53.62922488,3.882026626
2230.4,53.63044275,3.882044747
2230.5,53.63166046,3.882062898
2230.6,53.63287802,3.882081079
2230.7,53.63409542,3.88209929
2230.8,53.63531266,3.88211753
2230.9,53.63652975,3.8821358
2231,53.63774668,3.882154099
2231.1,53.63896345,3.882172428
2231.2,53.64018006,3.882190785
2231.3,53.64139652,3.882209171
2231.4,53.64261282,3.882227586
2231.5,53.64382896,3.882246029
2231.6,53.64504495,3.8822645
2231.7,53.64626078,3.882283
2231.8,53.64747645,3.882301528
2231.9,53.64869196,3.882320084
2232,53.64990732,3.882338667
2232.1,53.65112252,3.882357278
2232.2,53.65233756,3.882375916
2232.3,53.65355245,3.882394582
2232.4,53.65476717,3.882413275
2232.5,53.65598174,3.882431995
2232.6,53.65719616,3.882450741
2232.7,53.65841041,3.882469514
2232.8,53.65962451,3.882488314
2232.9,53.66083845,3.88250714
2233,53.66205223,3.882525992
2233.1,53.66326585,3.88254487
2233.2,53.66447932,3.882563774
2233.3,53.66569263,3.882582703
2233.4,53.66690578,3.882601659
2233.5,53.66811877,3.882620639
2233.6,53.66933161,3.882639645
2233.7,53.67054429,3.882658676
2233.8,53.67175681,3.882677731
2233.9,53.67296917,3.882696812
2234,53.67418138,3.882715917
2234.1,53.67539343,3.882735047
2234.2,53.67660531,3.8827542
2234.3,53.67781705,3.882773378
2234.4,53.67902862,3.88279258
2234.5,53.68024004,3.882811806
2234.6,53.68145129,3.882831055
2234.7,53.68266239,3.882850328
2234.8,53.68387333,3.882869625
2234.9,53.68508412,3.882888944
2235,53.68629474,3.882908286
2235.1,53.68750521,3.882927652
2235.2,53.68871552,3.88294704
2235.3,53.68992567,3.88296645
2235.4,53.69113567,3.882985883
2235.5,53.6923455,3.883005339
2235.6,53.69355518,3.883024816
2235.7,53.6947647,3.883044315
2235.8,53.69597406,3.883063837
2235.9,53.69718326,3.883083379
2236,53.6983923,3.883102943
2236.1,53.69960119,3.883122529
2236.2,53.70080991,3.883142136
2236.3,53.70201848,3.883161763
2236.4,53.70322689,3.883181412
2236.5,53.70443515,3.883201081
2236.6,53.70564324,3.883220771
2236.7,53.70685117,3.883240481
2236.8,53.70805895,3.883260211
2236.9,53.70926657,3.883279961
2237,53.71047403,3.883299732
2237.1,53.71168133,3.883319522
2237.2,53.71288847,3.883339331
2237.3,53.71409545,3.88335916
2237.4,53.71530228,3.883379009
2237.5,53.71650895,3.883398876
2237.6,53.71771545,3.883418763
2237.7,53.7189218,3.883438668
2237.8,53.72012799,3.883458592
2237.9,53.72133402,3.883478534
2238,53.7225399,3.883498495
2238.1,53.72374561,3.883518474
2238.2,53.72495117,3.883538471
2238.3,53.72615656,3.883558486
2238.4,53.7273618,3.883578518
2238.5,53.72856688,3.883598568
2238.6,53.7297718,3.883618636
2238.7,53.73097656,3.88363872
2238.8,53.73218116,3.883658822
2238.9,53.7333856,3.883678941
2239,53.73458988,3.883699076
2239.1,53.73579401,3.883719228
2239.2,53.73699797,3.883739397
2239.3,53.73820178,3.883759582
2239.4,53.73940543,3.883779783
2239.5,53.74060892,3.8838
2239.6,53.74181224,3.883820233
2239.7,53.74301541,3.883840482
2239.8,53.74421842,3.883860746
2239.9,53.74542128,3.883881025
2240,53.74662397,3.88390132
2240.1,53.7478265,3.88392163
2240.2,53.74902887,3.883941954
2240.3,53.75023109,3.883962293
2240.4,53.75143314,3.883982647
2240.5,53.75263504,3.884003016
2240.6,53.75383677,3.884023398
2240.7,53.75503835,3.884043795
2240.8,53.75623977,3.884064206
2240.9,53.75744102,3.884084631
2241,53.75864212,3.884105069
2241.1,53.75984306,3.88412552
2241.2,53.76104384,3.884145985
2241.3,53.76224446,3.884166464
2241.4,53.76344492,3.884186955
2241.5,53.76464522,3.884207459
2241.6,53.76584536,3.884227976
2241.7,53.76704534,3.884248505
2241.8,53.76824516,3.884269047
2241.9,53.76944482,3.884289601
2242,53.77064432,3.884310167
2242.1,53.77184366,3.884330745
2242.2,53.77304284,3.884351334
2242.3,53.77424187,3.884371936
2242.4,53.77544073,3.884392549
2242.5,53.77663943,3.884413173
2242.6,53.77783797,3.884433808
2242.7,53.77903635,3.884454454
2242.8,53.78023458,3.884475111
2242.9,53.78143264,3.884495779
2243,53.78263054,3.884516457
2243.1,53.78382828,3.884537146
2243.2,53.78502587,3.884557845
2243.3,53.78622329,3.884578554
2243.4,53.78742055,3.884599273
2243.5,53.78861765,3.884620001
2243.6,53.78981459,3.884640739
2243.7,53.79101138,3.884661487
2243.8,53.792208,3.884682244
2243.9,53.79340446,3.884703009
2244,53.79460076,3.884723784
2244.1,53.7957969,3.884744568
2244.2,53.79699288,3.88476536
2244.3,53.7981887,3.884786161
2244.4,53.79938436,3.88480697
2244.5,53.80057986,3.884827787
2244.6,53.8017752,3.884848613
2244.7,53.80297038,3.884869446
2244.8,53.8041654,3.884890287
2244.9,53.80536025,3.884911135
2245,53.80655495,3.884931991
2245.1,53.80774949,3.884952854
2245.2,53.80894386,3.884973724
2245.3,53.81013808,3.884994601
2245.4,53.81133213,3.885015485
2245.5,53.81252603,3.885036375
2245.6,53.81371976,3.885057272
2245.7,53.81491334,3.885078175
2245.8,53.81610675,3.885099085
2245.9,53.8173,3.88512
2246,53.8184931,3.885140937
2246.1,53.81968606,3.885161911
2246.2,53.82087887,3.885182922
2246.3,53.82207155,3.885203971
2246.4,53.82326407,3.885225056
2246.5,53.82445646,3.885246178
2246.6,53.82564871,3.885267337
2246.7,53.82684081,3.885288532
2246.8,53.82803276,3.885309764
2246.9,53.82922458,3.885331032
2247,53.83041625,3.885352337
2247.1,53.83160778,3.885373677
2247.2,53.83279916,3.885395054
2247.3,53.83399041,3.885416466
2247.4,53.8351815,3.885437915
2247.5,53.83637246,3.885459399
2247.6,53.83756327,3.885480918
2247.7,53.83875394,3.885502473
2247.8,53.83994446,3.885524063
2247.9,53.84113484,3.885545689
2248,53.84232507,3.885567349
2248.1,53.84351516,3.885589045
2248.2,53.84470511,3.885610775
2248.3,53.84589491,3.88563254
2248.4,53.84708457,3.88565434
2248.5,53.84827409,3.885676174
2248.6,53.84946346,3.885698043
2248.7,53.85065268,3.885719946
2248.8,53.85184176,3.885741883
2248.9,53.8530307,3.885763854
2249,53.85421949,3.885785859
2249.1,53.85540813,3.885807898
2249.2,53.85659663,3.885829971
2249.3,53.85778499,3.885852077
2249.4,53.8589732,3.885874217
2249.5,53.86016127,3.88589639
2249.6,53.86134919,3.885918597
2249.7,53.86253696,3.885940836
2249.8,53.86372459,3.885963109
2249.9,53.86491208,3.885985415
2250,53.86609942,3.886007753
2250.1,53.86728661,3.886030124
2250.2,53.86847366,3.886052528
2250.3,53.86966056,3.886074964
2250.4,53.87084731,3.886097432
2250.5,53.87203392,3.886119933
2250.6,53.87322039,3.886142465
2250.7,53.8744067,3.88616503
2250.8,53.87559288,3.886187627
2250.9,53.8767789,3.886210255
2251,53.87796478,3.886232915
2251.1,53.87915051,3.886255607
2251.2,53.8803361,3.88627833
2251.3,53.88152154,3.886301084
2251.4,53.88270683,3.886323869
2251.5,53.88389198,3.886346686
2251.6,53.88507697,3.886369533
2251.7,53.88626183,3.886392412
2251.8,53.88744653,3.886415321
2251.9,53.88863109,3.886438261
2252,53.8898155,3.886461231
2252.1,53.89099976,3.886484232
2252.2,53.89218388,3.886507263
2252.3,53.89336785,3.886530324
2252.4,53.89455167,3.886553415
2252.5,53.89573534,3.886576536
2252.6,53.89691887,3.886599687
2252.7,53.89810225,3.886622867
2252.8,53.89928548,3.886646078
2252.9,53.90046856,3.886669317
2253,53.9016515,3.886692586
2253.1,53.90283429,3.886715885
2253.2,53.90401692,3.886739212
2253.3,53.90519942,3.886762568
2253.4,53.90638176,3.886785954
2253.5,53.90756395,3.886809368
2253.6,53.908746,3.886832811
2253.7,53.9099279,3.886856282
2253.8,53.91110964,3.886879782
2253.9,53.91229124,3.88690331
2254,53.9134727,3.886926866
2254.1,53.914654,3.886950451
2254.2,53.91583515,3.886974063
2254.3,53.91701616,3.886997703
2254.4,53.91819701,3.887021371
2254.5,53.91937772,3.887045067
2254.6,53.92055828,3.88706879
2254.7,53.92173869,3.887092541
2254.8,53.92291894,3.887116319
2254.9,53.92409905,3.887140124
2255,53.92527901,3.887163956
2255.1,53.92645882,3.887187815
2255.2,53.92763849,3.887211701
2255.3,53.928818,3.887235614
2255.4,53.92999736,3.887259553
2255.5,53.93117657,3.887283519
2255.6,53.93235563,3.887307511
2255.7,53.93353454,3.88733153
2255.8,53.9347133,3.887355574
2255.9,53.93589191,3.887379645
2256,53.93707037,3.887403742
2256.1,53.93824868,3.887427864
2256.2,53.93942684,3.887452012
2256.3,53.94060485,3.887476186
2256.4,53.94178271,3.887500385
2256.5,53.94296042,3.887524609
2256.6,53.94413798,3.887548859
2256.7,53.94531538,3.887573134
2256.8,53.94649264,3.887597433
2256.9,53.94766974,3.887621758
2257,53.9488467,3.887646108
2257.1,53.9500235,3.887670482
2257.2,53.95120015,3.88769488
2257.3,53.95237665,3.887719304
2257.4,53.953553,3.887743751
2257.5,53.9547292,3.887768223
2257.6,53.95590524,3.887792718
2257.7,53.95708114,3.887817238
2257.8,53.95825688,3.887841782
2257.9,53.95943247,3.887866349
2258,53.96060791,3.88789094
2258.1,53.96178319,3.887915554
2258.2,53.96295833,3.887940192
2258.3,53.96413331,3.887964853
2258.4,53.96530814,3.887989537
2258.5,53.96648282,3.888014245
2258.6,53.96765734,3.888038975
2258.7,53.96883172,3.888063728
2258.8,53.97000594,3.888088504
2258.9,53.97118,3.888113302
2259,53.97235392,3.888138123
2259.1,53.97352768,3.888162967
2259.2,53.97470129,3.888187832
2259.3,53.97587475,3.88821272
2259.4,53.97704805,3.88823763
2259.5,53.9782212,3.888262561
2259.6,53.9793942,3.888287515
2259.7,53.98056705,3.88831249
2259.8,53.98173974,3.888337486
2259.9,53.98291228,3.888362504
2260,53.98408466,3.888387544
2260.1,53.98525689,3.888412604
2260.2,53.98642897,3.888437686
2260.3,53.98760089,3.888462789
2260.4,53.98877266,3.888487913
2260.5,53.98994428,3.888513057
2260.6,53.99111574,3.888538222
2260.7,53.99228705,3.888563408
2260.8,53.99345821,3.888588614
2260.9,53.99462921,3.88861384
2261,53.99580005,3.888639086
2261.1,53.99697074,3.888664353
2261.2,53.99814128,3.888689639
2261.3,53.99931166,3.888714946
2261.4,54.00048189,3.888740272
2261.5,54.00165197,3.888765618
2261.6,54.00282188,3.888790983
2261.7,54.00399165,3.888816367
2261.8,54.00516126,3.888841771
2261.9,54.00633071,3.888867194
2262,54.00750001,3.888892636
2262.1,54.00866916,3.888918097
2262.2,54.00983815,3.888943577
2262.3,54.01100698,3.888969076
2262.4,54.01217566,3.888994593
2262.5,54.01334418,3.889020128
2262.6,54.01451255,3.889045682
2262.7,54.01568076,3.889071254
2262.8,54.01684882,3.889096845
2262.9,54.01801672,3.889122453
2263,54.01918446,3.889148079
2263.1,54.02035205,3.889173723
2263.2,54.02151949,3.889199385
2263.3,54.02268676,3.889225064
2263.4,54.02385388,3.889250761
2263.5,54.02502085,3.889276475
2263.6,54.02618766,3.889302206
2263.7,54.02735431,3.889327954
2263.8,54.02852081,3.889353719
2263.9,54.02968715,3.889379502
2264,54.03085333,3.8894053
2264.1,54.03201935,3.889431116
2264.2,54.03318522,3.889456948
2264.3,54.03435094,3.889482796
2264.4,54.03551649,3.889508661
2264.5,54.03668189,3.889534542
2264.6,54.03784713,3.889560439
2264.7,54.03901222,3.889586352
2264.8,54.04017714,3.889612281
2264.9,54.04134191,3.889638225
2265,54.04250653,3.889664185
2265.1,54.04367098,3.889690161
2265.2,54.04483528,3.889716152
2265.3,54.04599942,3.889742158
2265.4,54.0471634,3.889768179
2265.5,54.04832723,3.889794216
2265.6,54.04949089,3.889820267
2265.7,54.0506544,3.889846333
2265.8,54.05181775,3.889872414
2265.9,54.05298095,3.889898509
2266,54.05414398,3.889924619
2266.1,54.05530686,3.889950743
2266.2,54.05646958,3.889976881
2266.3,54.05763214,3.890003034
2266.4,54.05879454,3.8900292
2266.5,54.05995678,3.890055381
2266.6,54.06111886,3.890081575
2266.7,54.06228079,3.890107783
2266.8,54.06344256,3.890134004
2266.9,54.06460416,3.890160239
2267,54.06576561,3.890186487
2267.1,54.0669269,3.890212748
2267.2,54.06808803,3.890239022
2267.3,54.069249,3.89026531
2267.4,54.07040982,3.89029161
2267.5,54.07157047,3.890317923
2267.6,54.07273096,3.890344248
2267.7,54.0738913,3.890370586
2267.8,54.07505147,3.890396937
2267.9,54.07621149,3.8904233
2268,54.07737134,3.890449674
2268.1,54.07853104,3.890476061
