879.747	-6	6	6.24389	0.0014536
886.076	-6	6	6.24575	0.00148648
892.405	-6	6	6.24765	0.00152037
898.734	-6	6	6.2496	0.00155532
905.063	-6	6	6.25159	0.00159136
911.392	-6	6	6.25362	0.00162856
917.722	-6	6	6.25571	0.00166694
924.051	-6	6	6.25784	0.00170658
930.38	-6	6	6.26003	0.00174753
936.709	-6	6	6.26227	0.00178984
943.038	-6	6	6.26456	0.00183358
949.367	-6	6	6.26691	0.00187881
955.696	-6	6	6.26932	0.00192561
962.025	-6	6	6.27178	0.00197405
968.354	-6	6	6.27431	0.0020242
974.684	-6	6	6.27691	0.00207616
981.013	-6	6	6.27957	0.00213
987.342	-6	6	6.2823	0.00218583
993.671	-6	6	6.2851	0.00224375
1000	-6	6	6.28798	0.00230385
1006.33	-6	6	6.29094	0.00236626
1012.66	-6	6	6.29397	0.00243109
1018.99	-6	6	6.29709	0.00249848
1025.32	-6	6	6.3003	0.00256855
1031.65	-6	6	6.30359	0.00264147
1037.97	-6	6	6.30698	0.00271737
1044.3	-6	6	6.31047	0.00279644
1050.63	-6	6	6.31406	0.00287885
1056.96	-6	6	6.31776	0.00296479
1063.29	-6	6	6.32157	0.00305447
1069.62	-6	6	6.32549	0.00314811
1075.95	-6	6	6.32954	0.00324595
1082.28	-6	6	6.33371	0.00334825
1088.61	-6	6	6.33801	0.00345528
1094.94	-6	6	6.34246	0.00356734
1101.27	-6	6	6.34704	0.00368476
1107.59	-6	6	6.35178	0.00380788
1113.92	-6	6	6.35668	0.00393708
1120.25	-6	6	6.36175	0.00407276
1126.58	-6	6	6.36699	0.00421538
1132.91	-6	6	6.37242	0.0043654
1139.24	-6	6	6.37805	0.00452337
1145.57	-6	6	6.38387	0.00468985
1151.9	-6	6	6.38992	0.00486546
1158.23	-6	6	6.39619	0.00505089
1164.56	-6	6	6.4027	0.00524689
1170.89	-6	6	6.40947	0.00545427
1177.22	-6	6	6.41651	0.00567394
1183.54	-6	6	6.42383	0.0059069
1189.87	-6	6	6.43146	0.00615422
1196.2	-6	6	6.43941	0.00641714
1202.53	-6	6	6.44771	0.00669698
1208.86	-6	6	6.45637	0.00699523
1215.19	-6	6	6.46541	0.00731355
1221.52	-6	6	6.47488	0.00765378
1227.85	-6	6	6.48479	0.00801799
1234.18	-6	6	6.49517	0.00840847
1240.51	-6	6	6.50607	0.00882783
1246.84	-6	6	6.51752	0.009279
1253.16	-6	6	6.52956	0.00976525
1259.49	-6	6	6.54224	0.0102904
1265.82	-6	6	6.55561	0.0108585
1272.15	-6	6	6.56972	0.0114747
1278.48	-6	6	6.58465	0.0121443
1284.81	-6	6	6.60046	0.0128738
1291.14	-6	6	6.61724	0.0136705
1297.47	-6	6	6.63506	0.014543
1303.8	-6	6	6.65404	0.0155012
1310.13	-6	6	6.6743	0.0165567
1316.46	-6	6	6.69595	0.0177231
1322.78	-6	6	6.71915	0.0190165
1329.11	-6	6	6.74408	0.0204561
1335.44	-6	6	6.77092	0.0220647
1341.77	-6	6	6.79991	0.0238699
1348.1	-6	6	6.83133	0.025905
1354.43	-6	6	6.86547	0.0282109
1360.76	-6	6	6.90271	0.0308378
1367.09	-6	6	6.9435	0.0338481
1373.42	-6	6	6.98835	0.0373201
1379.75	-6	6	7.03792	0.0413534
1386.08	-6	6	7.09297	0.0460757
1392.41	-6	6	7.15447	0.0516533
1398.73	-6	6	7.22362	0.0583056
1405.06	-6	6	7.30193	0.0663274
1411.39	-6	6	7.39134	0.0761218
1417.72	-6	6	7.49438	0.0882513
1424.05	-6	6	7.6144	0.103521
1430.38	-6	6	7.75595	0.123113
1436.71	-6	6	7.92536	0.148825
1443.04	-6	6	8.13165	0.18349
1449.37	-6	6	8.38819	0.231785
1455.7	-6	6	8.71561	0.301882
1462.03	-6	6	9.14734	0.409087
1468.35	-6	6	9.74102	0.584779
1474.68	-6	6	10.6038	0.901514
1481.01	-6	6	11.9527	1.55756
1487.34	-6	6	14.2447	3.24285
1493.67	-6	6	17.7179	9.23754
1500	-6	6	6	24
1506.33	-6	6	-5.63074	9.20763
1512.66	-6	6	-2.15679	3.23547
1518.99	-6	6	0.13181	1.55501
1525.32	-6	6	1.47898	0.900374
1531.65	-6	6	2.34085	0.584181
1537.97	-6	6	2.93399	0.408737
1544.3	-6	6	3.36539	0.301662
1550.63	-6	6	3.69259	0.231639
1556.96	-6	6	3.94899	0.183388
1563.29	-6	6	4.15517	0.148753
1569.62	-6	6	4.32449	0.123061
1575.95	-6	6	4.46599	0.103482
1582.28	-6	6	4.58598	0.088223
1588.61	-6	6	4.68898	0.0761011
1594.94	-6	6	4.77837	0.0663126
1601.27	-6	6	4.85667	0.0582954
1607.59	-6	6	4.9258	0.0516469
1613.92	-6	6	4.9873	0.0460724
1620.25	-6	6	5.04235	0.0413527
1626.58	-6	6	5.09191	0.0373216
1632.91	-6	6	5.13677	0.0338514
1639.24	-6	6	5.17756	0.0308428
1645.57	-6	6	5.21482	0.0282175
1651.9	-6	6	5.24897	0.0259129
1658.23	-6	6	5.28039	0.023879
1664.56	-6	6	5.30939	0.0220749
1670.89	-6	6	5.33625	0.0204674
1677.22	-6	6	5.36119	0.0190288
1683.54	-6	6	5.38441	0.0177363
1689.87	-6	6	5.40608	0.0165708
1696.2	-6	6	5.42635	0.0155162
1702.53	-6	6	5.44535	0.0145588
1708.86	-6	6	5.4632	0.0136871
1715.19	-6	6	5.48	0.0128911
1721.52	-6	6	5.49583	0.0121624
1727.85	-6	6	5.51078	0.0114935
1734.18	-6	6	5.52492	0.0108781
1740.51	-6	6	5.53831	0.0103106
1746.84	-6	6	5.55102	0.00978617
1753.16	-6	6	5.56309	0.00930059
1759.49	-6	6	5.57456	0.00885011
1765.82	-6	6	5.58549	0.00843141
1772.15	-6	6	5.5959	0.00804159
1778.48	-6	6	5.60584	0.00767804
1784.81	-6	6	5.61534	0.00733846
1791.14	-6	6	5.62442	0.00702079
1797.47	-6	6	5.63311	0.00672319
1803.8	-6	6	5.64144	0.00644399
1810.13	-6	6	5.64942	0.00618172
1816.46	-6	6	5.65709	0.00593503
1822.78	-6	6	5.66445	0.00570272
1829.11	-6	6	5.67152	0.00548368
1835.44	-6	6	5.67833	0.00527694
1841.77	-6	6	5.68488	0.00508158
1848.1	-6	6	5.69119	0.00489678
1854.43	-6	6	5.69728	0.0047218
1860.76	-6	6	5.70314	0.00455596
1867.09	-6	6	5.70881	0.00439863
1873.42	-6	6	5.71428	0.00424924
1879.75	-6	6	5.71957	0.00410726
1886.08	-6	6	5.72468	0.00397221
1892.41	-6	6	5.72962	0.00384365
1898.73	-6	6	5.73441	0.00372118
1905.06	-6	6	5.73904	0.0036044
1911.39	-6	6	5.74353	0.00349298
1917.72	-6	6	5.74788	0.00338659
1924.05	-6	6	5.7521	0.00328494
1930.38	-6	6	5.7562	0.00318774
1936.71	-6	6	5.76017	0.00309475
1943.04	-6	6	5.76403	0.00300571
1949.37	-6	6	5.76778	0.00292043
1955.7	-6	6	5.77143	0.00283867
1962.03	-6	6	5.77497	0.00276026
1968.35	-6	6	5.77841	0.00268501
1974.68	-6	6	5.78177	0.00261276
1981.01	-6	6	5.78503	0.00254334
1987.34	-6	6	5.78821	0.00247662
1993.67	-6	6	5.7913	0.00241245
2000	-6	6	5.79431	0.00235071
